time_s,altitude_km,velocity_ms,mach,heat_flux_Wm2
2.938642016862819162e+01,9.859464866216553958e+01,7.599407534827695599e+03,2.772478297138416892e+01,5.210984527530286869e+04
2.942075192240858428e+01,9.856964241060265408e+01,7.599405473645758320e+03,2.772477545161087065e+01,5.219753948916339141e+04
2.945508368550077805e+01,9.854463615903975438e+01,7.599403405293266587e+03,2.772476790567736415e+01,5.228538068519825902e+04
2.948941545793715235e+01,9.851962990747685467e+01,7.599401329745276598e+03,2.772476033349265023e+01,5.237336911233974388e+04
2.952374723975019677e+01,9.849462365591398338e+01,7.599399246976757240e+03,2.772475273496540638e+01,5.246150501994927617e+04
2.955807903097257849e+01,9.846961740435108368e+01,7.599397156962591907e+03,2.772474511000400454e+01,5.254978865781838249e+04
2.959241083163699670e+01,9.844461115278819818e+01,7.599395059677576683e+03,2.772473745851648985e+01,5.263822027616883133e+04
2.962674264177634242e+01,9.841960490122531269e+01,7.599392955096418518e+03,2.772472978041058411e+01,5.272680012565398647e+04
2.966107446142354220e+01,9.839459864966242719e+01,7.599390843193737965e+03,2.772472207559370361e+01,5.281552845735872688e+04
2.969540629061172154e+01,9.836959239809952749e+01,7.599388723944066442e+03,2.772471434397292356e+01,5.290440552280074189e+04
2.972973812937405214e+01,9.834458614653662778e+01,7.599386597321846239e+03,2.772470658545500655e+01,5.299343157393069851e+04
2.976406997774383001e+01,9.831957989497375650e+01,7.599384463301432334e+03,2.772469879994639186e+01,5.308260686313335464e+04
2.979840183575452173e+01,9.829457364341085679e+01,7.599382321857088755e+03,2.772469098735318482e+01,5.317193164322791563e+04
2.983273370343965425e+01,9.826956739184795708e+01,7.599380172962992219e+03,2.772468314758117813e+01,5.326140616746885644e+04
2.986706558083286822e+01,9.824456114028507159e+01,7.599378016593226675e+03,2.772467528053582342e+01,5.335103068954639457e+04
2.990139746796798192e+01,9.821955488872218609e+01,7.599375852721787851e+03,2.772466738612224546e+01,5.344080546358755964e+04
2.993572936487887048e+01,9.819454863715928639e+01,7.599373681322582343e+03,2.772465946424525285e+01,5.353073074415653537e+04
2.997006127159952626e+01,9.816954238559640089e+01,7.599371502369423069e+03,2.772465151480930245e+01,5.362080678625514702e+04
3.000439318816412282e+01,9.814453613403350118e+01,7.599369315836032911e+03,2.772464353771853496e+01,5.371103384532423661e+04
3.003872511460689410e+01,9.811952988247061569e+01,7.599367121696044705e+03,2.772463553287674998e+01,5.380141217724353919e+04
3.007305705096218773e+01,9.809452363090773019e+01,7.599364919922997615e+03,2.772462750018740962e+01,5.389194203833279607e+04
3.010738899726453255e+01,9.806951737934483049e+01,7.599362710490340760e+03,2.772461943955365271e+01,5.398262368535254063e+04
3.014172095354852132e+01,9.804451112778193078e+01,7.599360493371428674e+03,2.772461135087826989e+01,5.407345737550431659e+04
3.017605291984886406e+01,9.801950487621905950e+01,7.599358268539524943e+03,2.772460323406371785e+01,5.416444336643162387e+04
3.021038489620045198e+01,9.799449862465615979e+01,7.599356035967799471e+03,2.772459508901210867e+01,5.425558191622087907e+04
3.024471688263821534e+01,9.796949237309327430e+01,7.599353795629329397e+03,2.772458691562522404e+01,5.434687328340141539e+04
3.027904887919729049e+01,9.794448612153038880e+01,7.599351547497097272e+03,2.772457871380450101e+01,5.443831772694682877e+04
3.031338088591285285e+01,9.791947986996750330e+01,7.599349291543991058e+03,2.772457048345101782e+01,5.452991550627511606e+04
3.034771290282028033e+01,9.789447361840460360e+01,7.599347027742808677e+03,2.772456222446554008e+01,5.462166688124981738e+04
3.038204492995501482e+01,9.786946736684170389e+01,7.599344756066248010e+03,2.772455393674846036e+01,5.471357211218034354e+04
3.041637696735262253e+01,9.784446111527883261e+01,7.599342476486915075e+03,2.772454562019983726e+01,5.480563145982271817e+04
3.045070901504885086e+01,9.781945486371593290e+01,7.599340188977319485e+03,2.772453727471937768e+01,5.489784518538053089e+04
3.048504107307951472e+01,9.779444861215303320e+01,7.599337893509875357e+03,2.772452890020644034e+01,5.499021355050519924e+04
3.051937314148055336e+01,9.776944236059014770e+01,7.599335590056903129e+03,2.772452049656004647e+01,5.508273681729701639e+04
3.055370522028808722e+01,9.774443610902726221e+01,7.599333278590622285e+03,2.772451206367883714e+01,5.517541524830561684e+04
3.058803730953830424e+01,9.771942985746436250e+01,7.599330959083159541e+03,2.772450360146113013e+01,5.526824910653055849e+04
3.062236940926752382e+01,9.769442360590147700e+01,7.599328631506544298e+03,2.772449510980488085e+01,5.536123865542246494e+04
3.065670151951224298e+01,9.766941735433857730e+01,7.599326295832706819e+03,2.772448658860767523e+01,5.545438415888312738e+04
3.069103364030902981e+01,9.764441110277569180e+01,7.599323952033480964e+03,2.772447803776676167e+01,5.554768588126656687e+04
3.072536577169458027e+01,9.761940485121280631e+01,7.599321600080603275e+03,2.772446945717902622e+01,5.564114408737955091e+04
3.075969791370577866e+01,9.759439859964990660e+01,7.599319239945709342e+03,2.772446084674098543e+01,5.573475904248241568e+04
3.079403006637957319e+01,9.756939234808702111e+01,7.599316871600341074e+03,2.772445220634881835e+01,5.582853101228964078e+04
3.082836222975304707e+01,9.754438609652413561e+01,7.599314495015935790e+03,2.772444353589832033e+01,5.592246026297039498e+04
3.086269440386346830e+01,9.751937984496123590e+01,7.599312110163834404e+03,2.772443483528493502e+01,5.601654706114978035e+04
3.089702658874815455e+01,9.749437359339835041e+01,7.599309717015278693e+03,2.772442610440374011e+01,5.611079167390865769e+04
3.093135878444463316e+01,9.746936734183546491e+01,7.599307315541407661e+03,2.772441734314944739e+01,5.620519436878515262e+04
3.096569099099048472e+01,9.744436109027257942e+01,7.599304905713263906e+03,2.772440855141641336e+01,5.629975541377472109e+04
3.100002320842349945e+01,9.741935483870967971e+01,7.599302487501785436e+03,2.772439972909860373e+01,5.639447507733132807e+04
3.103435543678153863e+01,9.739434858714678001e+01,7.599300060877812939e+03,2.772439087608964670e+01,5.648935362836778222e+04
3.106868767610259496e+01,9.736934233558390872e+01,7.599297625812081606e+03,2.772438199228276900e+01,5.658439133625639079e+04
3.110301992642485303e+01,9.734433608402100901e+01,7.599295182275226580e+03,2.772437307757084213e+01,5.667958847083016735e+04
3.113735218778657199e+01,9.731932983245810931e+01,7.599292730237783871e+03,2.772436413184637161e+01,5.677494530238299194e+04
3.117168446022614248e+01,9.729432358089522381e+01,7.599290269670181260e+03,2.772435515500147218e+01,5.687046210167028767e+04
3.120601674378215051e+01,9.726931732933233832e+01,7.599287800542749210e+03,2.772434614692789978e+01,5.696613913991021400e+04
3.124034903849325318e+01,9.724431107776943861e+01,7.599285322825711773e+03,2.772433710751702307e+01,5.706197668878381955e+04
3.127468134439824610e+01,9.721930482620655312e+01,7.599282836489189322e+03,2.772432803665983059e+01,5.715797502043580607e+04
3.130901366153611676e+01,9.719429857464366762e+01,7.599280341503201271e+03,2.772431893424695204e+01,5.725413440747591812e+04
3.134334598994593080e+01,9.716929232308076791e+01,7.599277837837657898e+03,2.772430980016860147e+01,5.735045512297839014e+04
3.137767832966688886e+01,9.714428607151788242e+01,7.599275325462370347e+03,2.772430063431465186e+01,5.744693744048376539e+04
3.141201068073838343e+01,9.711927981995498271e+01,7.599272804347039710e+03,2.772429143657455342e+01,5.754358163399894693e+04
3.144634304319989226e+01,9.709427356839209722e+01,7.599270274461265217e+03,2.772428220683740463e+01,5.764038797799835447e+04
3.148067541709102457e+01,9.706926731682921172e+01,7.599267735774539688e+03,2.772427294499190253e+01,5.773735674742401170e+04
3.151500780245159206e+01,9.704426106526631202e+01,7.599265188256249530e+03,2.772426365092636047e+01,5.783448821768687776e+04
3.154934019932145972e+01,9.701925481370342652e+01,7.599262631875673833e+03,2.772425432452870098e+01,5.793178266466703644e+04
3.158367260774071283e+01,9.699424856214054103e+01,7.599260066601984363e+03,2.772424496568645225e+01,5.802924036471478757e+04
3.161800502774950061e+01,9.696924231057765553e+01,7.599257492404249206e+03,2.772423557428676588e+01,5.812686159465099627e+04
3.165233745938818544e+01,9.694423605901475582e+01,7.599254909251426398e+03,2.772422615021639203e+01,5.822464663176814065e+04
3.168666990269721495e+01,9.691922980745185612e+01,7.599252317112363016e+03,2.772421669336167938e+01,5.832259575383066840e+04
3.172100235771717536e+01,9.689422355588898483e+01,7.599249715955804277e+03,2.772420720360860003e+01,5.842070923907581891e+04
3.175533482448885181e+01,9.686921730432608513e+01,7.599247105750382616e+03,2.772419768084271396e+01,5.851898736621468561e+04
3.178966730305311827e+01,9.684421105276318542e+01,7.599244486464621332e+03,2.772418812494918683e+01,5.861743041443222319e+04
3.182399979345098373e+01,9.681920480120029993e+01,7.599241858066935492e+03,2.772417853581278635e+01,5.871603866338835360e+04
3.185833229572366321e+01,9.679419854963741443e+01,7.599239220525629207e+03,2.772416891331788236e+01,5.881481239321886824e+04
3.189266480991245700e+01,9.676919229807451472e+01,7.599236573808898356e+03,2.772415925734843611e+01,5.891375188453563896e+04
3.192699733605880397e+01,9.674418604651162923e+01,7.599233917884826042e+03,2.772414956778801454e+01,5.901285741842770221e+04
3.196132987420435256e+01,9.671917979494874373e+01,7.599231252721384408e+03,2.772413984451976177e+01,5.911212927646164462e+04
3.199566242439083297e+01,9.669417354338584403e+01,7.599228578286436459e+03,2.772413008742644180e+01,5.921156774068281084e+04
3.202999498666012101e+01,9.666916729182295853e+01,7.599225894547731514e+03,2.772412029639038877e+01,5.931117309361523075e+04
3.206432756105429860e+01,9.664416104026005883e+01,7.599223201472907022e+03,2.772411047129353889e+01,5.941094561826326390e+04
3.209866014761553288e+01,9.661915478869717333e+01,7.599220499029488565e+03,2.772410061201741627e+01,5.951088559811151208e+04
3.213299274638614378e+01,9.659414853713428784e+01,7.599217787184886220e+03,2.772409071844311867e+01,5.961099331712575804e+04
3.216732535740865018e+01,9.656914228557138813e+01,7.599215065906401833e+03,2.772408079045136020e+01,5.971126905975405680e+04
3.220165798072564201e+01,9.654413603400850263e+01,7.599212335161218107e+03,2.772407082792241084e+01,5.981171311092667020e+04
3.223599061637993657e+01,9.651912978244561714e+01,7.599209594916407696e+03,2.772406083073613914e+01,5.991232575605775492e+04
3.227032326441442223e+01,9.649412353088273164e+01,7.599206845138926838e+03,2.772405079877200151e+01,6.001310728104522423e+04
3.230465592487222182e+01,9.646911727931983194e+01,7.599204085795615356e+03,2.772404073190901030e+01,6.011405797227162111e+04
3.233898859779653634e+01,9.644411102775693223e+01,7.599201316853201206e+03,2.772403063002578705e+01,6.021517811660547159e+04
3.237332128323072311e+01,9.641910477619406095e+01,7.599198538278294109e+03,2.772402049300050919e+01,6.031646800140097184e+04
3.240765398121835261e+01,9.639409852463116124e+01,7.599195750037388279e+03,2.772401032071094207e+01,6.041792791449969081e+04
3.244198669180308059e+01,9.636909227306826153e+01,7.599192952096862427e+03,2.772400011303442469e+01,6.051955814423043194e+04
3.247631941502871911e+01,9.634408602150539025e+01,7.599190144422977937e+03,2.772398986984786617e+01,6.062135897941052099e+04
3.251065215093929339e+01,9.631907976994249054e+01,7.599187326981876140e+03,2.772397959102774578e+01,6.072333070934638818e+04
3.254498489957892104e+01,9.629407351837959084e+01,7.599184499739584680e+03,2.772396927645011644e+01,6.082547362383402651e+04
3.257931766099187598e+01,9.626906726681670534e+01,7.599181662662011149e+03,2.772395892599060829e+01,6.092778801316003955e+04
3.261365043522263818e+01,9.624406101525381985e+01,7.599178815714943994e+03,2.772394853952439675e+01,6.103027416810213617e+04
3.264798322231578709e+01,9.621905476369092014e+01,7.599175958864054337e+03,2.772393811692624865e+01,6.113293237993006915e+04
3.268231602231606558e+01,9.619404851212803464e+01,7.599173092074892338e+03,2.772392765807047965e+01,6.123576294040598441e+04
3.271664883526841550e+01,9.616904226056513494e+01,7.599170215312889013e+03,2.772391716283097196e+01,6.133876614178556338e+04
3.275098166121788523e+01,9.614403600900224944e+01,7.599167328543355325e+03,2.772390663108116726e+01,6.144194227681833581e+04
3.278531450020967952e+01,9.611902975743936395e+01,7.599164431731481272e+03,2.772389606269407381e+01,6.154529163874869118e+04
3.281964735228921626e+01,9.609402350587646424e+01,7.599161524842336803e+03,2.772388545754225220e+01,6.164881452131654078e+04
3.285398021750199860e+01,9.606901725431357875e+01,7.599158607840868171e+03,2.772387481549782251e+01,6.175251121875787067e+04
3.288831309589376417e+01,9.604401100275069325e+01,7.599155680691901580e+03,2.772386413643245362e+01,6.185638202580567304e+04
3.292264598751034299e+01,9.601900475118779354e+01,7.599152743360140448e+03,2.772385342021737742e+01,6.196042723769049189e+04
3.295697889239773559e+01,9.599399849962490805e+01,7.599149795810165415e+03,2.772384266672337461e+01,6.206464715014133981e+04
3.299131181060216278e+01,9.596899224806200834e+01,7.599146838006435246e+03,2.772383187582077824e+01,6.216904205938628729e+04
3.302564474216991641e+01,9.594398599649913706e+01,7.599143869913281378e+03,2.772382104737946307e+01,6.227361226215297938e+04
3.305997768714753704e+01,9.591897974493623735e+01,7.599140891494915195e+03,2.772381018126885621e+01,6.237835805566979252e+04
3.309431064558165758e+01,9.589397349337333765e+01,7.599137902715422570e+03,2.772379927735794070e+01,6.248327973766637297e+04
3.312864361751908859e+01,9.586896724181046636e+01,7.599134903538761137e+03,2.772378833551521637e+01,6.258837760637402971e+04
3.316297660300684669e+01,9.584396099024756666e+01,7.599131893928770296e+03,2.772377735560876388e+01,6.269365196052726242e+04
3.319730960209206927e+01,9.581895473868466695e+01,7.599128873849156662e+03,2.772376633750617358e+01,6.279910309936344129e+04
3.323164261482204296e+01,9.579394848712178145e+01,7.599125843263503157e+03,2.772375528107458820e+01,6.290473132262430590e+04
3.326597564124428885e+01,9.576894223555889596e+01,7.599122802135268103e+03,2.772374418618068503e+01,6.301053693055659096e+04
3.330030868140642752e+01,9.574393598399599625e+01,7.599119750427778854e+03,2.772373305269068311e+01,6.311652022391244827e+04
3.333464173535625008e+01,9.571892973243311076e+01,7.599116688104239984e+03,2.772372188047033248e+01,6.322268150395029079e+04
3.336897480314176789e+01,9.569392348087021105e+01,7.599113615127723278e+03,2.772371066938491424e+01,6.332902107243578212e+04
3.340330788481109892e+01,9.566891722930732556e+01,7.599110531461175015e+03,2.772369941929924408e+01,6.343553923164210573e+04
3.343764098041253874e+01,9.564391097774444006e+01,7.599107437067412320e+03,2.772368813007766875e+01,6.354223628435106366e+04
3.347197408999460322e+01,9.561890472618154035e+01,7.599104331909121356e+03,2.772367680158405889e+01,6.364911253385378950e+04
3.350630721360592190e+01,9.559389847461864065e+01,7.599101215948861864e+03,2.772366543368181624e+01,6.375616828395117045e+04
3.354064035129528776e+01,9.556889222305576936e+01,7.599098089149059888e+03,2.772365402623386643e+01,6.386340383895485138e+04
3.357497350311172113e+01,9.554388597149286966e+01,7.599094951472011417e+03,2.772364257910265195e+01,6.397081950368808612e+04
3.360930666910434184e+01,9.551887971992998416e+01,7.599091802879883289e+03,2.772363109215014987e+01,6.407841558348600665e+04
3.364363984932251839e+01,9.549387346836709867e+01,7.599088643334710468e+03,2.772361956523784698e+01,6.418619238419677276e+04
3.367797304381570456e+01,9.546886721680421317e+01,7.599085472798393312e+03,2.772360799822674693e+01,6.429415021218206675e+04
3.371230625263361702e+01,9.544386096524131347e+01,7.599082291232702119e+03,2.772359639097738082e+01,6.440228937431816303e+04
3.374663947582607193e+01,9.541885471367841376e+01,7.599079098599273493e+03,2.772358474334978595e+01,6.451061017799613910e+04
3.378097271344307018e+01,9.539384846211554247e+01,7.599075894859611253e+03,2.772357305520351289e+01,6.461911293112298154e+04
3.381530596553484003e+01,9.536884221055264277e+01,7.599072679975083702e+03,2.772356132639763260e+01,6.472779794212241541e+04
3.384963923215173054e+01,9.534383595898974306e+01,7.599069453906926356e+03,2.772354955679071153e+01,6.483666551993519533e+04
3.388397251334426130e+01,9.531882970742685757e+01,7.599066216616240126e+03,2.772353774624083655e+01,6.494571597402029147e+04
3.391830580916319349e+01,9.529382345586397207e+01,7.599062968063989501e+03,2.772352589460560068e+01,6.505494961435548612e+04
3.395263911965939485e+01,9.526881720430107237e+01,7.599059708211002544e+03,2.772351400174208891e+01,6.516436675143794128e+04
3.398697244488391789e+01,9.524381095273818687e+01,7.599056437017974531e+03,2.772350206750690660e+01,6.527396769628509355e+04
3.402130578488804957e+01,9.521880470117528716e+01,7.599053154445460677e+03,2.772349009175615109e+01,6.538375276043557824e+04
3.405563913972319767e+01,9.519379844961240167e+01,7.599049860453878864e+03,2.772347807434541167e+01,6.549372225594940392e+04
3.408997250944094759e+01,9.516879219804951617e+01,7.599046555003512367e+03,2.772346601512979447e+01,6.560387649540939310e+04
3.412430589409312631e+01,9.514378594648661647e+01,7.599043238054504400e+03,2.772345391396388692e+01,6.571421579192145145e+04
3.415863929373167451e+01,9.511877969492371676e+01,7.599039909566859023e+03,2.772344177070177551e+01,6.582474045911549183e+04
3.419297270840871761e+01,9.509377344336084548e+01,7.599036569500442965e+03,2.772342958519704226e+01,6.593545081114608911e+04
3.422730613817662970e+01,9.506876719179794577e+01,7.599033217814981981e+03,2.772341735730275403e+01,6.604634716269341880e+04
3.426163958308787727e+01,9.504376094023506027e+01,7.599029854470061764e+03,2.772340508687146610e+01,6.615742982896364992e+04
3.429597304319518969e+01,9.501875468867217478e+01,7.599026479425128855e+03,2.772339277375523281e+01,6.626869912569016742e+04
3.433030651855140292e+01,9.499374843710928928e+01,7.599023092639486094e+03,2.772338041780557560e+01,6.638015536913373217e+04
3.436464000920962292e+01,9.496874218554638958e+01,7.599019694072298080e+03,2.772336801887351854e+01,6.649179887608390709e+04
3.439897351522306934e+01,9.494373593398348987e+01,7.599016283682584799e+03,2.772335557680955276e+01,6.660362996385911538e+04
3.443330703664515369e+01,9.491872968242061859e+01,7.599012861429227087e+03,2.772334309146366493e+01,6.671564895030797925e+04
3.446764057352952904e+01,9.489372343085771888e+01,7.599009427270957531e+03,2.772333056268530171e+01,6.682785615380984382e+04
3.450197412592998347e+01,9.486871717929481918e+01,7.599005981166369565e+03,2.772331799032339461e+01,6.694025189327524276e+04
3.453630769390047561e+01,9.484371092773193368e+01,7.599002523073912016e+03,2.772330537422635643e+01,6.705283648814710614e+04
3.457064127749523408e+01,9.481870467616904818e+01,7.598999052951888189e+03,2.772329271424207064e+01,6.716561025840148795e+04
3.460497487676860118e+01,9.479369842460614848e+01,7.598995570758455870e+03,2.772328001021787713e+01,6.727857352454765351e+04
3.463930849177511107e+01,9.476869217304326298e+01,7.598992076451628236e+03,2.772326726200059710e+01,6.739172660762978194e+04
3.467364212256954659e+01,9.474368592148036328e+01,7.598988569989272946e+03,2.772325446943652594e+01,6.750506982922719908e+04
3.470797576920682559e+01,9.471867966991747778e+01,7.598985051329109410e+03,2.772324163237140837e+01,6.761860351145506138e+04
3.474230943174205066e+01,9.469367341835459229e+01,7.598981520428714248e+03,2.772322875065047043e+01,6.773232797696525813e+04
3.477664311023058730e+01,9.466866716679169258e+01,7.598977977245510374e+03,2.772321582411838392e+01,6.784624354894750286e+04
3.481097680472792177e+01,9.464366091522880708e+01,7.598974421736777913e+03,2.772320285261928774e+01,6.796035055112933333e+04
3.484531051528973933e+01,9.461865466366592159e+01,7.598970853859643285e+03,2.772318983599677367e+01,6.807464930777749396e+04
3.487964424197198099e+01,9.459364841210302188e+01,7.598967273571091027e+03,2.772317677409390413e+01,6.818914014369857614e+04
3.491397798483069437e+01,9.456864216054013639e+01,7.598963680827949247e+03,2.772316366675317667e+01,6.830382338423949841e+04
3.494831174392221129e+01,9.454363590897725089e+01,7.598960075586899620e+03,2.772315051381655593e+01,6.841869935528871429e+04
3.498264551930297017e+01,9.451862965741436540e+01,7.598956457804471938e+03,2.772313731512544877e+01,6.853376838327644509e+04
3.501697931102970074e+01,9.449362340585146569e+01,7.598952827437044107e+03,2.772312407052071137e+01,6.864903079517613514e+04
3.505131311915925352e+01,9.446861715428856598e+01,7.598949184440845784e+03,2.772311077984265282e+01,6.876448691850437899e+04
3.508564694374868509e+01,9.444361090272569470e+01,7.598945528771949284e+03,2.772309744293102085e+01,6.888013708132240572e+04
3.511998078485530783e+01,9.441860465116279499e+01,7.598941860386278677e+03,2.772308405962500544e+01,6.899598161223650095e+04
3.515431464253657623e+01,9.439359839959989529e+01,7.598938179239602505e+03,2.772307062976323877e+01,6.911202084039880720e+04
3.518864851685014372e+01,9.436859214803700979e+01,7.598934485287536518e+03,2.772305715318379882e+01,6.922825509550800780e+04
3.522298240785392665e+01,9.434358589647412430e+01,7.598930778485540031e+03,2.772304362972418801e+01,6.934468470781056385e+04
3.525731631560597634e+01,9.431857964491122459e+01,7.598927058788921386e+03,2.772303005922135810e+01,6.946131000810072874e+04
3.529165024016455021e+01,9.429357339334833910e+01,7.598923326152828849e+03,2.772301644151167466e+01,6.957813132772178506e+04
3.532598418158817566e+01,9.426856714178543939e+01,7.598919580532258806e+03,2.772300277643095257e+01,6.969514899856700504e+04
3.536031813993550799e+01,9.424356089022255389e+01,7.598915821882048476e+03,2.772298906381442762e+01,6.981236335307988338e+04
3.539465211526542276e+01,9.421855463865966840e+01,7.598912050156879559e+03,2.772297530349676364e+01,6.992977472425527230e+04
3.542898610763704426e+01,9.419354838709676869e+01,7.598908265311275500e+03,2.772296149531204890e+01,7.004738344564024010e+04
3.546332011710966015e+01,9.416854213553388320e+01,7.598904467299601492e+03,2.772294763909379611e+01,7.016518985133440583e+04
3.549765414374274997e+01,9.414353588397099770e+01,7.598900656076064479e+03,2.772293373467494249e+01,7.028319427599113260e+04
3.553198818759607036e+01,9.411852963240809800e+01,7.598896831594711330e+03,2.772291978188783190e+01,7.040139705481815326e+04
3.556632224872949877e+01,9.409352338084521250e+01,7.598892993809430664e+03,2.772290578056423982e+01,7.051979852357829805e+04
3.560065632720320394e+01,9.406851712928232701e+01,7.598889142673950118e+03,2.772289173053535194e+01,7.063839901859044039e+04
3.563499042307748255e+01,9.404351087771944151e+01,7.598885278141835443e+03,2.772287763163176422e+01,7.075719887672988989e+04
3.566932453641292255e+01,9.401850462615654180e+01,7.598881400166492313e+03,2.772286348368348641e+01,7.087619843542999297e+04
3.570365866727026116e+01,9.399349837459364210e+01,7.598877508701162697e+03,2.772284928651992786e+01,7.099539803268168180e+04
3.573799281571045583e+01,9.396849212303077081e+01,7.598873603698927582e+03,2.772283503996992238e+01,7.111479800703539513e+04
3.577232698179471981e+01,9.394348587146787111e+01,7.598869685112706065e+03,2.772282074386169981e+01,7.123439869760129659e+04
3.580666116558442980e+01,9.391847961990497140e+01,7.598865752895248079e+03,2.772280639802287894e+01,7.135420044405004592e+04
3.584099536714117562e+01,9.389347336834208591e+01,7.598861806999146211e+03,2.772279200228050655e+01,7.147420358661383216e+04
3.587532958652682424e+01,9.386846711677920041e+01,7.598857847376824793e+03,2.772277755646101483e+01,7.159440846608708671e+04
3.590966382380339184e+01,9.384346086521630070e+01,7.598853873980540811e+03,2.772276306039021776e+01,7.171481542382691987e+04
3.594399807903310773e+01,9.381845461365341521e+01,7.598849886762387541e+03,2.772274851389334316e+01,7.183542480175432866e+04
3.597833235227848547e+01,9.379344836209052971e+01,7.598845885674293640e+03,2.772273391679501131e+01,7.195623694235520088e+04
3.601266664360219494e+01,9.376844211052763001e+01,7.598841870668017691e+03,2.772271926891922078e+01,7.207725218868028605e+04
3.604700095306712626e+01,9.374343585896474451e+01,7.598837841695149109e+03,2.772270457008936262e+01,7.219847088434651960e+04
3.608133528073643959e+01,9.371842960740184481e+01,7.598833798707113601e+03,2.772268982012822036e+01,7.231989337353812880e+04
3.611566962667345848e+01,9.369342335583895931e+01,7.598829741655165890e+03,2.772267501885795937e+01,7.244152000100658915e+04
3.615000399094173389e+01,9.366841710427607381e+01,7.598825670490388802e+03,2.772266016610011263e+01,7.256335111207199225e+04
3.618433837360508676e+01,9.364341085271317411e+01,7.598821585163698728e+03,2.772264526167561272e+01,7.268538705262394797e+04
3.621867277472748725e+01,9.361840460115028861e+01,7.598817485625839254e+03,2.772263030540475626e+01,7.280762816912178823e+04
3.625300719437321106e+01,9.359339834958740312e+01,7.598813371827382980e+03,2.772261529710722172e+01,7.293007480859600764e+04
3.628734163260666890e+01,9.356839209802451762e+01,7.598809243718731523e+03,2.772260023660205519e+01,7.305272731864849629e+04
3.632167608949258408e+01,9.354338584646161792e+01,7.598805101250113694e+03,2.772258512370767747e+01,7.317558604745405319e+04
3.635601056509583628e+01,9.351837959489871821e+01,7.598800944371583682e+03,2.772256995824187698e+01,7.329865134376029891e+04
3.639034505948153964e+01,9.349337334333584693e+01,7.598796773033024692e+03,2.772255474002180975e+01,7.342192355688901444e+04
3.642467957271508538e+01,9.346836709177294722e+01,7.598792587184144395e+03,2.772253946886399589e+01,7.354540303673698509e+04
3.645901410486204242e+01,9.344336084021004751e+01,7.598788386774474930e+03,2.772252414458431247e+01,7.366909013377664087e+04
3.649334865598819988e+01,9.341835458864717623e+01,7.598784171753373812e+03,2.772250876699800415e+01,7.379298519905660942e+04
3.652768322615964536e+01,9.339334833708427652e+01,7.598779942070022116e+03,2.772249333591967257e+01,7.391708858420324395e+04
3.656201781544262985e+01,9.336834208552137682e+01,7.598775697673424474e+03,2.772247785116326568e+01,7.404140064142053598e+04
3.659635242390363175e+01,9.334333583395849132e+01,7.598771438512409077e+03,2.772246231254209548e+01,7.416592172349143948e+04
3.663068705160942073e+01,9.331832958239560583e+01,7.598767164535623124e+03,2.772244671986881670e+01,7.429065218377888959e+04
3.666502169862695126e+01,9.329332333083270612e+01,7.598762875691538284e+03,2.772243107295543396e+01,7.441559237622587534e+04
3.669935636502339804e+01,9.326831707926982062e+01,7.598758571928447054e+03,2.772241537161330527e+01,7.454074265535696759e+04
3.673369105086623421e+01,9.324331082770692092e+01,7.598754253194460034e+03,2.772239961565312782e+01,7.466610337627877016e+04
3.676802575622311053e+01,9.321830457614403542e+01,7.598749919437509561e+03,2.772238380488493803e+01,7.479167489468074928e+04
3.680236048116190517e+01,9.319329832458114993e+01,7.598745570605346074e+03,2.772236793911811858e+01,7.491745756683596119e+04
3.683669522575080180e+01,9.316829207301825022e+01,7.598741206645537204e+03,2.772235201816138073e+01,7.504345174960230361e+04
3.687102999005815462e+01,9.314328582145535051e+01,7.598736827505470501e+03,2.772233604182278199e+01,7.516965780042285041e+04
3.690536477415255945e+01,9.311827956989247923e+01,7.598732433132347978e+03,2.772232000990969425e+01,7.529607607732647739e+04
3.693969957810290339e+01,9.309327331832957952e+01,7.598728023473191570e+03,2.772230392222883921e+01,7.542270693892969575e+04
3.697403440197824409e+01,9.306826706676669403e+01,7.598723598474835853e+03,2.772228777858626003e+01,7.554955074443636113e+04
3.700836924584795895e+01,9.304326081520379432e+01,7.598719158083931688e+03,2.772227157878732129e+01,7.567660785363905597e+04
3.704270410978157457e+01,9.301825456364092304e+01,7.598714702246945308e+03,2.772225532263671255e+01,7.580387862691952614e+04
3.707703899384895152e+01,9.299324831207802333e+01,7.598710230910153768e+03,2.772223900993844481e+01,7.593136342525013606e+04
3.711137389812012799e+01,9.296824206051512363e+01,7.598705744019651320e+03,2.772222264049585050e+01,7.605906261019402882e+04
3.714570882266539087e+01,9.294323580895225234e+01,7.598701241521343945e+03,2.772220621411157992e+01,7.618697654390627577e+04
3.718004376755532547e+01,9.291822955738935264e+01,7.598696723360946635e+03,2.772218973058758351e+01,7.631510558913454588e+04
3.721437873286070896e+01,9.289322330582645293e+01,7.598692189483987931e+03,2.772217318972514022e+01,7.644345010922031361e+04
3.724871371865256009e+01,9.286821705426356743e+01,7.598687639835809023e+03,2.772215659132483268e+01,7.657201046809894615e+04
3.728304872500220313e+01,9.284321080270068194e+01,7.598683074361555555e+03,2.772213993518654007e+01,7.670078703030134784e+04
3.731738375198116131e+01,9.281820455113778223e+01,7.598678493006187637e+03,2.772212322110946303e+01,7.682978016095426574e+04
