cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,    y-coordinate,pressure-coefficient
     16597,-1.180905104E+00, 1.350435734E+00, 1.028917551E+00, 1.348580956E+00, 2.108738273E-01
     16598,-1.731955171E+00, 8.274703622E-01, 3.907193840E-01, 8.244070411E-01, 5.703482777E-02
     16599,-1.595953941E+00, 1.089701056E+00, 4.456530809E-01, 1.091605783E+00, 3.366930038E-02
     16600,-1.705410600E+00, 8.545200229E-01, 3.922712803E-01, 8.491426706E-01, 5.023344979E-02
     16601,-1.680758476E+00, 8.423871994E-01, 4.038288593E-01, 8.491426706E-01, 5.023344979E-02
     16602,-1.640637517E+00, 1.037379742E+00, 4.194428921E-01, 1.032969236E+00, 3.895181790E-02
     16603,-1.618303657E+00, 1.028406262E+00, 4.361323416E-01, 1.032969236E+00, 3.895181790E-02
     16604,-1.708894134E+00, 8.871844411E-01, 3.992248476E-01, 8.869747519E-01, 3.748810291E-02
     16605,-1.667229295E+00, 1.008136868E+00, 4.160418212E-01, 1.001029968E+00, 4.429296032E-02
     16606,-1.507772326E+00, 1.293512702E+00, 4.966659546E-01, 1.298079014E+00, 2.020959109E-01
     16607,-1.194714665E+00, 6.540825963E-01, 1.323603868E+00, 6.536436081E-01, 4.556228220E-02
     16608,-1.659428477E+00, 9.726219177E-01, 4.085465372E-01, 9.689939022E-01, 4.252168536E-02
     16609,-1.639891028E+00, 9.667246342E-01, 4.260562956E-01, 9.689939022E-01, 4.252168536E-02
     16610,-1.677534580E+00, 9.107525349E-01, 3.978002369E-01, 9.069904089E-01, 4.054371640E-02
     16611,-1.660646319E+00, 9.046428800E-01, 4.156230390E-01, 9.069904089E-01, 4.054371640E-02
     16612,-1.731473327E+00, 9.098383784E-01, 4.107349813E-01, 9.039652348E-01, 4.652831703E-02
     16613,-1.649903655E+00, 1.070144653E+00, 4.260226190E-01, 1.076938510E+00, 3.823226690E-02
     16614,-1.180657268E+00, 6.369811893E-01, 1.348369598E+00, 6.309399605E-01, 5.991096050E-02
     16615,-1.182856202E+00, 1.298066497E+00, 1.056268573E+00, 1.309303880E+00, 1.971893907E-01
     16616,-1.683142304E+00, 9.433159828E-01, 4.044894278E-01, 9.411203265E-01, 4.527172819E-02
     16617,-1.712458968E+00, 9.453026652E-01, 4.123741686E-01, 9.426103234E-01, 4.534754902E-02
     16618,-1.193517566E+00, 6.964070797E-01, 1.302616000E+00, 7.048550844E-01, 2.489201352E-02
     16619,-1.532983899E+00, 1.235747814E+00, 4.860252440E-01, 1.236694932E+00, 2.127369046E-01
     16620,-1.222992301E+00, 1.446791172E+00, 9.166507125E-01, 1.455970287E+00, 2.163786292E-01
     16621,-1.766187787E+00, 5.905647278E-01, 3.247123063E-01, 5.913956761E-01, 7.565805316E-02
     16622,-1.188731313E+00, 1.238538861E+00, 1.081588626E+00, 1.243247390E+00, 2.003992796E-01
     16623,-1.557258248E+00, 1.176368356E+00, 4.769002497E-01, 1.174352169E+00, 2.196429223E-01
     16624,-1.164615035E+00, 5.902895927E-01, 1.367007732E+00, 5.857958198E-01, 6.362524629E-02
     16625,-1.186555266E+00, 9.117735028E-01, 1.244886518E+00, 9.052192569E-01, 4.178373516E-02
     16626,-1.404074788E+00, 1.450424790E+00, 6.000869870E-01, 1.459552526E+00, 2.097275555E-01
     16627,-1.580568314E+00, 1.115852356E+00, 4.688445032E-01, 1.111219287E+00, 1.329090446E-01
     16628,-1.164099455E+00, 5.604509711E-01, 1.368300915E+00, 5.634168983E-01, 5.422299728E-02
     16629,-1.182836771E+00, 5.442918539E-01, 1.352847695E+00, 5.512975454E-01, 6.141399220E-02
     16630,-1.181359172E+00, 6.044155955E-01, 1.345038772E+00, 6.065157056E-01, 4.287784919E-02
     16631,-1.203660965E+00, 5.598903894E-01, 1.330132961E+00, 5.579285622E-01, 5.689319223E-02
     16632,-1.185611963E+00, 9.738160968E-01, 1.223436475E+00, 9.686281085E-01, 3.850805387E-02
     16633,-1.201667666E+00, 5.901754498E-01, 1.323616982E+00, 5.958356261E-01, 3.953977674E-02
     16634,-1.135005832E+00, 5.461597443E-01, 1.395884514E+00, 5.464866757E-01, 8.198830485E-02
     16635,-1.754109025E+00, 6.087710261E-01, 3.526113927E-01, 6.164258718E-01, 5.412078276E-02
     16636,-1.569820881E+00, 5.489595532E-01, 8.726062775E-01, 5.520021319E-01, 7.203427702E-02
     16637,-1.580469489E+00, 5.678632855E-01, 8.451747894E-01, 5.661799908E-01, 5.362968519E-02
     16638,-1.597381234E+00, 5.489037633E-01, 8.210929036E-01, 5.496594906E-01, 7.749421895E-02
     16639,-1.196181655E+00, 7.531713843E-01, 1.282983184E+00, 7.545557618E-01, 3.273070231E-02
     16640,-1.768364072E+00, 5.607259870E-01, 3.160661757E-01, 5.557196736E-01, 6.427695602E-02
     16641,-1.226219296E+00, 5.455995202E-01, 1.313198566E+00, 5.472104549E-01, 7.601168752E-02
     16642,-1.215352416E+00, 6.394970417E-01, 1.296689272E+00, 6.427044272E-01, 2.945921570E-02
     16643,-1.552163959E+00, 5.677537322E-01, 8.961429596E-01, 5.660977960E-01, 6.024050713E-02
     16644,-1.183385372E+00, 1.035978436E+00, 1.201812625E+00, 1.036311030E+00, 3.421732783E-02
     16645,-1.540638924E+00, 5.487942100E-01, 9.232192039E-01, 5.463804007E-01, 9.675062448E-02
     16646,-1.508462429E+00, 5.500391126E-01, 9.744285941E-01, 5.556912422E-01, 5.334420875E-02
     16647,-1.221603513E+00, 6.081555486E-01, 1.300033212E+00, 6.060333252E-01, 3.170502558E-02
     16648,-1.520891190E+00, 5.688332915E-01, 9.477589726E-01, 5.715978146E-01, 4.970588908E-02
     16649,-1.607274175E+00, 5.677900910E-01, 7.930374146E-01, 5.638242960E-01, 5.720739439E-02
     16650,-1.249230862E+00, 5.620645285E-01, 1.286752343E+00, 5.714650154E-01, 4.282936826E-02
     16651,-1.623654008E+00, 5.488869548E-01, 7.678164840E-01, 5.461897254E-01, 9.454906732E-02
     16652,-1.777688503E+00, 5.461596251E-01, 2.774485350E-01, 5.418605208E-01, 9.718250483E-02
     16653,-1.219958186E+00, 6.923324466E-01, 1.276117206E+00, 6.933208108E-01, 2.382127941E-02
     16654,-1.197557569E+00, 8.135045171E-01, 1.262145877E+00, 8.161993027E-01, 3.992924839E-02
     16655,-1.246608138E+00, 5.943354964E-01, 1.280103087E+00, 5.956682563E-01, 3.367090970E-02
     16656,-1.232046008E+00, 6.606729627E-01, 1.274393797E+00, 6.695762873E-01, 2.431758866E-02
     16657,-1.197012544E+00, 8.760970235E-01, 1.241009116E+00, 8.784618974E-01, 3.973667696E-02
     16658,-1.197278023E+00, 1.172152638E+00, 1.106018543E+00, 1.168986440E+00, 1.962240636E-01
     16659,-1.266760707E+00, 1.446705341E+00, 8.553624749E-01, 1.456339717E+00, 2.125487179E-01
     16660,-1.276018023E+00, 5.464659929E-01, 1.264500260E+00, 5.491592884E-01, 7.721136510E-02
     16661,-1.556514144E+00, 1.715185642E+00, 9.881121516E-01, 1.719754696E+00, 1.615875214E-02
     16662,-1.196088433E+00, 9.384155869E-01, 1.218961239E+00, 9.420777559E-01, 3.728041053E-02
     16663,-1.298238635E+00, 5.651053786E-01, 1.236371636E+00, 5.767789483E-01, 4.136839136E-02
     16664,-1.192385912E+00, 1.137575269E+00, 1.128093958E+00, 1.143053412E+00, 1.870998591E-01
     16665,-1.304467201E+00, 1.449170232E+00, 7.948053479E-01, 1.459576249E+00, 2.193258107E-01
     16666,-1.745881677E+00, 5.954347253E-01, 3.793636858E-01, 5.903396606E-01, 3.767416999E-02
     16667,-1.266597509E+00, 6.146183014E-01, 1.254291177E+00, 6.243845224E-01, 2.129093371E-02
     16668,-1.291440606E+00, 6.009867191E-01, 1.232811928E+00, 6.036899686E-01, 3.159017116E-02
     16669,-1.372212529E+00, 1.450518727E+00, 6.697897911E-01, 1.447984576E+00, 2.093517482E-01
     16670,-1.338931084E+00, 1.451100469E+00, 7.336995006E-01, 1.461406946E+00, 2.200250328E-01
     16671,-1.544443250E+00, 6.093394160E-01, 8.922627568E-01, 6.168425083E-01, 2.782236040E-02
     16672,-1.573203206E+00, 6.078486443E-01, 8.412173390E-01, 6.159706712E-01, 3.568128869E-02
     16673,-1.329593182E+00, 5.486402512E-01, 1.207213402E+00, 5.446839929E-01, 7.663978636E-02
     16674,-1.258286357E+00, 6.496143341E-01, 1.251926064E+00, 6.506315470E-01, 1.973966509E-02
     16675,-1.512908816E+00, 6.100068688E-01, 9.444301128E-01, 6.173430681E-01, 3.080128878E-02
     16676,-1.599984288E+00, 6.075256467E-01, 7.892376781E-01, 6.103171706E-01, 4.011285305E-02
     16677,-1.234019399E+00, 7.153012156E-01, 1.255048394E+00, 7.261531353E-01, 2.066827752E-02
     16678,-1.484745502E+00, 5.705532432E-01, 1.002665997E+00, 5.710768700E-01, 3.543131799E-02
     16679,-1.521788120E+00, 1.713248253E+00, 1.049673676E+00, 1.718426585E+00, 1.437508222E-02
     16680,-1.221355915E+00, 7.467945218E-01, 1.256976008E+00, 7.497731447E-01, 2.486073971E-02
     16681,-1.676125884E+00, 5.489366055E-01, 6.451997757E-01, 5.502257347E-01, 7.231213897E-02
     16682,-1.194453359E+00, 9.998190999E-01, 1.196576953E+00, 1.009191513E+00, 3.230012208E-02
     16683,-1.764817595E+00, 5.445668101E-01, 3.377852738E-01, 5.436003208E-01, 6.313642114E-02
     16684,-1.633881927E+00, 5.671003461E-01, 7.368972898E-01, 5.788287520E-01, 4.421864450E-02
     16685,-1.554834008E+00, 6.305305958E-01, 8.647688031E-01, 6.329820752E-01, 3.029525839E-02
     16686,-1.524935722E+00, 6.315534711E-01, 9.160101414E-01, 6.335030198E-01, 2.012992837E-02
     16687,-1.582825184E+00, 6.286246777E-01, 8.133356571E-01, 6.261413693E-01, 3.238856420E-02
     16688,-1.727823853E+00, 6.748200059E-01, 3.811183870E-01, 6.781053543E-01, 2.741131000E-02
     16689,-1.754413962E+00, 5.610693097E-01, 3.731837571E-01, 5.645655990E-01, 4.677575082E-02
     16690,-1.650903106E+00, 5.482141972E-01, 7.075130343E-01, 5.495398641E-01, 7.834045589E-02
     16691,-1.236340404E+00, 7.711262107E-01, 1.233867645E+00, 7.744832635E-01, 2.027032524E-02
     16692,-1.222760201E+00, 8.046028018E-01, 1.235563278E+00, 8.126408458E-01, 2.736262605E-02
     16693,-1.188803673E+00, 1.065235019E+00, 1.175102830E+00, 1.071003437E+00, 2.768154070E-02
     16694,-1.238127708E+00, 8.294560313E-01, 1.211034298E+00, 8.312807679E-01, 2.641245164E-02
     16695,-1.223034978E+00, 8.658011556E-01, 1.212709546E+00, 8.707399964E-01, 3.531600907E-02
     16696,-1.603203177E+00, 1.054704189E+00, 4.603211880E-01, 1.065358043E+00, 3.098101728E-02
     16697,-1.660668969E+00, 5.671496987E-01, 6.743472219E-01, 5.638855100E-01, 5.403536931E-02
     16698,-1.625357985E+00, 9.932660460E-01, 4.502409995E-01, 9.924864173E-01, 3.383933008E-02
     16699,-1.667353630E+00, 8.689419627E-01, 4.286051989E-01, 8.732929230E-01, 4.589530453E-02
     16700,-1.733502507E+00, 6.141710877E-01, 4.152267873E-01, 6.150927544E-01, 2.805313468E-02
     16701,-1.646716595E+00, 9.313090444E-01, 4.398219585E-01, 9.321150780E-01, 3.811038658E-02
     16702,-1.237953305E+00, 8.918620944E-01, 1.187339425E+00, 8.964992166E-01, 2.757309750E-02
     16703,-1.221464038E+00, 9.287999272E-01, 1.189713836E+00, 9.242026806E-01, 2.962766215E-02
     16704,-1.473536372E+00, 1.336722016E+00, 5.460740924E-01, 1.340860486E+00, 1.906713843E-01
     16705,-1.687453628E+00, 8.063569069E-01, 4.155922234E-01, 8.085718751E-01, 4.771326855E-02
     16706,-1.707545161E+00, 7.409823537E-01, 4.009157121E-01, 7.436500788E-01, 4.285856709E-02
     16707,-1.499176502E+00, 1.281564355E+00, 5.349556804E-01, 1.275989890E+00, 1.868480295E-01
     16708,-1.684274077E+00, 5.677264333E-01, 6.126359105E-01, 5.802405477E-01, 4.124544188E-02
     16709,-1.490626216E+00, 6.323769689E-01, 9.704539180E-01, 6.358394623E-01, 2.643671818E-02
     16710,-1.626842141E+00, 1.711056709E+00, 8.697145581E-01, 1.712683678E+00, 2.688690089E-02
     16711,-1.474891663E+00, 6.117175817E-01, 1.002020240E+00, 6.170811057E-01, 2.791905776E-02
     16712,-1.603643060E+00, 1.711051583E+00, 9.099200368E-01, 1.719736457E+00, 2.347816154E-02
     16713,-1.274357319E+00, 6.717165112E-01, 1.228482127E+00, 6.827273369E-01, 1.594689116E-02
     16714,-1.461659312E+00, 5.505142808E-01, 1.042378426E+00, 5.529798269E-01, 7.572849840E-02
     16715,-1.609657884E+00, 6.280382276E-01, 7.590643764E-01, 6.245321631E-01, 2.220163122E-02
     16716,-1.523954034E+00, 1.225616217E+00, 5.244755149E-01, 1.234028816E+00, 1.955011189E-01
     16717,-1.652664781E+00, 6.067534089E-01, 6.722887158E-01, 6.102333069E-01, 3.553983942E-02
     16718,-1.482723355E+00, 1.302117109E+00, 5.581960082E-01, 1.314906716E+00, 1.844745725E-01
     16719,-1.506704807E+00, 1.247872949E+00, 5.496962667E-01, 1.250721335E+00, 1.863782555E-01
     16720,-1.262178183E+00, 7.057440281E-01, 1.229881167E+00, 7.082479000E-01, 1.612863317E-02
     16721,-1.670228481E+00, 1.714875579E+00, 7.912209630E-01, 1.726128101E+00, 4.470425192E-03
     16722,-1.627175689E+00, 6.065161824E-01, 7.319450378E-01, 6.083906293E-01, 3.249631077E-02
     16723,-1.724008918E+00, 6.539599299E-01, 4.177989960E-01, 6.624603271E-01, 2.374246158E-02
     16724,-1.235407472E+00, 9.545953870E-01, 1.164604306E+00, 9.599725008E-01, 2.797980979E-02
     16725,-1.265491486E+00, 7.577072978E-01, 1.208632350E+00, 7.644190788E-01, 1.766233332E-02
     16726,-1.206830502E+00, 1.333009124E+00, 1.008735299E+00, 1.335510969E+00, 2.077540308E-01
     16727,-1.706560493E+00, 1.710319400E+00, 7.317897677E-01, 1.717455983E+00, 7.132664323E-03
     16728,-1.218873382E+00, 9.902140498E-01, 1.166992545E+00, 9.977531433E-01, 2.990158089E-02
     16729,-1.530244708E+00, 1.191176057E+00, 5.424564481E-01, 1.188606620E+00, 2.000304461E-01
     16730,-1.547392368E+00, 1.166850448E+00, 5.178263187E-01, 1.170362353E+00, 2.072439641E-01
     16731,-1.310042262E+00, 6.279659271E-01, 1.204531193E+00, 6.397901177E-01, 1.738899201E-02
     16732,-1.208030105E+00, 1.299752235E+00, 1.026329637E+00, 1.297026634E+00, 1.985722482E-01
     16733,-1.441603065E+00, 1.393614173E+00, 5.683255196E-01, 1.401521444E+00, 1.978343129E-01
     16734,-1.487028718E+00, 1.710319400E+00, 1.112029791E+00, 1.721805930E+00, 1.414579526E-02
     16735,-1.660589218E+00, 6.286928058E-01, 6.395376325E-01, 6.259652972E-01, 2.908260748E-02
     16736,-1.676741600E+00, 6.078788638E-01, 6.090322137E-01, 6.103548408E-01, 3.107812628E-02
     16737,-1.214438319E+00, 1.385605812E+00, 9.674412608E-01, 1.391335249E+00, 2.132644057E-01
     16738,-1.749166369E+00, 5.465032458E-01, 4.087557793E-01, 5.469302535E-01, 6.505936384E-02
     16739,-1.636192799E+00, 6.272337437E-01, 7.005021572E-01, 6.255935431E-01, 2.840901539E-02
     16740,-1.734820366E+00, 5.798056722E-01, 4.397621155E-01, 5.786389709E-01, 2.548668347E-02
     16741,-1.270093560E+00, 8.151338696E-01, 1.182784438E+00, 8.205391765E-01, 2.050334215E-02
     16742,-1.699243665E+00, 5.487907529E-01, 5.815545321E-01, 5.489646196E-01, 8.324856311E-02
     16743,-1.278665900E+00, 7.238184810E-01, 1.206573486E+00, 7.218037248E-01, 1.562038716E-02
     16744,-1.570689559E+00, 1.106941700E+00, 5.100426078E-01, 1.108237147E+00, 1.508430392E-01
     16745,-1.218319416E+00, 1.231654763E+00, 1.051778674E+00, 1.225435495E+00, 1.908553392E-01
     16746,-1.463631988E+00, 1.705814719E+00, 1.144662738E+00, 1.710901141E+00, 8.123195730E-03
     16747,-1.553303361E+00, 1.132272720E+00, 5.360495448E-01, 1.144429088E+00, 2.024478167E-01
     16748,-1.659309030E+00, 8.586338162E-01, 4.686994851E-01, 8.553370237E-01, 3.223596513E-02
     16749,-1.616507173E+00, 9.833340645E-01, 4.909563959E-01, 9.850375056E-01, 2.974065207E-02
     16750,-1.638139606E+00, 9.216394424E-01, 4.802282155E-01, 9.248628616E-01, 3.400246054E-02
     16751,-1.709547162E+00, 6.803717017E-01, 4.508030415E-01, 6.837118864E-01, 2.406269312E-02
     16752,-1.270369411E+00, 8.787898421E-01, 1.157797694E+00, 8.889132738E-01, 1.667042822E-02
     16753,-1.544540524E+00, 6.809991002E-01, 8.601757884E-01, 6.839556098E-01, 2.287026681E-02
     16754,-1.680201530E+00, 7.954533100E-01, 4.544361532E-01, 8.003942370E-01, 3.417849168E-02
     16755,-1.515575886E+00, 6.749183536E-01, 9.130554795E-01, 6.796631813E-01, 2.027670853E-02
     16756,-1.701174140E+00, 7.270758748E-01, 4.401964247E-01, 7.357656956E-01, 2.439176105E-02
     16757,-1.665461898E+00, 8.211753964E-01, 4.827671051E-01, 8.272432089E-01, 2.706511691E-02
     16758,-1.644024730E+00, 8.846650720E-01, 4.961235523E-01, 8.904003501E-01, 2.864135616E-02
     16759,-1.593890071E+00, 1.044748902E+00, 5.016732216E-01, 1.047865391E+00, 2.925186604E-02
     16760,-1.575569510E+00, 6.714336276E-01, 8.068434596E-01, 6.754955649E-01, 2.430545166E-02
     16761,-1.347898841E+00, 5.733359456E-01, 1.179367304E+00, 5.749384761E-01, 4.288331047E-02
     16762,-1.283877254E+00, 7.768617272E-01, 1.182078004E+00, 7.787849307E-01, 1.733018272E-02
     16763,-1.301270127E+00, 6.636998057E-01, 1.202566624E+00, 6.665905118E-01, 1.668871194E-02
     16764,-1.622463107E+00, 9.471230507E-01, 5.071778893E-01, 9.578791857E-01, 2.736931667E-02
     16765,-1.267585754E+00, 9.449979663E-01, 1.133444190E+00, 9.385693669E-01, 1.716741174E-02
     16766,-1.686651826E+00, 7.552271485E-01, 4.683761597E-01, 7.568792105E-01, 2.215745300E-02
     16767,-1.702067018E+00, 6.640806794E-01, 4.915387630E-01, 6.700392365E-01, 2.398208901E-02
     16768,-1.211559296E+00, 1.057551026E+00, 1.145106196E+00, 1.065240502E+00, 2.836047672E-02
     16769,-1.230561137E+00, 1.018689513E+00, 1.142231345E+00, 1.019109726E+00, 2.817240916E-02
     16770,-1.708514094E+00, 6.226438284E-01, 5.019350648E-01, 6.238695979E-01, 2.686209418E-02
     16771,-1.227031708E+00, 1.267826438E+00, 1.021637797E+00, 1.273082256E+00, 1.889546514E-01
     16772,-1.724420428E+00, 5.826435089E-01, 4.766721725E-01, 5.807673335E-01, 2.642736956E-02
     16773,-1.576762199E+00, 1.070835114E+00, 5.282031894E-01, 1.081157207E+00, 5.494359881E-02
     16774,-1.706501365E+00, 5.681309700E-01, 5.474083424E-01, 5.675833225E-01, 4.567581788E-02
     16775,-1.684720635E+00, 6.289434433E-01, 5.726187229E-01, 6.417592168E-01, 1.960044168E-02
     16776,-1.699510694E+00, 6.081311107E-01, 5.420762897E-01, 6.129850745E-01, 3.528505191E-02
     16777,-1.454672933E+00, 1.356417298E+00, 5.743297935E-01, 1.355631828E+00, 1.869342327E-01
     16778,-1.600139618E+00, 1.008519053E+00, 5.181997418E-01, 1.020692945E+00, 2.705199271E-02
     16779,-1.419636726E+00, 1.413452625E+00, 6.012375355E-01, 1.416400313E+00, 2.007134557E-01
     16780,-1.232892156E+00, 1.405052066E+00, 9.310975075E-01, 1.405919909E+00, 2.116444707E-01
     16781,-1.480090141E+00, 6.789945960E-01, 9.676656723E-01, 6.708026528E-01, 2.290458977E-02
     16782,-1.601189017E+00, 6.733390689E-01, 7.535774112E-01, 6.769246459E-01, 1.783279330E-02
     16783,-1.495207191E+00, 1.238228202E+00, 5.896492600E-01, 1.249466777E+00, 1.777115315E-01
     16784,-1.287416935E+00, 8.384068012E-01, 1.154917955E+00, 8.413543105E-01, 1.588723995E-02
     16785,-1.722636580E+00, 5.493413210E-01, 5.069760680E-01, 5.557907224E-01, 3.791654110E-02
     16786,-1.286058307E+00, 9.061303139E-01, 1.129011750E+00, 9.094186425E-01, 1.393854339E-02
     16787,-1.469103336E+00, 1.295770884E+00, 5.989798903E-01, 1.292623758E+00, 1.753861904E-01
     16788,-1.402868867E+00, 5.509698987E-01, 1.120156407E+00, 5.588328838E-01, 5.211772770E-02
     16789,-1.524789810E+00, 7.031728625E-01, 8.847150803E-01, 7.005859017E-01, 1.941297203E-02
     16790,-1.262198091E+00, 1.011110902E+00, 1.110352159E+00, 1.007724762E+00, 1.714401320E-02
     16791,-1.517836213E+00, 1.179406047E+00, 5.872538686E-01, 1.178462029E+00, 1.864592731E-01
     16792,-1.218061924E+00, 1.092117906E+00, 1.122238159E+00, 1.093920708E+00, 9.350743145E-02
     16793,-1.305016875E+00, 6.973538399E-01, 1.187316060E+00, 6.918311119E-01, 1.802074909E-02
     16794,-1.450492859E+00, 6.315822601E-01, 1.029745698E+00, 6.319795847E-01, 2.242641523E-02
     16795,-1.224625826E+00, 1.346232772E+00, 9.789052606E-01, 1.361805439E+00, 2.080450803E-01
     16796,-1.282688618E+00, 9.730380177E-01, 1.103953004E+00, 9.791700840E-01, 1.393027231E-02
     16797,-1.555653930E+00, 7.011261582E-01, 8.301321864E-01, 6.990508437E-01, 1.965869218E-02
     16798,-1.493012905E+00, 6.999893188E-01, 9.386871457E-01, 6.984664202E-01, 1.676421613E-02
     16799,-1.235747814E+00, 1.195479870E+00, 1.050706148E+00, 1.198304296E+00, 1.894911081E-01
     16800,-1.628169179E+00, 6.699419022E-01, 6.954214573E-01, 6.748771667E-01, 2.114190534E-02
     16801,-1.584259629E+00, 6.956353784E-01, 7.772584558E-01, 6.936469078E-01, 1.517898124E-02
     16802,-1.433439732E+00, 5.714838505E-01, 1.074358940E+00, 5.687069297E-01, 5.847834051E-02
     16803,-1.227066159E+00, 1.163325191E+00, 1.077511668E+00, 1.161617875E+00, 2.035685182E-01
     16804,-1.335145831E+00, 6.167802811E-01, 1.180244803E+00, 6.314008832E-01, 2.030434087E-02
     16805,-1.651811004E+00, 6.744189262E-01, 6.342144012E-01, 6.780455112E-01, 2.335077710E-02
     16806,-1.541550159E+00, 1.122676969E+00, 5.781550407E-01, 1.135915399E+00, 1.833001822E-01
     16807,-1.280748248E+00, 1.403228164E+00, 8.655185103E-01, 1.409970403E+00, 2.028297484E-01
     16808,-1.500048041E+00, 1.204201341E+00, 6.092258096E-01, 1.197058678E+00, 1.843776405E-01
     16809,-1.655318141E+00, 8.071880937E-01, 5.279988050E-01, 8.098779917E-01, 1.704546250E-02
     16810,-1.474058747E+00, 1.265573382E+00, 6.156924367E-01, 1.269975662E+00, 1.759221703E-01
     16811,-1.678362370E+00, 7.387170196E-01, 5.109843016E-01, 7.410703301E-01, 2.032294311E-02
     16812,-1.319069266E+00, 1.405223846E+00, 8.044075966E-01, 1.411983967E+00, 2.069661915E-01
     16813,-1.379561782E+00, 5.756657720E-01, 1.141129971E+00, 5.773547888E-01, 3.773014247E-02
     16814,-1.685404658E+00, 6.942747235E-01, 5.235403180E-01, 6.926847100E-01, 1.912588254E-02
     16815,-1.610683322E+00, 6.945250630E-01, 7.213773727E-01, 6.933145523E-01, 1.574840397E-02
     16816,-1.677061558E+00, 6.736500859E-01, 5.644791722E-01, 6.752891541E-01, 1.694636419E-02
     16817,-1.308203101E+00, 1.380343080E+00, 8.400893211E-01, 1.381266594E+00, 1.975385547E-01
     16818,-1.635863185E+00, 6.951877475E-01, 6.618848443E-01, 6.936221123E-01, 1.864152774E-02
     16819,-1.387869954E+00, 1.409762979E+00, 6.747168899E-01, 1.417417765E+00, 2.034533322E-01
     16820,-1.432127118E+00, 6.113874912E-01, 1.062371850E+00, 6.179450154E-01, 3.438613936E-02
     16821,-1.450753093E+00, 1.331311345E+00, 6.090692878E-01, 1.338224411E+00, 1.777944565E-01
     16822,-1.634066939E+00, 8.717082143E-01, 5.391975045E-01, 8.733781576E-01, 1.469905674E-02
     16823,-1.353374481E+00, 1.408987641E+00, 7.422308922E-01, 1.414442778E+00, 2.100479007E-01
     16824,-1.523230910E+00, 1.145484567E+00, 6.047291756E-01, 1.153021097E+00, 1.833135784E-01
     16825,-1.610629201E+00, 9.346621037E-01, 5.541799664E-01, 9.390458465E-01, 1.683361270E-02
     16826,-1.344157577E+00, 1.384344697E+00, 7.781422138E-01, 1.396324635E+00, 2.056809515E-01
     16827,-1.454293847E+00, 7.022490501E-01, 9.965934157E-01, 7.018741369E-01, 1.991548762E-02
     16828,-1.378816247E+00, 1.386833787E+00, 7.127165794E-01, 1.397827506E+00, 2.034225911E-01
     16829,-1.255084991E+00, 1.269126177E+00, 9.860131741E-01, 1.274057031E+00, 1.798103005E-01
     16830,-1.563717484E+00, 1.059521079E+00, 5.755729079E-01, 1.064329624E+00, 8.613827825E-02
     16831,-1.587983131E+00, 9.955596924E-01, 5.655485988E-01, 9.990702868E-01, 1.485918462E-02
     16832,-1.440430999E+00, 6.754961014E-01, 1.027106881E+00, 6.818094254E-01, 2.070008218E-02
     16833,-1.315228581E+00, 7.537002563E-01, 1.155735970E+00, 7.572128773E-01, 1.730432734E-02
     16834,-1.264480472E+00, 1.381604314E+00, 9.035122991E-01, 1.393752456E+00, 2.007550001E-01
     16835,-1.660304189E+00, 6.983116269E-01, 5.955695510E-01, 6.937853694E-01, 2.024423331E-02
     16836,-1.560302377E+00, 1.744592190E+00, 9.576132894E-01, 1.754210830E+00, 1.144535653E-02
     16837,-1.661768317E+00, 7.649557590E-01, 5.422760844E-01, 7.782037258E-01, 1.683047228E-02
     16838,-1.411913753E+00, 1.390982985E+00, 6.408463120E-01, 1.399548054E+00, 1.934449673E-01
     16839,-1.323193908E+00, 7.080812454E-01, 1.163032889E+00, 6.998766065E-01, 1.945521124E-02
     16840,-1.639207721E+00, 8.316895962E-01, 5.570051074E-01, 8.433642387E-01, 1.353046857E-02
     16841,-1.274929643E+00, 1.046833515E+00, 1.078909755E+00, 1.059957266E+00, 3.564548492E-02
     16842,-1.545891762E+00, 1.086032033E+00, 5.995177627E-01, 1.084212780E+00, 1.733437181E-01
     16843,-1.249795437E+00, 1.088978887E+00, 1.087920785E+00, 1.091566443E+00, 9.086415917E-02
     16844,-1.318359733E+00, 9.631269574E-01, 1.065549254E+00, 9.776887894E-01, 8.662596345E-03
     16845,-1.429959893E+00, 1.346038461E+00, 6.426737905E-01, 1.349269867E+00, 1.805289686E-01
     16846,-1.267470956E+00, 1.183899879E+00, 1.018437982E+00, 1.189619303E+00, 1.679090410E-01
     16847,-1.253878474E+00, 1.314275622E+00, 9.608750939E-01, 1.320202589E+00, 1.897898316E-01
     16848,-1.324776769E+00, 8.176507950E-01, 1.119834781E+00, 8.287626505E-01, 1.344078314E-02
     16849,-1.527378559E+00, 1.735625267E+00, 1.021761894E+00, 1.735209346E+00, 8.550626226E-03
     16850,-1.616347909E+00, 8.962215781E-01, 5.703042150E-01, 8.917632103E-01, 1.319254562E-02
     16851,-1.592516541E+00, 9.579138160E-01, 5.853073001E-01, 9.708358645E-01, 1.275928412E-02
     16852,-1.355203032E+00, 6.401603222E-01, 1.149380803E+00, 6.398088336E-01, 2.875866182E-02
     16853,-1.652053237E+00, 7.451751232E-01, 5.859223604E-01, 7.510316372E-01, 1.787853613E-02
     16854,-1.278096080E+00, 1.221374631E+00, 9.838860035E-01, 1.228129745E+00, 1.572676301E-01
