x,y,z,r,static_pressure_Pa,Cp_corrected
1.353978633999999959e+00,1.151919364999999917e+00,-9.182872772000000294e-01,1.636004176277033650e+00,1.268262298450000117e+03,1.952501613846904516e-01
1.465384959999999959e+00,1.105032086000000024e+00,-7.612860203000000325e-01,1.651335667179272715e+00,1.063179099850000057e+03,1.544371784495368605e-01
1.534434199000000110e+00,9.399545789000000040e-01,-7.355365753000000506e-01,1.701617572977202286e+00,1.955686443025000187e+02,-1.822333668941979179e-02
1.501959920000000004e+00,1.017793058999999944e+00,-7.499206661999999746e-01,1.678768777074513663e+00,1.849988696762499956e+02,-2.032679535592394129e-02
1.428719400999999944e+00,1.141949534000000099e+00,-8.032520413000000525e-01,1.639040258397094885e+00,1.216077104287500106e+03,1.848649447830327253e-01
1.489081383000000036e+00,8.450694083999999995e-01,-8.761020303000000009e-01,1.727691561793648134e+00,2.122705966937500079e+02,-1.489953199658703049e-02
1.528913498000000093e+00,8.472482561999999939e-01,-8.032272458000000448e-01,1.727064125260567851e+00,2.067722091837499931e+02,-1.599374935397367484e-02
1.508073806999999933e+00,9.649866222999999854e-01,-7.723538279999999645e-01,1.694348560062458597e+00,1.876967632487500168e+02,-1.978989577035592320e-02
1.393332481000000067e+00,1.114301205000000072e+00,-8.801597952999999919e-01,1.648046318485058004e+00,1.209158141975000035e+03,1.834880231594344657e-01
1.470617770999999907e+00,1.049125075000000074e+00,-7.893824577000000398e-01,1.669083968200971047e+00,1.814298534300000085e+02,-2.103705441248171493e-02
1.488690494999999947e+00,9.376612305999999508e-01,-8.256741166000000076e-01,1.702332851332704289e+00,2.020978217825000343e+02,-1.692398495855679599e-02
1.437713980999999919e+00,9.286575316999999830e-01,-9.161348939000000247e-01,1.704794601992871250e+00,1.888875194762499916e+02,-1.955292699902486803e-02
1.404137135000000036e+00,1.050268530999999950e+00,-9.009971619000000098e-01,1.668351575549309462e+00,1.780787486975000036e+02,-2.170394756216479856e-02
1.456715583999999897e+00,9.633522629999999864e-01,-8.660444617000000456e-01,1.694713339272958974e+00,1.830451427174999992e+02,-2.071560060945880355e-02
1.500729202999999901e+00,8.803796172000000197e-01,-8.366954327000000191e-01,1.718210519068619435e+00,2.071902000700000031e+02,-1.591056626036079988e-02
1.444756866000000084e+00,1.022009729999999950e+00,-8.521859050000000213e-01,1.677361981962990356e+00,1.775668304462500373e+02,-2.180582285470501758e-02
3.700252995000000156e-02,4.338886738000000243e+00,-1.662589908000000061e-01,1.703268600207704653e-01,4.231874427637500276e+02,2.707438735982449149e-02
2.675558207999999792e-03,4.349319934999999582e+00,-1.304724215999999992e-01,1.304998521450984050e-01,4.225415214562500523e+02,2.694584452705998945e-02
-4.262758790999999770e-01,4.132971287000000160e+00,-2.876752913000000245e-01,5.142647161987857762e-01,1.562177156662500295e+02,-2.605444518527547104e-02
-5.648720637000000100e-02,4.343628883000000052e+00,-1.439102143000000056e-01,1.545993346148646641e-01,4.115350639137500366e+02,2.475548292296442243e-02
1.556514144000000099e+00,1.715185642000000010e+00,-9.881121515999999882e-01,1.843665345069878558e+00,2.856568183875000386e+02,-2.951634568503065876e-04
-7.719743251999999778e-02,4.350049495999999571e+00,-1.010377630999999971e-01,1.271537382853200893e-01,4.068032546987500382e+02,2.381381997805949793e-02
-4.378173350999999824e-01,4.157824993000000191e+00,-2.106394768000000028e-01,4.858528667206188367e-01,1.988056156012499969e+02,-1.757915688688444986e-02
6.924814730999999390e-02,4.196060658000000387e+00,-4.361907244000000072e-01,4.416533187449905307e-01,5.264861621949999915e+01,-4.666541632862018785e-02
1.729124971000000136e-02,4.319969176999999938e+00,-2.279220222999999990e-01,2.285769795186192166e-01,4.151385856537500558e+02,2.547260881277427572e-02
-1.304148416999999921e-02,4.183568954000000062e+00,-4.552702009999999855e-01,4.554569532106593766e-01,4.932920847225000216e+01,-4.732600155777669931e-02
-7.103842496999999978e-02,4.218388080999999623e+00,-4.035712481000000018e-01,4.097758046971661794e-01,4.912963380587500239e+01,-4.736571830448561837e-02
1.521788120000000077e+00,1.713248252999999943e+00,-1.049673676000000055e+00,1.848689781510269414e+00,1.889901386450000302e+02,-1.953250507069721753e-02
-3.174344077999999986e-02,4.135095118999999819e+00,-5.106797814000000324e-01,5.116654035239290854e-01,5.503570356375000472e+01,-4.619036934422233315e-02
-3.036226331999999917e-01,4.228133677999999840e+00,-2.598926723000000161e-01,3.996634890836751608e-01,3.235142830062500252e+02,7.238735312042915426e-03
-3.845382630999999996e-01,4.212936877999999830e+00,-1.640729457000000002e-01,4.180784702644229078e-01,3.379305381549999652e+02,1.010767035592393705e-02
-3.670112416000000100e-02,4.262618064999999845e+00,-3.418797552999999767e-01,3.438440629102029189e-01,3.581533187837500236e+02,1.413214435641151762e-02
-3.293171227000000201e-01,4.238646983999999840e+00,-1.948139667999999880e-01,3.826254682633637438e-01,3.326581932187500570e+02,9.058437042905915712e-03
-4.994290172999999999e-01,4.120421885999999922e+00,-1.676459460999999984e-01,5.268154388066164096e-01,2.485462680575000149e+02,-7.680421087274496433e-03
-7.388236373999999829e-02,4.330043792999999752e+00,-1.870301812999999869e-01,2.010942375825834627e-01,4.081647811937500023e+02,2.408477322038031151e-02
5.138832926999999939e-01,4.093345642000000062e+00,-2.093587517999999925e-01,5.548937965696209007e-01,1.009886104500000101e+02,-3.704542125792296969e-02
-2.810382842999999964e-01,4.277754307000000367e+00,-1.508934497999999957e-01,3.189848749311364196e-01,3.628200050387500255e+02,1.506084737932716910e-02
-3.443087264999999952e-02,4.316816807000000367e+00,-2.352554202000000094e-01,2.377616405665957944e-01,4.077138175950000232e+02,2.399502832764506544e-02
-4.624329507000000117e-01,4.081514358999999814e+00,-3.279188871000000005e-01,5.668994888073292104e-01,1.147380279675000025e+02,-3.430919154071185306e-02
2.096453122999999974e-02,4.101603030999999788e+00,-5.476989746000000547e-01,5.481000623495541069e-01,7.197344634374999828e+01,-4.281964072403705857e-02
-1.537067145000000079e-01,4.199490070000000408e+00,-4.072372615000000029e-01,4.352791532297450861e-01,6.005283241037501085e+01,-4.519192580814237331e-02
3.701249658999999914e-01,4.101201534000000315e+00,-4.043802917000000052e-01,5.481933150795011978e-01,1.148040949125000196e+02,-3.429604375914187958e-02
-6.847005337000000580e-02,4.289625645000000098e+00,-2.882480323000000122e-01,2.962685881650508057e-01,3.971961563062500886e+02,2.190194057776696790e-02
-2.054654509000000129e-01,4.220822810999999675e+00,-3.523485660999999824e-01,4.078793492520385033e-01,8.633661158500001420e+01,-3.996127094100439259e-02
-3.692982196999999855e-01,4.156602383000000067e+00,-3.222493230999999847e-01,4.901283518752997392e-01,1.289062400937500001e+02,-3.148961878352023874e-02
8.685559779000000258e-02,4.234400272000000243e+00,-3.799906075000000216e-01,3.897906574761346721e-01,1.602576865925000220e+02,-2.525046287176986592e-02
5.885645746999999817e-02,4.296298026999999742e+00,-2.764135003000000035e-01,2.826101656593690836e-01,3.823520782375000522e+02,1.894786579717212815e-02
8.848583697999999609e-02,4.336697101999999582e+00,-1.561909914000000066e-01,1.795142588781348247e-01,4.131761108475000128e+02,2.508206267674306308e-02
2.124920933999999983e-01,4.292505263999999876e+00,-2.016865015000000039e-01,2.929681461265436493e-01,3.658976829725000357e+02,1.567332669429548006e-02
8.442968130000000349e-02,4.099305629999999923e+00,-5.440176128999999472e-01,5.505302300780891001e-01,7.087364550875000191e+01,-4.303850873963920715e-02
4.624375403000000051e-01,4.122604846999999850e+00,-2.520885467999999796e-01,5.266850236208069358e-01,1.009556003750000031e+02,-3.705199049244271153e-02
1.139461174999999993e-01,4.296000003999999706e+00,-2.603060006999999842e-01,2.841530075395159449e-01,3.892130203237500155e+02,2.031324099219893736e-02
-3.196480572000000020e-01,4.196166514999999819e+00,-3.061196803999999827e-01,4.425880016447944487e-01,1.536741247475000023e+02,-2.656063746952706112e-02
3.890326991999999706e-02,4.266138554000000305e+00,-3.373786210999999979e-01,3.396141904953409729e-01,3.627630317587500031e+02,1.504950930034130302e-02
2.210426182000000128e-01,4.265945911000000201e+00,-2.573052645000000194e-01,3.392135583966625068e-01,3.409754303112500793e+02,1.071362507313507705e-02
2.082077264999999955e-01,4.195075511999999840e+00,-3.915669620000000184e-01,4.434807133396087564e-01,9.041455536750000022e+01,-3.914973176499269431e-02
4.509111941000000234e-01,4.096921920999999855e+00,-3.181276022999999786e-01,5.518388137036347452e-01,1.086658982937500042e+02,-3.551758757922965359e-02
-1.934150457000000101e-01,4.143173218000000269e+00,-4.641074239999999906e-01,5.027972562723954653e-01,7.265316289000000438e+01,-4.268437240370551861e-02
3.296760022999999928e-01,4.248416424000000191e+00,-1.656206547999999890e-01,3.689396533159459146e-01,3.563948860412500039e+02,1.378220401023891491e-02
-9.652005881000000342e-02,4.108430861999999628e+00,-5.326960087000000010e-01,5.413697067971169341e-01,6.726459093375001430e+01,-4.375673570209654556e-02
1.626842141000000019e+00,1.711056708999999953e+00,-8.697146772999999609e-01,1.844727343442522649e+00,2.282377098050000370e+02,-1.172196543149682350e-02
3.112789391999999933e-01,4.127887725999999979e+00,-4.180373847000000143e-01,5.212003770108892819e-01,1.124185449800000072e+02,-3.477078478790834176e-02
1.593118906000000057e-01,4.233232021000000067e+00,-3.576056062999999896e-01,3.914869705925561605e-01,1.620072032950000391e+02,-2.490229687957093430e-02
3.927146494000000043e-01,4.127952098999999819e+00,-3.425931931000000263e-01,5.211476679520103961e-01,1.064717920350000071e+02,-3.595422998537298881e-02
4.171368181999999813e-01,4.172575474000000284e+00,-2.216179818000000024e-01,4.723533158083310646e-01,2.713619491625000251e+02,-3.139941857630417030e-03
1.603643060000000009e+00,1.711051582999999932e+00,-9.099200367999999983e-01,1.843807348194565821e+00,2.289729228937500238e+02,-1.157565291321306124e-02
-5.424370170000000213e-01,4.069923400999999608e+00,-1.994616388999999879e-01,5.779471107329218205e-01,9.936835844250001060e+01,-3.736786267674305217e-02
8.841819129999999374e-03,4.358167170999999840e+00,-6.988877803000000111e-02,7.044585906960212918e-02,4.235435257025000055e+02,2.714525034129693787e-02
2.735503315999999741e-01,4.180199145999999644e+00,-3.725916147000000178e-01,4.622275362451086500e-01,9.553485011875001476e+01,-3.813075749634325246e-02
1.217288896000000009e-01,4.166098117999999850e+00,-4.636147319999999739e-01,4.793292629192179577e-01,5.835291500237500628e+01,-4.553022119575817622e-02
-3.839031755999999795e-01,4.088614941000000336e+00,-4.099474250999999847e-01,5.616391542457528363e-01,1.180363931425000033e+02,-3.365279392979034917e-02
4.229097365999999747e-01,4.188917637000000305e+00,-1.604459434999999934e-01,4.523223917701693630e-01,3.512185058900000740e+02,1.275206835689909370e-02
-1.867500544000000040e-01,4.260245799999999861e+00,-2.936235964000000198e-01,3.479804580450934770e-01,3.588478019700000345e+02,1.427035134080937434e-02
-1.756312399999999940e-01,4.314560412999999706e+00,-1.653264909999999921e-01,2.412036091983506547e-01,3.865303047462500103e+02,1.977936193320332589e-02
-3.569717109000000166e-01,4.127758502999999912e+00,-3.815667926999999904e-01,5.225150903794434365e-01,1.137356031175000197e+02,-3.450868105802047670e-02
-2.393361777000000135e-01,4.261829853000000057e+00,-2.527972459999999755e-01,3.481210328911921725e-01,3.446180931287500471e+02,1.143854030960508514e-02
-3.702096641000000160e-02,4.359380722000000041e+00,-5.315065383999999921e-02,6.477301874661899050e-02,4.264969764475000602e+02,2.773300758166749938e-02
5.118151306999999539e-01,4.117933273000000227e+00,-1.443718076000000128e-01,5.317875015860653587e-01,1.458176925362500072e+02,-2.812412212335446346e-02
1.238642259999999939e-01,4.317481518000000129e+00,-2.017465233999999885e-01,2.367361531041801415e-01,3.893418456725000283e+02,2.033887813261824745e-02
-4.323867856999999981e-01,4.066001892000000062e+00,-3.908735514000000189e-01,5.828725981138813683e-01,1.257433078562500128e+02,-3.211906429790346851e-02
1.670228481000000098e+00,1.714875579000000094e+00,-7.912209629999999994e-01,1.848159568607163017e+00,1.864229770725000321e+02,-2.004338807898585484e-02
-2.282463163000000017e-01,4.289436339999999959e+00,-1.901892870999999929e-01,2.970998920096166174e-01,3.784431663250000497e+02,1.816996513895662371e-02
2.451500296999999939e-01,4.293759823000000253e+00,-1.575330198000000070e-01,2.914021094453814742e-01,3.605589439550000179e+02,1.461088049731839103e-02
2.805199921000000041e-01,4.101482867999999726e+00,-4.711996614999999777e-01,5.483799658681001166e-01,9.605440404000000854e+01,-3.802736265236470597e-02
-1.619611830000000086e-01,4.108334064000000119e+00,-5.155416131000000179e-01,5.403837336897823196e-01,6.572523792625000283e+01,-4.406307765724037928e-02
-1.274396925999999874e-01,4.315631390000000067e+00,-2.035787850999999926e-01,2.401774281500542452e-01,3.949218986650000147e+02,2.144934748902975127e-02
3.824603856000000079e-01,4.225488663000000145e+00,-1.304191798000000069e-01,4.040855219047144176e-01,3.778148529224999947e+02,1.804492640175524645e-02
1.664492190000000094e-01,4.264671802999999706e+00,-2.988860904999999790e-01,3.421085172866705215e-01,3.538225654425000357e+02,1.327029431984399176e-02
-1.220929548000000003e-01,4.346042156000000212e+00,-6.559828668999999335e-02,1.385995123673177676e-01,4.004773902850000127e+02,2.255492896148221516e-02
-2.740769684000000095e-01,4.190438746999999964e+00,-3.577492237000000075e-01,4.506691598781608077e-01,1.048891856862500020e+02,-3.626917965626523521e-02
2.912328540999999937e-01,4.277046204000000351e+00,-1.366592050000000058e-01,3.217022126415420291e-01,3.670624946800000430e+02,1.590513232569479643e-02
-2.700363100000000016e-01,4.124161242999999644e+00,-4.498487413000000212e-01,5.246746599251868037e-01,8.735053195750001009e+01,-3.975949373476353466e-02
-1.274686604999999973e-01,4.288923740000000429e+00,-2.692679465000000216e-01,2.979152336185431071e-01,3.994015525937500684e+02,2.234082977815701754e-02
1.706560493000000012e+00,1.710319399999999934e+00,-7.317897677000000378e-01,1.856842745193793442e+00,1.938403057062500352e+02,-1.856728809117503057e-02
1.234940290000000052e-01,4.125837802999999582e+00,-5.088098049000000511e-01,5.235820783420962465e-01,6.083866815862500488e+01,-4.503553902852267671e-02
4.661423265999999899e-01,4.163534163999999649e+00,-1.259295790999999942e-01,4.828529046618278420e-01,3.656666869887500866e+02,1.562735688688447061e-02
1.882321685999999994e-01,4.166281223000000367e+00,-4.413759708000000170e-01,4.798375734511640678e-01,8.232856654750001724e+01,-4.075889978059483304e-02
2.978154719000000172e-01,4.200134277000000083e+00,-3.209287225999999937e-01,4.378233665448744150e-01,1.099496099712499984e+02,-3.526212002681618912e-02
-1.709476560000000034e-01,4.330620288999999623e+00,-8.819424361000000046e-02,1.923572865732784409e-01,3.887054199525000513e+02,2.021222498781084093e-02
2.212635129999999950e-01,4.312749862999999628e+00,-1.170823648999999994e-01,2.503314250262597684e-01,3.573507583800000020e+02,1.397242925402243478e-02
2.752378285000000036e-01,4.238062381999999850e+00,-2.686739861999999923e-01,3.846317369874633907e-01,3.227504524474999812e+02,7.086727718186251052e-03
1.678168029000000061e-01,4.312712193000000305e+00,-1.847078799999999910e-01,2.495585708199015984e-01,3.741173477125000773e+02,1.730909714773283536e-02
1.080991998000000037e-01,4.344618320000000367e+00,-1.071209610000000007e-01,1.521852071752174129e-01,3.883272056737500293e+02,2.013695771574842974e-02
3.240180015999999941e-01,4.232783794000000377e+00,-2.236806899000000071e-01,3.937267026695008831e-01,3.421449150262500325e+02,1.094636066552902125e-02
-2.989394962999999961e-01,4.150093554999999768e+00,-3.983792365000000113e-01,4.980671024294022198e-01,1.006978280962500207e+02,-3.710328896879570848e-02
3.581336736999999881e-01,4.174573420999999840e+00,-3.045873940000000113e-01,4.701416901547545990e-01,1.310247838812500163e+02,-3.106801383471477496e-02
5.593899488000000364e-01,4.040024280999999995e+00,-2.289331703999999967e-01,6.044232882077444913e-01,1.033803661100000113e+02,-3.656944524622136178e-02
1.487028717999999916e+00,1.710319399999999934e+00,-1.112029909999999955e+00,1.856842731329535923e+00,1.758122295649999955e+02,-2.215500063383715398e-02
-3.041795789999999777e-01,4.081268310999999649e+00,-4.797337949000000101e-01,5.680402540751601226e-01,9.238119848125000999e+01,-3.875835610677718507e-02
3.710294961999999752e-01,4.193514346999999809e+00,-2.496512382999999946e-01,4.472008808523851298e-01,2.610967796062500383e+02,-5.182781996587021260e-03
9.054213762000000443e-02,4.353855610000000098e+00,-5.660529806999999719e-02,1.067803280309278929e-01,4.059255150037500357e+02,2.363914367381766621e-02
4.858005940999999828e-01,4.042435646000000382e+00,-3.565610945000000087e-01,6.026093521834446909e-01,1.272696231887500034e+02,-3.181531693076548178e-02
1.795579344000000077e-01,4.323314189999999613e+00,-1.317466348000000120e-01,2.227065952932675841e-01,3.611946967825000456e+02,1.473739973183814216e-02
-3.859682083000000041e-01,4.230692387000000387e+00,-7.984528690999999345e-02,3.941404922867636773e-01,3.442480285912500335e+02,1.136489489273526284e-02
5.495746136000000392e-01,4.092811583999999669e+00,-8.103147149000000660e-02,5.555162961474884309e-01,1.393770778399999983e+02,-2.940584924427109073e-02
-4.929943978999999921e-01,4.145675659000000124e+00,-8.324302732999999677e-02,4.999728772242016950e-01,3.332790298337499735e+02,9.181987847391515425e-03
-3.600142895999999815e-01,4.068056582999999726e+00,-4.566449820999999853e-01,5.814937045173420582e-01,1.129543609600000167e+02,-3.466415368113115458e-02
1.875135749999999879e-01,4.101118565000000160e+00,-5.164458751999999597e-01,5.494339658415509087e-01,7.567461050625000496e+01,-4.208308331301804234e-02
4.674629866999999855e-02,4.359559535999999902e+00,-3.444931284000000288e-02,5.806867997890973604e-02,4.211311340600000221e+02,2.666516762554852621e-02
2.228158563000000036e-01,4.125000477000000387e+00,-4.755629002999999799e-01,5.251732837458984449e-01,9.105038298124999585e+01,-3.902319764748903713e-02
5.956892967000000372e-01,4.043426990999999582e+00,-7.901569456000000213e-02,6.009069962895587924e-01,5.915248003000000665e+01,-4.537110219405168787e-02
1.463631987999999939e+00,1.705814718999999924e+00,-1.144662738000000068e+00,1.858082716151918001e+00,1.779789333087500154e+02,-2.172381151877133057e-02
-5.463648214999999864e-02,4.360773087000000103e+00,-1.771118864000000015e-02,5.743545407471706971e-02,4.266780647062499838e+02,2.776904540468064925e-02
-1.096764803000000038e-01,4.353573321999999912e+00,-1.771118864000000015e-02,1.110973291039796113e-01,4.093343406950000372e+02,2.431752369575818085e-02
-2.789134085000000152e-01,4.292210102000000305e+00,-7.814354449999999508e-02,2.896534187405896410e-01,3.604847740025000462e+02,1.459612016089713825e-02
3.173035802000000096e-03,4.047461509999999762e+00,-5.990903974000000298e-01,5.990988002100243737e-01,8.431693914000000234e+01,-4.036319980497319465e-02
4.108478724999999887e-01,4.045373439999999654e+00,-4.377533196999999765e-01,6.003531820904646210e-01,1.238400587375000015e+02,-3.249782411019015715e-02
1.552187204000000098e-01,4.336004734000000305e+00,-9.971524029999999372e-02,1.844884286634262682e-01,3.658825798250000503e+02,1.567032106289616492e-02
1.019322052999999950e-01,4.045163631000000315e+00,-5.925150514000000479e-01,6.012189789193834732e-01,8.052149714000000813e+01,-4.111851916138469648e-02
6.125165820000000316e-01,4.015226364000000103e+00,-1.352101712999999872e-01,6.272625874766788456e-01,7.068083265250000125e+01,-4.307687983910288287e-02
-1.965441256999999886e-01,4.050121783999999892e+00,-5.629059671999999681e-01,5.962321035104910516e-01,7.404417599250000137e+01,-4.240755112140419392e-02
2.983611523999999959e-01,4.047158240999999990e+00,-5.192461014000000485e-01,5.988621636742090804e-01,1.053918140275000042e+02,-3.616915312042906505e-02
-2.946320176000000179e-01,4.042068004999999964e+00,-5.272715688000000345e-01,6.040060703832866862e-01,9.274698256250000838e+01,-3.868556253047294308e-02
2.004487514000000137e-01,4.049865722999999917e+00,-5.619988441000000057e-01,5.966761288232964588e-01,8.483487624500001800e+01,-4.026012671867381515e-02
-9.675178677000000060e-02,4.050218582000000289e+00,-5.886648297000000030e-01,5.965628130959199638e-01,8.149822982000000593e+01,-4.092414256460263910e-02
5.978774427999999919e-01,4.015226364000000103e+00,-1.898442358000000107e-01,6.272944049452005011e-01,9.580973491250000507e+01,-3.807605351048269637e-02
5.585792065000000362e-01,4.014797211000000310e+00,-2.865314483999999995e-01,6.277826063665442602e-01,1.276314445787500063e+02,-3.174331195758166996e-02
5.302985311000000257e-01,4.014797211000000310e+00,-3.355150223000000209e-01,6.275243917775524816e-01,1.293530633762500202e+02,-3.140069784251584700e-02
-2.516949474999999881e-01,4.022644042999999670e+00,-5.666975378999999924e-01,6.200777742017122840e-01,7.934610578125000302e+01,-4.135243021696733551e-02
2.919071912999999796e-01,4.288290500999999644e+00,-6.916493921999999905e-02,2.999893283934631505e-01,3.686113151612499905e+02,1.621335837396392296e-02
-5.374084114999999606e-01,4.109041214000000330e+00,-4.123414680000000304e-02,5.389879920863518414e-01,3.226624504074999891e+02,7.069214700146272436e-03
6.239063740000000413e-01,4.018199920999999897e+00,-2.828067541000000087e-02,6.245470039312283062e-01,4.959118642712500247e+01,-4.727386612262311771e-02
-4.328126608999999791e-01,4.200834751000000367e+00,-4.200888053000000066e-02,4.348465769426294592e-01,3.471258514500000274e+02,1.193760165772794757e-02
3.824346066000000044e-01,4.236520767000000021e+00,-6.560633332000000151e-02,3.880211583109762774e-01,3.730431548900000394e+02,1.709532530472941333e-02
2.437951117999999917e-01,4.311143874999999959e+00,-6.289499252999999901e-02,2.517773552623890354e-01,3.659974609375000227e+02,1.569318320331546807e-02
1.539317219999999931e-01,4.020442962999999814e+00,-6.028602719000000221e-01,6.222021234882015861e-01,8.560474433875000955e+01,-4.010691761335934136e-02
-2.214378566000000104e-01,4.319951534000000315e+00,-4.030713812000000229e-02,2.250764086238869199e-01,3.757233657712500303e+02,1.762870591175037804e-02
3.484484254999999919e-01,4.017735480999999886e+00,-5.182280540000000491e-01,6.244810815277401783e-01,1.107640398287500147e+02,-3.510004282057532787e-02
-4.976667835999999678e-02,4.022740841000000067e+00,-6.180401443999999911e-01,6.200405973522705727e-01,8.947961809500000641e+01,-3.933579078498294218e-02
4.683268964000000256e-01,4.017637729999999685e+00,-4.143997133000000277e-01,6.253456678308234595e-01,1.309690723512500199e+02,-3.107910081667479216e-02
-3.286222516999999788e-01,4.270858288000000336e+00,-3.783640637999999973e-02,3.307932556146371272e-01,3.542795478950000643e+02,1.336123700633838965e-02
1.649416684999999994e-01,4.339842318999999726e+00,-4.919959231999999905e-02,1.721230777438577386e-01,3.737216751012500140e+02,1.723035554607509415e-02
4.708351195000000100e-01,4.170412540000000057e+00,-6.258923560000000108e-02,4.749769701444182535e-01,3.743409789962500440e+02,1.735360132862020024e-02
2.535922228999999972e-01,4.019423008000000408e+00,-5.691623688000000403e-01,6.231009690037325743e-01,8.941786896875001389e+01,-3.934807929058995596e-02
3.996053039999999945e-01,4.017734528000000083e+00,-4.802671671000000031e-01,6.247727192981394895e-01,1.231698845125000190e+02,-3.263119344222330936e-02
5.293971299999999935e-02,4.014720439999999613e+00,-6.252623200000000381e-01,6.274994677482242933e-01,8.614631751250001912e+01,-3.999914078498293529e-02
-1.519243567999999933e-01,4.017477512000000139e+00,-6.062322259000000324e-01,6.249788171680400461e-01,9.120368554500001324e+01,-3.899268937103852334e-02
1.265958399000000068e-01,4.350296497000000429e+00,-2.215598709999999985e-02,1.285200157343664717e-01,3.947593902875000254e+02,2.141700719161385852e-02
3.303245604000000224e-01,4.270692347999999861e+00,-3.331355006000000230e-02,3.320001623810647784e-01,3.718462677212500580e+02,1.685713643344711674e-02
5.204851030999999573e-01,4.127784729000000041e+00,-3.029645233999999840e-02,5.213661070432249467e-01,3.449950737100000424e+02,1.151356206728426472e-02
2.118124962000000056e-01,4.325545788000000336e+00,-2.704360336000000142e-02,2.135319414728579224e-01,3.739650451775000306e+02,1.727878788395905557e-02
-9.466333984999999451e-01,8.309140204999999613e-01,1.426962376000000088e+00,1.712406614585223252e+00,1.157108352575000083e+02,-3.411559612384203188e-02
-9.066658615999999560e-01,8.475005626999999597e-01,1.451445936999999908e+00,1.711355688518514162e+00,1.161230035962500011e+02,-3.403357175767918880e-02
4.275767504999999913e-01,4.206828116999999700e+00,-3.229278325999999921e-02,4.287944745665650537e-01,3.772124091925000471e+02,1.792503590931254775e-02
-2.714202404000000124e-01,3.963326454000000165e+00,-6.107163428999999866e-01,6.683138472184637635e-01,9.663866975000000537e+01,-3.791108971233544955e-02
1.210095882000000039e-01,3.759823561000000147e+00,-7.907937168999999988e-01,7.999987644520777375e-01,1.585390304575000187e+02,-2.559248739639200312e-02
4.688404500000000197e-01,3.451876878999999843e+00,-8.264586328999999898e-01,9.501816876003975620e-01,1.545265741337499890e+02,-2.639099411262799122e-02
2.844597399000000082e-01,3.963134766000000031e+00,-6.043124794999999994e-01,6.679153513009067344e-01,9.524955386625001097e+01,-3.818753343490980529e-02
3.832727968999999901e-01,3.646407842999999982e+00,-7.702674269999999490e-01,8.603545466496640426e-01,1.361378261425000176e+02,-3.005048286201852936e-02
3.467128277000000036e-01,3.963134766000000031e+00,-5.710375308999999788e-01,6.680521286457354879e-01,1.125999416325000055e+02,-3.473468559239395459e-02
1.394867301000000115e-01,3.682219744000000183e+00,-8.298292160000000361e-01,8.414707811927666370e-01,1.665780181712500223e+02,-2.399267292784007521e-02
4.210778773000000141e-01,3.494042396999999855e+00,-8.314599991000000134e-01,9.320044575294937905e-01,1.518976634962500043e+02,-2.691416561433447249e-02
4.206289350999999899e-01,3.550206423000000111e+00,-8.037541509000000195e-01,9.071656056819724645e-01,1.447801547762500149e+02,-2.833059935397367127e-02
-2.378855497000000041e-01,3.602598190000000145e+00,-8.491131662999999996e-01,8.818065002822800258e-01,1.717881935000000340e+02,-2.295581179912237549e-02
2.214757948999999948e-01,3.662752867000000023e+00,-8.217056393999999653e-01,8.510297794721108922e-01,1.644469039850000058e+02,-2.441677947342759877e-02
3.672412931999999852e-01,3.596942901999999886e+00,-8.051981926000000289e-01,8.849916930669547988e-01,1.432727838237500180e+02,-2.863057665772793595e-02
-1.695533543999999948e-01,3.648542642999999863e+00,-8.418372272999999906e-01,8.587422530983577218e-01,1.729346309425000072e+02,-2.272766277425646020e-02
-4.518235623999999895e-01,3.479181527999999801e+00,-8.217914700999999766e-01,9.378090167347218342e-01,1.448054825087500035e+02,-2.832555895904437238e-02
1.562278420000000057e-01,3.963956833000000124e+00,-6.493453382999999635e-01,6.678746192122577696e-01,1.014322935062500051e+02,-3.695712524378352154e-02
-1.664800495000000047e-01,3.959455489999999855e+00,-6.500227451000000212e-01,6.710031117877636175e-01,1.058294969725000101e+02,-3.608205117016090313e-02
5.084063113000000106e-02,3.964857816999999951e+00,-6.653423904999999916e-01,6.672819991352615387e-01,9.379364204000000882e+01,-3.847727001462701579e-02
-3.260323702999999851e-01,3.934914827000000059e+00,-6.081598401000000154e-01,6.900402144758621681e-01,9.906859457250001810e+01,-3.742751777181863027e-02
2.700185478000000083e-01,3.924427270999999884e+00,-6.415475011000000283e-01,6.960554664131841651e-01,9.586714741625000613e+01,-3.806462802291565167e-02
2.679550350000000081e-01,3.718833207999999946e+00,-7.782229780999999624e-01,8.230619080146306388e-01,1.507428520150000111e+02,-2.714398113115553540e-02
-2.980810999999999877e-01,3.631844758999999812e+00,-8.153853415999999799e-01,8.681621953721312401e-01,1.548384037025000168e+02,-2.632893785958069152e-02
3.420592248000000057e-01,3.700596571000000168e+00,-7.588865161000000192e-01,8.324141142419273498e-01,1.331667394400000148e+02,-3.064174978059483120e-02
-5.572094395999999811e-02,3.962635756000000065e+00,-6.665157080000000400e-01,6.688407976540716726e-01,1.093397081350000093e+02,-3.538349473427596092e-02
3.749663830000000142e-01,3.469517945999999853e+00,-8.646323084999999464e-01,9.424376994168589539e-01,1.668856888037500141e+02,-2.393144433203315408e-02
