x,y,z,r,static_pressure_Pa,Cp_corrected
1.319783448999999997e+00,2.394353628000000178e+00,2.333724499000000008e-01,1.340257830652991755e+00,2.424775123400000041e+02,-8.888145685031689433e-03
1.469402909000000035e+00,2.272519111999999897e+00,4.687393009999999971e-01,1.542355808910392589e+00,1.909722961387500106e+02,-1.913804194295465680e-02
1.713738918000000000e+00,9.628457427000000068e-01,3.294128478000000193e-01,1.745111430070732439e+00,2.304819667675000119e+02,-1.127534268649438981e-02
1.305211901999999924e+00,2.458578348000000080e+00,2.530927359999999848e-01,1.329523990809651890e+00,2.341146480400000200e+02,-1.055241384690394461e-02
1.480666518000000043e+00,1.931120037999999983e+00,3.172398508000000006e-01,1.514270273254365584e+00,2.581006550062500082e+02,-5.779031630911746903e-03
1.272943616000000056e+00,2.734850644999999858e+00,3.823563755000000119e-01,1.329128228351445618e+00,1.882336727250000195e+02,-1.968304705021940368e-02
1.498705387000000000e+00,2.275081872999999977e+00,5.417652725999999586e-01,1.593620860687438467e+00,1.669991119212500337e+02,-2.390887234275962392e-02
1.389468550999999996e+00,2.189128637000000044e+00,2.670817672999999948e-01,1.414904775821373528e+00,2.350381271525000102e+02,-1.036863508044855858e-02
1.379571437999999928e+00,2.298602819000000075e+00,3.190623522000000101e-01,1.415986630281792058e+00,2.235740516887500178e+02,-1.265006583373963489e-02
1.396359085999999916e+00,2.152183293999999858e+00,2.540910243999999762e-01,1.419288887343022942e+00,2.451157222587500257e+02,-8.363123561677223913e-03
1.662873268000000015e+00,1.208213686999999981e+00,3.339528143000000115e-01,1.696075466365777551e+00,2.498527278625000179e+02,-7.420426499268644588e-03
9.807228446000000321e-01,3.391273737000000121e+00,3.079867958999999988e-01,1.027946090205641205e+00,1.143918331062500187e+02,-3.437808672598732102e-02
1.401478409999999952e+00,2.503453492999999863e+00,4.935887158000000219e-01,1.485857178217752317e+00,1.615302578137500120e+02,-2.499721234763530031e-02
1.232140422000000068e+00,2.861951828000000031e+00,3.948583305000000210e-01,1.293863640686910177e+00,1.773271800825000355e+02,-2.185351494392978600e-02
-7.347944378999999859e-01,2.580629586999999781e+00,1.030605674000000027e+00,1.265729402854248065e+00,1.886981880087500087e+02,-1.959060527791321379e-02
1.078843712999999926e+00,3.101177931000000054e+00,2.088773251000000108e-01,1.098878288993170305e+00,1.692760425737500043e+02,-2.345574730619210194e-02
1.064320683000000045e+00,3.140767813000000075e+00,2.092178613000000020e-01,1.084689185780209009e+00,1.645741592512500233e+02,-2.439145479034617037e-02
1.467010139999999963e+00,1.979111551999999996e+00,3.152854145000000274e-01,1.500507795201096783e+00,2.508233482212500007e+02,-7.227266296928326096e-03
1.134123444999999952e+00,3.000696181999999990e+00,2.792714535999999970e-01,1.168001940621044010e+00,1.785215999787500039e+02,-2.161581707703559216e-02
1.189515710000000004e+00,2.844202994999999845e+00,2.793609201999999736e-01,1.221879760071257870e+00,2.052480995249999864e+02,-1.629705777669429936e-02
1.627326846000000105e+00,1.713977813999999933e+00,4.685469568000000251e-01,1.693437012244284556e+00,2.401695156262500177e+02,-9.347453083861527456e-03
1.311570764000000056e+00,2.475810050999999845e+00,2.854247689000000143e-01,1.342268664493499353e+00,2.305436878412500050e+02,-1.126305976352998464e-02
1.349314689999999928e+00,2.632212877000000173e+00,4.793391228000000170e-01,1.431927416909275275e+00,1.515987407725000082e+02,-2.697365331545587691e-02
1.172756909999999930e+00,2.992755890000000196e+00,3.729486464999999806e-01,1.230629701770166839e+00,1.611085472150000157e+02,-2.508113568990736134e-02
1.538743377000000079e+00,2.136179446999999954e+00,5.229230523000000241e-01,1.625170667618669684e+00,1.740563949862500124e+02,-2.250442392735250985e-02
1.613776564999999996e+00,1.443382621000000032e+00,3.412322104000000134e-01,1.649458766734612558e+00,2.754143409762500028e+02,-2.333487701121401362e-03
1.156415581999999942e+00,2.917373895999999966e+00,2.560506760999999853e-01,1.184423466089584709e+00,2.000631210375000251e+02,-1.732890455875182520e-02
1.238264084000000098e+00,2.764175176999999817e+00,3.298021257000000039e-01,1.281431771043857859e+00,2.077245487450000212e+02,-1.580422715748415127e-02
1.557900309999999955e+00,2.121378899000000207e+00,5.571737289000000537e-01,1.654537983871759543e+00,1.734179130425000324e+02,-2.263148627498780610e-02
1.346337794999999948e+00,2.392793178999999881e+00,3.069454730000000242e-01,1.380884130418137401e+00,2.248029022312500160e+02,-1.240551602876645287e-02
1.636370300999999916e+00,1.765255808999999898e+00,5.024773478999999821e-01,1.711780139839064629e+00,1.955307742850000068e+02,-1.823087308629936509e-02
1.702077746000000058e+00,9.634808898000000177e-01,2.961005270000000023e-01,1.727641217243359950e+00,2.510470729725000183e+02,-7.182743515358356798e-03
1.395299910999999948e+00,2.233481645999999987e+00,3.123632967000000149e-01,1.429836588831709721e+00,2.182350696312499849e+02,-1.371256039736714130e-02
1.638041853999999908e+00,1.312298656000000063e+00,3.310115337000000268e-01,1.671152222539342258e+00,2.398716770275000272e+02,-9.406725036567522777e-03
1.267436862000000053e+00,2.800729035999999894e+00,4.303402602999999993e-01,1.338502498612340608e+00,1.689497173350000025e+02,-2.352068829839103203e-02
1.566543102000000021e+00,2.085698365999999915e+00,5.488181114000000305e-01,1.659897168448830618e+00,1.852366321312499906e+02,-2.027947897367138319e-02
1.522882462000000103e+00,1.701384186999999937e+00,2.688691616000000173e-01,1.546435132531160717e+00,2.971969703937500071e+02,2.001407057532915250e-03
1.032648087000000103e+00,3.281997681000000000e+00,3.142267168000000277e-01,1.079398212494196763e+00,1.190450517725000168e+02,-3.345206384690395385e-02
1.516850829000000012e+00,1.735366344000000005e+00,2.791170179999999945e-01,1.542317330245368101e+00,2.810841716462500131e+02,-1.205151962457332807e-03
1.038864255000000014e+00,3.253269433999999904e+00,2.906464040000000248e-01,1.078755891049887339e+00,1.314642425250000031e+02,-3.098055850804485797e-02
1.219959736000000072e+00,2.832964897000000093e+00,3.424116670999999834e-01,1.267102011373745230e+00,1.944352165437500162e+02,-1.844889669673329888e-02
1.506031871000000022e+00,1.827036262000000022e+00,3.132430017000000233e-01,1.538263038164080276e+00,2.741912849287500080e+02,-2.576884361287173127e-03
-1.036557316999999978e+00,7.200177312000000107e-01,1.424431801000000108e+00,1.761663142353367961e+00,2.318768211637500087e+02,-1.099775696001950055e-02
1.424580216000000066e+00,2.460228920000000041e+00,5.176015496000000438e-01,1.515697910524036018e+00,1.532627040874999977e+02,-2.664251304241833582e-02
1.689186931000000058e+00,1.075033306999999994e+00,3.254693746999999804e-01,1.720256609267584835e+00,2.559698024800000269e+02,-6.203086104339340136e-03
1.497001290000000040e+00,1.993678569999999928e+00,3.788368999999999764e-01,1.544192429415218282e+00,2.249504382912500091e+02,-1.237615532666991487e-02
1.682602286000000058e+00,1.181932092000000045e+00,3.612838686000000021e-01,1.720952203451045159e+00,2.504587043699999924e+02,-7.299832959531935700e-03
1.275660156999999906e+00,2.696257353000000023e+00,3.604222833999999875e-01,1.325599131913013373e+00,2.047391906700000277e+02,-1.639833417844953345e-02
1.433611393000000067e+00,2.423825025999999827e+00,5.042250752000000391e-01,1.519698836151375909e+00,1.660690345912500163e+02,-2.409396420039005421e-02
9.764160513999999846e-01,3.370138406999999781e+00,2.174175828999999893e-01,1.000329301173191521e+00,1.266942828900000109e+02,-3.192981365187713694e-02
-6.618383527000000210e-01,2.888306618000000103e+00,9.538524150999999618e-01,1.160975639234842927e+00,1.632851390975000072e+02,-2.464797876645538968e-02
1.671135902000000062e+00,1.693056703000000107e+00,5.252360701999999604e-01,1.751732894134403473e+00,2.046478241062500274e+02,-1.641651676011701005e-02
1.598950386000000057e+00,1.707115173000000041e+00,4.231196343999999998e-01,1.653986868721858627e+00,2.720379085725000436e+02,-3.005421233544601500e-03
1.512567878000000032e+00,1.788599609999999895e+00,3.045119941000000163e-01,1.542915791645215418e+00,2.899165794262499958e+02,5.525586177474422610e-04
1.447793365000000110e+00,2.400714636000000013e+00,5.255772470999999779e-01,1.540239289982968218e+00,1.578561176412500231e+02,-2.572839179668454102e-02
1.030325055000000045e+00,3.254391431999999806e+00,2.580268383000000054e-01,1.062142913286082901e+00,1.326272972149999987e+02,-3.074910253534861304e-02
1.131975055000000063e+00,2.980541228999999959e+00,2.499030231999999907e-01,1.159232093304336075e+00,1.900575088299999891e+02,-1.932009098000975547e-02
1.693811297000000105e+00,9.931578039999999774e-01,2.870019375999999789e-01,1.717954254929675573e+00,2.422875827662500114e+02,-8.925942991223789758e-03
1.377125740000000098e+00,2.211386441999999786e+00,2.456846684000000003e-01,1.398869636548512041e+00,2.491557026174999976e+02,-7.559139371038517061e-03
1.451406956000000026e+00,1.985607624000000015e+00,2.806613146999999975e-01,1.478293923918487351e+00,2.628852691937500481e+02,-4.826860129205254660e-03
1.696246265999999947e+00,1.721276878999999926e+00,5.807572007000000314e-01,1.792911130280539833e+00,9.768066559125000481e+01,-3.770372529254022859e-02
1.658560395000000076e+00,1.250875592000000092e+00,3.449665308000000041e-01,1.694055634043564629e+00,2.459347129750000249e+02,-8.200138712823008130e-03
1.380573153000000053e+00,2.490552425000000181e+00,4.324563444000000256e-01,1.446720678153240680e+00,1.804508964562500068e+02,-2.123187365919063790e-02
1.503995895000000083e+00,2.172335385999999868e+00,4.750133455000000171e-01,1.577225833728307158e+00,1.893595863337500020e+02,-1.945898241101901710e-02
-6.018023490999999670e-01,1.952495694000000004e+00,1.329001904000000067e+00,1.458907854601483756e+00,2.147765979975000050e+02,-1.440082030716723430e-02
1.635404228999999932e+00,1.374504924000000017e+00,3.535852432000000101e-01,1.673191416556960354e+00,2.491907687937500100e+02,-7.552160958069231191e-03
1.438439368999999912e+00,2.101944207999999925e+00,3.253632485999999879e-01,1.474777631315536075e+00,2.413015041325000425e+02,-9.122179497805939924e-03
1.534179211000000098e+00,2.108638763000000083e+00,4.948118925000000168e-01,1.612000204846145257e+00,1.952208793587500111e+02,-1.829254433203315530e-02
1.718087316000000087e+00,9.973066448999999833e-01,3.558813035000000236e-01,1.754558499332793176e+00,2.321600052100000084e+02,-1.094140136518771157e-02
1.368371843999999893e+00,2.240841388999999850e+00,2.451168298999999995e-01,1.390152424647090879e+00,2.419396682500000111e+02,-8.995180399804970570e-03
1.622478961999999969e+00,1.304793834999999902e+00,2.810873687000000065e-01,1.646647530886706567e+00,2.413392246387500109e+02,-9.114672854705019311e-03
1.551884054999999929e+00,2.080530405000000194e+00,5.121002196999999700e-01,1.634194221988326312e+00,1.951957198799999844e+02,-1.829755124329595847e-02
1.331851005999999948e+00,2.355366945000000101e+00,2.343563288000000133e-01,1.352312830313986858e+00,2.446305896737499950e+02,-8.459668320331546060e-03
1.623615860999999994e+00,1.329769610999999907e+00,3.032173812000000246e-01,1.651686787606099882e+00,2.549375171525000212e+02,-6.408518064358843976e-03
1.366542219999999919e+00,2.267319201999999922e+00,2.661300600000000016e-01,1.392215086787286671e+00,2.306941772537500128e+02,-1.123311132374451259e-02
1.671091198999999916e+00,1.265045285000000019e+00,3.746801913000000206e-01,1.712580229106905882e+00,2.422983867762499983e+02,-8.923792918088736814e-03
9.590799211999999629e-01,3.414477348000000134e+00,2.310704440000000137e-01,9.865231093792762307e-01,1.130158389937500090e+02,-3.465191912481716680e-02
1.576225637999999929e+00,1.486960888000000036e+00,2.665586471999999985e-01,1.598605884602456007e+00,2.389255618750000281e+02,-9.595008532423201369e-03
1.169583320999999954e+00,2.914879560000000147e+00,2.918755114000000095e-01,1.205452802442468219e+00,1.970620430275000103e+02,-1.792613995611896591e-02
1.377917290000000072e+00,2.266896485999999822e+00,2.957019508000000019e-01,1.409289076729068446e+00,2.231745284737500015e+02,-1.272957373232569411e-02
1.367659211000000097e+00,2.429591655999999933e+00,3.715581000000000023e-01,1.417232210722277008e+00,1.982404437824999945e+02,-1.769163000975134195e-02
1.238548039999999961e+00,2.727777480999999948e+00,3.026193677999999831e-01,1.274982246604051017e+00,2.168444770712499974e+02,-1.398929798878595886e-02
1.457922578000000025e+00,2.106529951000000178e+00,3.641935884999999984e-01,1.502722600264823738e+00,2.307692257150000046e+02,-1.121817615797172062e-02
1.344764590000000037e+00,2.334474324999999961e+00,2.590155303000000186e-01,1.369481963172373584e+00,2.282473735850000196e+02,-1.172004227206240382e-02
1.582006334999999986e+00,1.751988529999999988e+00,4.145034850000000048e-01,1.635407344687334286e+00,2.653396991612500528e+02,-4.338411494392967020e-03
1.346951127000000081e+00,2.548269986999999848e+00,4.037475287999999773e-01,1.406161230278618168e+00,1.904156478700000150e+02,-1.924881882008775899e-02
1.177008271000000050e+00,3.005475282999999997e+00,4.030043185000000139e-01,1.244090410995944751e+00,1.389960878337500105e+02,-2.948166890541199445e-02
1.242430329000000055e+00,2.864006042000000196e+00,4.283981620999999795e-01,1.314213874416834127e+00,1.616071754412500070e+02,-2.498190520477815840e-02
1.349529385999999942e+00,2.604936837999999977e+00,4.525863230000000126e-01,1.423398729606078161e+00,1.719636367749999977e+02,-2.292089736713798578e-02
7.928337454999999645e-01,3.742111920999999786e+00,2.045155019000000074e-01,8.187868700223321916e-01,9.368583585375000666e+01,-3.849872419551438746e-02
1.473270297000000006e+00,2.006913185000000155e+00,3.425023555999999747e-01,1.512558505187160396e+00,2.423390979975000050e+02,-8.915691101901509694e-03
1.058267712999999999e+00,3.173523664000000188e+00,2.403893321999999999e-01,1.085226973224409086e+00,1.528344325725000203e+02,-2.672774205265723846e-02
1.187575935999999999e+00,2.957744836999999904e+00,3.754744529999999858e-01,1.245519035832823196e+00,1.591269878274999883e+02,-2.547547979034617618e-02
1.461734772000000016e+00,2.045713662999999904e+00,3.404886424999999939e-01,1.500866769352091623e+00,2.313334816012500141e+02,-1.110588531204290304e-02
1.332799076999999999e+00,2.663587332000000085e+00,4.648906291000000079e-01,1.411551159780277231e+00,1.559175311925000074e+02,-2.611418398342272087e-02
1.291912912999999996e+00,2.482044457999999842e+00,2.302386761000000115e-01,1.312268578740048319e+00,2.480063491850000048e+02,-7.787868698196000021e-03
1.663526653999999994e+00,1.133822799000000048e+00,2.886466682000000117e-01,1.688383199286049630e+00,2.370963985512499903e+02,-9.959024756216480409e-03
7.107673287000000339e-01,3.874469518999999806e+00,1.852205544999999953e-01,7.345044924005715847e-01,1.023888948425000081e+02,-3.676675492442710996e-02
-7.508037090000000413e-01,2.519518613999999879e+00,1.043845533999999908e+00,1.285814803266746242e+00,2.053362510762499937e+02,-1.627951500487567413e-02
1.487362861999999897e+00,2.204473734000000018e+00,4.628517925999999783e-01,1.557716298036925462e+00,1.937202468862500098e+02,-1.859118063139931706e-02
1.421805382000000062e+00,2.129577637000000134e+00,3.063271343999999785e-01,1.454430079981118062e+00,2.368571781012500139e+02,-1.000663128961481844e-02
1.015715479999999893e+00,3.321149826000000083e+00,3.198564351000000028e-01,1.064887822912118143e+00,1.177548446550000136e+02,-3.370882403705510039e-02
1.457716106999999983e+00,2.139784812999999897e+00,3.800446987000000165e-01,1.506442903537073663e+00,2.171105579124999849e+02,-1.393634605070697557e-02
1.653352141000000053e+00,1.174421786999999995e+00,2.831915319000000153e-01,1.677429803565309463e+00,2.314928684337500329e+02,-1.107416622379326504e-02
1.614429115999999942e+00,1.362828134999999996e+00,2.988152205999999866e-01,1.641850147440614638e+00,2.385506748187499966e+02,-9.669613664066309400e-03
7.303624748999999472e-01,3.839022874999999946e+00,2.094269544000000038e-01,7.597953632204612617e-01,1.151708696512500154e+02,-3.422305303510482510e-02
-5.389007926000000115e-01,3.305781125999999848e+00,8.522379994000000014e-01,1.008327165103778400e+00,1.567644571150000274e+02,-2.594563983422720418e-02
8.483254313000000435e-01,2.076446772000000163e+00,1.142342567000000031e+00,1.422885300286175658e+00,2.469435397975000228e+02,-7.999375158459283430e-03
1.368859886999999942e+00,2.332249403000000054e+00,3.173293769000000153e-01,1.405160248399233369e+00,2.153521251700000221e+02,-1.428628639687956614e-02
1.471259117000000005e+00,1.915089725999999937e+00,2.826101482000000220e-01,1.498156161827346233e+00,2.607524727150000103e+02,-5.251301462701117757e-03
1.282904148000000077e+00,2.524666786000000052e+00,2.452186792999999920e-01,1.306129876250153865e+00,2.395918949287500084e+02,-9.462403620185272368e-03
1.496105790000000102e+00,2.139736175999999990e+00,4.448676108999999879e-01,1.560845836749868987e+00,2.042818717712499961e+02,-1.648934382008776511e-02
1.216810584000000084e+00,2.892219304999999796e+00,3.854638636000000118e-01,1.276405259890392552e+00,1.790612945537500025e+02,-2.150841410287664818e-02
1.469638824000000010e+00,2.304846047999999925e+00,4.898816644999999803e-01,1.549135990874072277e+00,1.739786361512500150e+02,-2.251989847635299871e-02
1.411145091000000074e+00,2.474905013999999959e+00,4.916222989999999848e-01,1.494330268959122687e+00,1.499125526500000092e+02,-2.730921647976597075e-02
1.615646005000000107e+00,1.806017876000000077e+00,4.876205027000000136e-01,1.687627259831347093e+00,2.148820957325000052e+02,-1.437982552413456794e-02
-3.002845049000000266e-01,3.303072691000000116e+00,9.626510739000000427e-01,1.008398668168428935e+00,2.056062946087500052e+02,-1.622577446367625548e-02
1.434522748000000014e+00,2.172844410000000170e+00,3.558138907000000239e-01,1.477991555911109867e+00,2.182471073387500269e+02,-1.371016480984884982e-02
1.472987770999999890e+00,2.073369265000000183e+00,3.748236596999999781e-01,1.519929521190521937e+00,2.265447177875000193e+02,-1.205888261823500306e-02
1.683343768000000074e+00,1.050220131999999973e+00,2.946221529999999977e-01,1.708931963040891011e+00,2.352135891087499999e+02,-1.033371693076548005e-02
9.215701222000000081e-01,3.498325585999999987e+00,1.967029572000000004e-01,9.423287873682666405e-01,1.064483615824999987e+02,-3.595889280838615587e-02
1.689635873000000066e+00,1.244685531000000012e+00,3.978585004999999897e-01,1.735845836976481316e+00,2.220591011100000287e+02,-1.295155153583617269e-02
8.402788638999999504e-01,2.128202676999999987e+00,1.129284262999999955e+00,1.407604886243482678e+00,2.404827190325000288e+02,-9.285123427596287532e-03
1.605262398999999895e+00,1.424794555000000074e+00,3.143137692999999899e-01,1.635744636309350186e+00,2.473848582975000170e+02,-7.911549707459771680e-03
1.375212193000000083e+00,2.361978768999999811e+00,3.476903438999999763e-01,1.418484103195086776e+00,2.110987194312500321e+02,-1.513274372257434816e-02
8.292862773000000409e-01,2.191451788000000178e+00,1.113830089999999995e+00,1.388644374599739217e+00,2.331788135775000228e+02,-1.073865141394441183e-02
1.142087579000000019e+00,2.945008039000000188e+00,2.400674819999999987e-01,1.167046029092212667e+00,1.938878021412500061e+02,-1.855783597025841003e-02
1.589658379999999926e+00,1.799613356999999914e+00,4.450739919999999739e-01,1.650789091149756915e+00,2.254973106312500306e+02,-1.226732392735250567e-02
8.152427673000000041e-01,2.254288434999999868e+00,1.100322008000000018e+00,1.369426628528930712e+00,2.253520176075000165e+02,-1.229623824963432116e-02
1.482516884999999895e+00,2.305700541000000214e+00,5.240142940999999999e-01,1.572401759961882028e+00,1.753430412125000259e+02,-2.224837237932715539e-02
1.690006732999999928e+00,1.667880653999999963e+00,5.440198778999999485e-01,1.775409920310141887e+00,1.629007938162500295e+02,-2.472446615065821210e-02
1.704268456000000098e+00,1.685195087999999952e+00,5.762025713999999743e-01,1.799038735937777522e+00,1.142788399025000103e+02,-3.440057315943442773e-02
1.418095112000000046e+00,2.167222977000000217e+00,3.209266961000000196e-01,1.453955876547825099e+00,2.305615387250000197e+02,-1.125950731350560362e-02
1.420173048999999965e+00,2.386747122000000054e+00,4.444493055000000026e-01,1.488094981600767586e+00,1.838260017562500082e+02,-2.056020422964407665e-02
1.705828547000000084e+00,1.057858825000000058e+00,3.569662571000000173e-01,1.742778224694156330e+00,2.292161433974999909e+02,-1.152725034129692926e-02
1.469496845999999968e+00,2.195235014000000096e+00,4.270849227999999886e-01,1.530301444711802406e+00,2.034277214112500189e+02,-1.665932568259385210e-02
1.351170181999999942e+00,2.350919724000000155e+00,2.905444502999999790e-01,1.382055331137665544e+00,2.297454826187500316e+02,-1.142190815455874572e-02
7.688025831999999449e-01,3.776978253999999868e+00,2.243346572000000094e-01,8.008641897076147487e-01,1.067579574862500067e+02,-3.589728107020966064e-02
1.168478847000000043e+00,2.945613861000000000e+00,3.167695998999999762e-01,1.210655109974453358e+00,1.817597862325000051e+02,-2.097139549000487727e-02
1.458008766000000067e+00,2.365683794000000173e+00,5.152493119000000066e-01,1.546373633746471521e+00,1.545379575687500164e+02,-2.638872872988785867e-02
1.192447781999999901e+00,2.787361859999999858e+00,2.262011318999999909e-01,1.213712760446045813e+00,2.191084915075000197e+02,-1.353874336908824673e-02
1.474335313000000092e+00,2.152177571999999817e+00,4.143665731000000241e-01,1.531458217536947997e+00,2.087070011337500262e+02,-1.560871229887859056e-02
8.775959014999999974e-01,3.591290235999999858e+00,1.749500632000000055e-01,8.948642863268606584e-01,9.340131533250000473e+01,-3.855534575816674941e-02
1.260683894000000027e+00,2.651253939000000059e+00,2.955203949999999913e-01,1.294857592344408781e+00,2.310294372750000207e+02,-1.116639224768405277e-02
1.699900031000000089e+00,1.300473570999999939e+00,4.319620131999999946e-01,1.753924541205122312e+00,2.653611202462500387e+02,-4.334148549488044816e-03
1.040763378000000072e+00,3.217113733000000142e+00,2.363541573000000062e-01,1.067263649085343991e+00,1.455984258662500110e+02,-2.816775771574841700e-02
1.140429378000000105e+00,3.045225858999999868e+00,3.420109748999999866e-01,1.190609370514744247e+00,1.625297386212500044e+02,-2.479830871526084862e-02
1.696834087000000046e+00,1.204234122999999990e+00,3.954758942000000110e-01,1.742310851053397114e+00,2.320994056850000220e+02,-1.095346109215016538e-02
1.594846129000000001e+00,1.426394581999999911e+00,2.836357057000000181e-01,1.619871411172572495e+00,2.493082294499999989e+02,-7.528785470502193274e-03
1.362346768000000097e+00,2.398056984000000114e+00,3.437066375999999757e-01,1.405034863983931182e+00,2.100640789187500275e+02,-1.533864438078985301e-02
1.618053793999999934e+00,1.385113119999999975e+00,3.230210841000000221e-01,1.649982030523645893e+00,2.569341796875000341e+02,-6.011168332520713115e-03
1.536360621000000037e+00,1.628067017000000005e+00,2.365635633000000015e-01,1.554466557131641391e+00,2.800017731000000367e+02,-1.420556801560204831e-03
1.509221554000000021e+00,2.076627493000000158e+00,4.364142120000000236e-01,1.571052851909749082e+00,2.030701992200000063e+02,-1.673047508532423192e-02
1.453893185000000088e+00,2.343027353000000090e+00,4.831727444999999732e-01,1.532077444001153310e+00,1.766220237775000044e+02,-2.199384595319356372e-02
1.195487380000000099e+00,2.976519345999999899e+00,4.255543947000000049e-01,1.268970692564547864e+00,1.441177003787500155e+02,-2.846243238664066325e-02
1.308798313000000046e+00,2.722765684000000075e+00,4.620185792000000014e-01,1.387953238274846512e+00,1.577661716487500030e+02,-2.574629167479278516e-02
1.202552437999999890e+00,2.947229146999999827e+00,4.076572359000000256e-01,1.269770368264030669e+00,1.596004005312500169e+02,-2.538126736957581689e-02
1.694110750999999970e+00,1.018177152000000030e+00,3.075060843999999904e-01,1.721793027223889050e+00,2.477187351100000399e+02,-7.845105899561180540e-03
1.455018997000000036e+00,1.948538423000000019e+00,2.609081864000000195e-01,1.478226424930031868e+00,2.709979034175000265e+02,-3.212389492930270776e-03
1.202949046999999938e+00,2.897640943999999941e+00,3.571163415999999979e-01,1.254838033817901044e+00,1.781850875787500001e+02,-2.168278538517796547e-02
1.527250766999999954e+00,2.014960766000000181e+00,4.376932680999999770e-01,1.588732294076678819e+00,2.129159385762499994e+02,-1.477110447342759765e-02
1.339858055000000103e+00,2.469182729999999992e+00,3.422829211000000260e-01,1.382887271481349600e+00,2.110456153750000396e+02,-1.514331179912237202e-02
7.039687036999999759e-01,2.817902327000000096e+00,9.541528224999999974e-01,1.185740083017258417e+00,1.816103435212500301e+02,-2.100113562896147729e-02
1.364228129000000012e+00,2.493018388999999946e+00,4.024728834999999894e-01,1.422358186220209930e+00,1.867977146174999916e+02,-1.996881270112140644e-02
1.118650555999999963e+00,3.040560961000000173e+00,2.768361865999999782e-01,1.152396347030976598e+00,1.752303844550000065e+02,-2.227079185763042660e-02
1.400089383000000076e+00,2.389669656999999781e+00,4.083333015000000232e-01,1.458419132315265099e+00,1.850832641525000213e+02,-2.031000026816186937e-02
1.007450460999999908e+00,3.287664175000000188e+00,2.023181467999999872e-01,1.027564627599499847e+00,1.378867073150000238e+02,-2.970244334470989803e-02
1.187949657000000103e+00,2.874559402000000041e+00,3.022154867999999883e-01,1.225788965535331787e+00,2.017837398675000316e+02,-1.698648944417356990e-02
1.186717629000000107e+00,2.933991193999999858e+00,3.508727550999999889e-01,1.237501685352729863e+00,1.793707782475000272e+02,-2.144682469527059779e-02
1.323595046999999969e+00,2.655706406000000186e+00,4.324431418999999943e-01,1.392447815689793034e+00,1.710363071200000036e+02,-2.310544241833252174e-02
-7.194213866999999984e-01,2.644666432999999817e+00,1.015469551000000026e+00,1.244486054823232157e+00,1.884297145587500211e+02,-1.964403336177474035e-02
1.349708914999999898e+00,2.516622781999999781e+00,3.894627988000000096e-01,1.404775934759563860e+00,1.918783168575000104e+02,-1.895773751828376194e-02
1.106446266000000067e+00,3.029175519999999899e+00,2.165599464999999890e-01,1.127440264481194498e+00,1.836516987112500203e+02,-2.059489174792783830e-02
1.476597308999999969e+00,1.878478885000000043e+00,2.673714160999999812e-01,1.500608905442507801e+00,2.829893554687500341e+02,-8.260071306679574871e-04
7.521163820999999805e-01,3.809695481999999966e+00,1.973382086000000091e-01,7.775740612936173912e-01,9.995600735749999899e+01,-3.725091645538761848e-02
1.050554156000000017e+00,3.262197495000000114e+00,3.511118889000000021e-01,1.107674858979745158e+00,1.261894302550000049e+02,-3.203028283764017964e-02
1.215555549000000068e+00,2.918053865000000080e+00,4.114030599999999871e-01,1.283287875140280088e+00,1.535390094525000109e+02,-2.658752635299853687e-02
1.474521041000000032e+00,2.340845822999999992e+00,5.398451685999999805e-01,1.570237277105752005e+00,1.569430874112500192e+02,-2.591009116284739150e-02
1.260312676000000076e+00,2.834239960000000114e+00,4.505591393000000222e-01,1.338428772588604376e+00,1.602136668912499999e+02,-2.525922309848854450e-02
1.706725717000000087e+00,1.022961258999999901e+00,3.430731296999999791e-01,1.740865257678295253e+00,2.335618503750000059e+02,-1.066242442710872533e-02
1.071681142000000087e+00,3.161375045999999855e+00,2.742593287999999796e-01,1.106218174481078842e+00,1.514378118487500160e+02,-2.700567929058995606e-02
1.585271955000000066e+00,1.449958920000000040e+00,2.659626901000000099e-01,1.607427548549156482e+00,2.491462818162500241e+02,-7.561014176011696120e-03
1.089516997000000043e+00,3.088981627999999979e+00,2.374320477000000096e-01,1.115088007301178630e+00,1.702482330150000109e+02,-2.326227464651389742e-02
1.357284903999999903e+00,2.460944652999999871e+00,3.703151642999999993e-01,1.406895742952129602e+00,1.992015872962500111e+02,-1.750035576548025079e-02
1.270948052000000050e+00,2.551244973999999832e+00,2.315945624999999897e-01,1.291876539094259257e+00,2.438272254862500290e+02,-8.619543381277419702e-03
1.286458491999999953e+00,2.739736557000000072e+00,4.165113865999999776e-01,1.352204565443545725e+00,1.791668483937500298e+02,-2.148740815455874725e-02
-8.825490474999999613e-01,1.769399524000000001e+00,1.225385307999999895e+00,1.510119854284888152e+00,2.785995540650000066e+02,-1.699608142369572099e-03
1.119367122999999964e+00,2.996146441000000049e+00,2.227535247999999912e-01,1.141315858500231872e+00,1.898337093537500095e+02,-1.936462863237444973e-02
1.230760454999999975e+00,2.900327921000000142e+00,4.390279948999999959e-01,1.306719892669320870e+00,1.584675521974999981e+02,-2.560671206728425478e-02
1.504698633999999924e+00,1.759546875999999926e+00,2.587298452999999832e-01,1.526780636506249289e+00,2.922472309225000231e+02,1.016374475865439077e-03
1.283273697000000046e+00,2.770939112000000204e+00,4.424368142999999809e-01,1.357402562271038393e+00,1.528971723562500244e+02,-2.671525639931740526e-02
