nodenumber     x-coordinate     y-coordinate     z-coordinate     y-coordinate pressure-coefficient 
      2090 -7.425355911E-01  2.719773054E+00 -9.676912427E-01  2.719773054E+00  1.987108961E-02 
      2091 -1.406855941E+00  3.446680903E-01 -9.674827456E-01  3.446680903E-01  7.904046178E-01 
      2092  1.406855941E+00  3.446680903E-01 -9.674827456E-01  3.446680903E-01  7.850464582E-01 
      2093 -9.822534323E-01  2.545046568E+00 -9.673314691E-01  2.545046568E+00  1.776596159E-02 
      2094 -6.266991496E-01  2.916438818E+00 -9.663922191E-01  2.916438818E+00  1.869424060E-02 
      2095  1.258200884E+00  2.354241371E+00 -9.654514790E-01  2.354241371E+00  1.262575760E-02 
      2096  1.514261842E+00  1.832935691E+00 -9.651330113E-01  1.832935691E+00  1.143437345E-02 
      2097 -1.173811197E+00  2.477292061E+00 -9.646400213E-01  2.477292061E+00  1.253905986E-02 
      2098 -1.274324417E+00  2.933897078E-01 -9.646383524E-01  2.933897078E-01  1.213205934E+00 
      2099  1.274324417E+00  2.933897078E-01 -9.646383524E-01  2.933897078E-01  1.209540725E+00 
      2100 -1.044787884E+00  2.545939445E+00 -9.645103812E-01  2.545939445E+00  1.600015536E-02 
      2101 -6.653708220E-01  2.864372492E+00 -9.624570608E-01  2.864372492E+00  1.849448681E-02 
      2102 -1.139090538E+00  2.513764620E+00 -9.620407224E-01  2.513764620E+00  1.366699114E-02 
      2103 -1.415455937E+00  1.601608634E+00 -9.618821740E-01  1.601608634E+00  2.381253541E-01 
      2104  1.415455937E+00  1.601608634E+00 -9.618821740E-01  1.601608634E+00  2.388926595E-01 
      2105  5.213738680E-01  3.080965281E+00 -9.604948759E-01  3.080965281E+00  1.794596203E-02 
      2106 -1.373733044E+00  1.029234767E+00 -9.603095651E-01  1.029234767E+00  7.801700383E-02 
      2107  1.421302319E+00  8.932541013E-01 -9.602738619E-01  8.932541013E-01  1.901062764E-02 
      2108  1.472382903E+00  7.267759442E-01 -9.599326253E-01  7.267759442E-01  2.485144697E-02 
      2109 -8.804382086E-01  2.599489212E+00 -9.594427347E-01  2.599489212E+00  1.957660913E-02 
      2110  1.102398634E+00  2.543226957E+00 -9.594411254E-01  2.543226957E+00  1.459232997E-02 
      2111  1.038957834E+00  2.566766500E+00 -9.585904479E-01  2.566766500E+00  1.563405246E-02 
      2112 -1.879341155E-01  1.071255133E-01 -9.577758312E-01  1.071255133E-01  1.483004570E+00 
      2113 -1.248136520E+00  2.382901192E+00 -9.577288628E-01  2.382901192E+00  1.175038610E-02 
      2114  1.201346159E+00  1.428159714E+00 -9.576597214E-01  1.428159714E+00  2.488963157E-01 
      2115 -1.201345563E+00  1.428163767E+00 -9.576577544E-01  1.428163767E+00  2.285618782E-01 
      2116 -1.075923681E+00  2.367487103E-01 -9.576411843E-01  2.367487103E-01  1.379571199E+00 
      2117  6.408573985E-01  2.916392803E+00 -9.570813775E-01  2.916392803E+00  1.675965823E-02 
      2118  2.902846634E-01  3.329999924E+00 -9.569403529E-01  3.329999924E+00  2.181709558E-02 
      2119  1.356448293E+00  1.082114697E+00 -9.564365149E-01  1.082114697E+00  1.176694110E-01 
      2120 -1.174200535E+00  1.482714295E+00 -9.561004639E-01  1.482714295E+00  2.342284620E-01 
      2121  1.174200535E+00  1.482714295E+00 -9.561004639E-01  1.482714295E+00  2.507292926E-01 
      2122 -1.475773931E+00  7.239619493E-01 -9.559332132E-01  7.239619493E-01  2.895665355E-02 
      2123 -1.463225245E+00  3.831930459E-01 -9.559014440E-01  3.831930459E-01  5.156919360E-01 
      2124  1.463225245E+00  3.831930459E-01 -9.559014440E-01  3.831930459E-01  5.346913934E-01 
      2125  9.737940431E-01  2.586432457E+00 -9.558583498E-01  2.586432457E+00  1.673841290E-02 
      2126 -3.920582831E-01  3.242702961E+00 -9.557783008E-01  3.242702961E+00  1.940727420E-02 
      2127  1.585775614E+00  1.692789435E+00 -9.557478428E-01  1.692789435E+00  8.613979071E-02 
      2128 -7.868274450E-01  2.685862780E+00 -9.556266665E-01  2.685862780E+00  1.978572644E-02 
      2129  7.999580503E-01  2.674118280E+00 -9.546309114E-01  2.674118280E+00  1.769286953E-02 
      2130  7.324823737E-01  2.768307447E+00 -9.545896649E-01  2.768307447E+00  1.710674539E-02 
      2131  1.161277056E+00  2.513265610E+00 -9.543960690E-01  2.513265610E+00  1.301158499E-02 
      2132  8.815516829E-01  1.914032847E-01 -9.533420205E-01  1.914032847E-01  1.426195383E+00 
      2133 -1.416052818E+00  2.053760052E+00 -9.525051713E-01  2.053760052E+00  3.769892268E-03 
      2134 -1.587771535E+00  1.692789197E+00 -9.522929192E-01  1.692789197E+00  1.117513180E-01 
      2135 -9.421025515E-01  2.604557514E+00 -9.522590637E-01  2.604557514E+00  1.785544492E-02 
      2136 -8.375695348E-01  2.649297237E+00 -9.519572258E-01  2.649297237E+00  1.941489242E-02 
      2137  9.127904773E-01  2.614772558E+00 -9.513893723E-01  2.614772558E+00  1.762403361E-02 
      2138 -7.298071384E-01  2.781142235E+00 -9.511032104E-01  2.781142235E+00  1.869658567E-02 
      2139 -1.086505413E+00  2.575170040E+00 -9.510850906E-01  2.575170040E+00  1.312072575E-02 
      2140  1.203842044E+00  2.694489360E-01 -9.503693581E-01  2.694489360E-01  1.288279891E+00 
      2141 -1.203819871E+00  2.694321573E-01 -9.503226876E-01  2.694321573E-01  1.292304397E+00 
      2142 -1.528749347E+00  5.299999714E-01 -9.502239227E-01  5.299999714E-01  1.036293879E-01 
      2143  1.528749347E+00  5.299999714E-01 -9.502239227E-01  5.299999714E-01  1.004887372E-01 
      2144 -1.351541877E+00  1.576660514E+00 -9.499927759E-01  1.576660514E+00  2.320029885E-01 
      2145  1.351541877E+00  1.576660514E+00 -9.499927759E-01  1.576660514E+00  2.435032427E-01 
      2146  8.523137569E-01  2.646963120E+00 -9.496446848E-01  2.646963120E+00  1.753815822E-02 
      2147  1.318686008E+00  2.256446123E+00 -9.482063055E-01  2.256446123E+00  1.050510630E-02 
      2148 -1.486714125E+00  1.912548423E+00 -9.475591779E-01  1.912548423E+00  6.537931040E-03 
      2149  1.234188795E+00  2.422378778E+00 -9.470263720E-01  2.422378778E+00  1.222978253E-02 
      2150  1.318277836E+00  1.193976164E+00 -9.466637373E-01  1.193976164E+00  2.250298411E-01 
      2151  9.978089333E-01  2.153152525E-01 -9.464956522E-01  2.153152525E-01  1.397235155E+00 
      2152  6.808644533E-02  3.457831860E+00 -9.463639259E-01  3.457831860E+00  2.539114468E-02 
      2153 -1.350814104E+00  2.194462538E+00 -9.462848902E-01  2.194462538E+00  6.637008861E-03 
      2154 -1.563134789E+00  1.754032850E+00 -9.450652003E-01  1.754032850E+00  2.403791435E-02 
      2155  1.243926406E+00  1.363044024E+00 -9.443348646E-01  1.363044024E+00  2.455837280E-01 
      2156 -1.137066126E+00  2.559902191E+00 -9.442107677E-01  2.559902191E+00  1.248003729E-02 
      2157 -5.460618138E-01  3.088154793E+00 -9.436523914E-01  3.088154793E+00  1.794121973E-02 
      2158 -6.147305965E-01  2.988930702E+00 -9.434844851E-01  2.988930702E+00  1.732640155E-02 
      2159 -1.034388781E+00  2.617482185E+00 -9.432799816E-01  2.617482185E+00  1.417826023E-02 
      2160  1.282639980E+00  1.282275677E+00 -9.427965283E-01  1.282275677E+00  2.379640788E-01 
      2161  2.001357675E-01  1.043433025E-01 -9.424160123E-01  1.043433025E-01  1.524824381E+00 
      2162  6.226293445E-01  2.979904652E+00 -9.421573877E-01  2.979904652E+00  1.598473825E-02 
      2163  1.503790140E+00  6.536252499E-01 -9.418109655E-01  6.536252499E-01  3.235144541E-02 
      2164  1.353452206E+00  2.194940567E+00 -9.415044188E-01  2.194940567E+00  7.799365092E-03 
      2165 -9.933802485E-02  3.464143276E+00 -9.409208298E-01  3.464143276E+00  2.531434968E-02 
      2166 -4.648668170E-01  3.199164629E+00 -9.407622814E-01  3.199164629E+00  1.827554405E-02 
      2167 -8.998517394E-01  2.658126593E+00 -9.398098588E-01  2.658126593E+00  1.804608665E-02 
      2168 -1.245720148E+00  1.367178679E+00 -9.393397570E-01  1.367178679E+00  2.182118595E-01 
      2169 -1.289338589E+00  1.552543879E+00 -9.392255545E-01  1.552543879E+00  2.301219255E-01 
      2170  1.289338589E+00  1.552543879E+00 -9.392255545E-01  1.552543879E+00  2.464400977E-01 
      2171 -1.223681450E+00  2.451929569E+00 -9.389638305E-01  2.451929569E+00  1.091488637E-02 
      2172  7.861924767E-01  2.735344172E+00 -9.385225177E-01  2.735344172E+00  1.681401953E-02 
      2173  7.193470597E-01  2.831004620E+00 -9.374713302E-01  2.831004620E+00  1.618276350E-02 
      2174 -7.776610255E-01  2.748558283E+00 -9.371529818E-01  2.748558283E+00  1.847939566E-02 
      2175 -1.506821513E+00  4.233487248E-01 -9.367144108E-01  4.233487248E-01  3.454371691E-01 
      2176  1.506821513E+00  4.233487248E-01 -9.367144108E-01  4.233487248E-01  3.359273076E-01 
      2177 -1.508119583E+00  6.494886279E-01 -9.365893006E-01  6.494886279E-01  3.718011081E-02 
      2178 -8.212451935E-01  2.709709883E+00 -9.364994168E-01  2.709709883E+00  1.856472157E-02 
      2179 -3.522500396E-01  3.329999924E+00 -9.359059334E-01  3.329999924E+00  1.919413172E-02 
      2180 -1.290396333E+00  1.276456475E+00 -9.357464910E-01  1.276456475E+00  2.095692158E-01 
      2181 -3.845924437E-01  1.151753888E-01 -9.356291294E-01  1.151753888E-01  1.523734450E+00 
      2182  2.130066305E-01  3.433686972E+00 -9.349052310E-01  3.433686972E+00  2.230347320E-02 
      2183  1.024920225E+00  2.646764517E+00 -9.348176718E-01  2.646764517E+00  1.392846834E-02 
      2184 -7.169339061E-01  2.842436314E+00 -9.343264103E-01  2.842436314E+00  1.807797328E-02 
      2185  6.609762311E-01  1.479447484E-01 -9.341977835E-01  1.479447484E-01  1.474488258E+00 
      2186  1.145298243E+00  2.574688673E+00 -9.340308905E-01  2.574688673E+00  1.169866230E-02 
      2187  9.630976915E-01  2.666099548E+00 -9.329727888E-01  2.666099548E+00  1.527848840E-02 
      2188  8.454552889E-01  2.706431627E+00 -9.324221015E-01  2.706431627E+00  1.646280475E-02 
      2189  9.019675255E-01  2.685339689E+00 -9.314972758E-01  2.685339689E+00  1.620235480E-02 
      2190 -7.623617053E-01  2.784998655E+00 -9.304757118E-01  2.784998655E+00  1.786636561E-02 
      2191 -9.712128639E-01  2.673318386E+00 -9.303200841E-01  2.673318386E+00  1.554964762E-02 
      2192 -8.698672652E-01  2.702742338E+00 -9.297702312E-01  2.702742338E+00  1.758685149E-02 
      2193  1.097840667E+00  2.627023458E+00 -9.297613502E-01  2.627023458E+00  1.147871558E-02 
      2194  6.002751589E-01  3.044690371E+00 -9.289700389E-01  3.044690371E+00  1.569098793E-02 
      2195  1.525481701E+00  1.633602977E+00 -9.285286665E-01  1.633602977E+00  2.217709422E-01 
      2196  1.209944487E+00  2.490308285E+00 -9.284230471E-01  2.490308285E+00  1.175278332E-02 
      2197  1.447946906E+00  2.017117977E+00 -9.283667803E-01  2.017117977E+00  5.453761201E-03 
      2198  1.492753148E+00  1.924015760E+00 -9.278330803E-01  1.924015760E+00  7.455459330E-03 
      2199 -1.526238084E+00  1.633718967E+00 -9.277882576E-01  1.633718967E+00  2.590032518E-01 
      2200 -5.275079012E-01  3.153154373E+00 -9.268063903E-01  3.153154373E+00  1.745110191E-02 
      2201 -1.114683867E+00  2.622711420E+00 -9.260004163E-01  2.622711420E+00  1.053097937E-02 
      2202  4.577018619E-01  3.243206263E+00 -9.259266853E-01  3.243206263E+00  1.748926938E-02 
      2203 -8.573105931E-01  1.803713739E-01 -9.251092672E-01  1.803713739E-01  1.504950047E+00 
      2204 -6.027466655E-01  3.049967051E+00 -9.250916243E-01  3.049967051E+00  1.702375524E-02 
      2205  1.562296629E+00  1.781024098E+00 -9.245327711E-01  1.781024098E+00  1.649728231E-02 
      2206 -1.145196199E+00  2.472477853E-01 -9.233766198E-01  2.472477853E-01  1.348375320E+00 
      2207  1.305632710E+00  2.312889338E+00 -9.228122830E-01  2.312889338E+00  9.841043502E-03 
      2208 -1.538480639E+00  4.750682414E-01 -9.219258428E-01  4.750682414E-01  2.013651133E-01 
      2209  1.538480639E+00  4.750682414E-01 -9.219258428E-01  4.750682414E-01  1.843532622E-01 
      2210 -1.325665832E+00  2.274680138E+00 -9.215856791E-01  2.274680138E+00  7.216875441E-03 
      2211  1.112512946E+00  2.381409854E-01 -9.213428497E-01  2.381409854E-01  1.359911203E+00 
      2212  7.060588002E-01  2.893630266E+00 -9.201537371E-01  2.893630266E+00  1.526091807E-02 
      2213 -1.198955417E+00  2.520797729E+00 -9.199907780E-01  2.520797729E+00  1.040666178E-02 
      2214 -1.534321785E+00  5.863825679E-01 -9.194336534E-01  5.863825679E-01  5.846812949E-02 
      2215  1.534321785E+00  5.863825679E-01 -9.194336534E-01  5.863825679E-01  4.853408411E-02 
      2216 -9.284593463E-01  2.718721390E+00 -9.192988276E-01  2.718721390E+00  1.573814638E-02 
      2217 -1.370887280E+00  1.110819340E+00 -9.192818999E-01  1.110819340E+00  1.624882519E-01 
      2218 -2.502230704E-01  3.448538542E+00 -9.192553163E-01  3.448538542E+00  2.074103989E-02 
      2219 -1.375723481E+00  3.152177036E-01 -9.192290306E-01  3.152177036E-01  1.066582918E+00 
      2220  1.375723481E+00  3.152177036E-01 -9.192290306E-01  3.152177036E-01  1.046980619E+00 
      2221  5.254379511E-01  3.173796654E+00 -9.191960096E-01  3.173796654E+00  1.607633196E-02 
      2222  7.739879489E-01  2.803231955E+00 -9.191868901E-01  2.803231955E+00  1.580960862E-02 
      2223 -1.031080127E+00  2.692301750E+00 -9.191547036E-01  2.692301750E+00  1.252264250E-02 
      2224  1.419893146E+00  2.087043285E+00 -9.186884761E-01  2.087043285E+00  4.594448954E-03 
      2225 -1.222868085E+00  1.524930835E+00 -9.186686277E-01  1.524930835E+00  2.314331383E-01 
      2226  1.222868085E+00  1.524930835E+00 -9.186686277E-01  1.524930835E+00  2.479561269E-01 
      2227  3.977484703E-01  3.329999924E+00 -9.174944758E-01  3.329999924E+00  1.801137440E-02 
      2228 -8.392997384E-01  2.757348537E+00 -9.174726009E-01  2.757348537E+00  1.728307456E-02 
      2229 -1.588917375E+00  1.653690457E+00 -9.173619151E-01  1.653690457E+00  2.094860375E-01 
      2230  1.588917375E+00  1.653690457E+00 -9.173619151E-01  1.653690457E+00  1.728092134E-01 
      2231 -7.039160132E-01  2.903654575E+00 -9.173611999E-01  2.903654575E+00  1.664867438E-02 
      2232  1.312066197E+00  2.937847674E-01 -9.144592285E-01  2.937847674E-01  1.207507730E+00 
      2233  1.419623494E+00  9.875692725E-01 -9.142736197E-01  9.875692725E-01  1.799843833E-02 
      2234 -1.311792016E+00  2.936577201E-01 -9.142681360E-01  2.936577201E-01  1.208309531E+00 
      2235 -1.441210270E+00  3.440825045E-01 -9.140481353E-01  3.440825045E-01  7.931119204E-01 
      2236  1.441210270E+00  3.440825343E-01 -9.140481353E-01  3.440825343E-01  7.895011306E-01 
      2237 -1.466925025E+00  1.609709382E+00 -9.125410914E-01  1.609709382E+00  2.536048293E-01 
      2238  1.467107415E+00  1.609751821E+00 -9.124338627E-01  1.609751821E+00  2.314678878E-01 
      2239  8.355607390E-01  2.776197672E+00 -9.121339321E-01  2.776197672E+00  1.536421571E-02 
      2240  1.010991573E+00  2.721583128E+00 -9.117631316E-01  2.721583128E+00  1.263570879E-02 
      2241 -1.090578318E+00  2.677332401E+00 -9.115600586E-01  2.677332401E+00  1.086828019E-02 
      2242 -1.507302761E+00  7.104578614E-01 -9.115310311E-01  7.104578614E-01  3.306417167E-02 
      2243 -1.251289964E+00  2.746660113E-01 -9.114966989E-01  2.746660113E-01  1.278594851E+00 
      2244  8.990159631E-01  2.752173185E+00 -9.114630818E-01  2.752173185E+00  1.464228053E-02 
      2245  1.480604649E+00  8.045659065E-01 -9.113825560E-01  8.045659065E-01  2.320319600E-02 
      2246  9.536768198E-01  2.741353035E+00 -9.105004072E-01  2.741353035E+00  1.358671486E-02 
      2247 -1.485305786E+00  7.907155156E-01 -9.103913307E-01  7.907155156E-01  2.764527500E-02 
      2248  1.506448865E+00  7.161647677E-01 -9.103690386E-01  7.161647677E-01  2.825414017E-02 
      2249 -8.041045070E-01  2.803411245E+00 -9.099656940E-01  2.803411245E+00  1.689768396E-02 
      2250  5.879625678E-01  3.107071877E+00 -9.099153280E-01  3.107071877E+00  1.517966203E-02 
      2251  1.185446858E+00  2.558010578E+00 -9.096253514E-01  2.558010578E+00  1.154792029E-02 
      2252 -5.801757574E-01  3.120748281E+00 -9.089609981E-01  3.120748281E+00  1.641034707E-02 
      2253 -1.401836753E+00  2.136246920E+00 -9.087421894E-01  2.136246920E+00  3.141484689E-03 
      2254 -1.444677234E+00  9.243162870E-01 -9.087124467E-01  9.243162870E-01  2.317009680E-02 
      2255 -9.946755767E-01  2.740884781E+00 -9.071340561E-01  2.740884781E+00  1.248343941E-02 
      2256 -8.970943689E-01  2.771330833E+00 -9.057071805E-01  2.771330833E+00  1.519585960E-02 
      2257  1.076847792E+00  2.705636263E+00 -9.043335319E-01  2.705636263E+00  1.141279563E-02 
      2258 -1.298707128E+00  2.348861933E+00 -9.041562080E-01  2.348861933E+00  8.058763109E-03 
      2259  1.397177815E+00  2.151521206E+00 -9.040050507E-01  2.151521206E+00  4.171922337E-03 
      2260 -1.496504307E+00  3.833637238E-01 -9.031831026E-01  3.833637238E-01  5.193830729E-01 
      2261  1.496504307E+00  3.833637238E-01 -9.031831026E-01  3.833637238E-01  5.137768984E-01 
      2262 -7.033663392E-01  1.480167657E-01 -9.030601978E-01  1.480167657E-01  1.546585560E+00 
      2263 -1.547522902E+00  1.839197874E+00 -9.026432633E-01  1.839197874E+00  1.121348143E-02 
      2264  6.926177144E-01  2.956183910E+00 -9.026370049E-01  2.956183910E+00  1.462669764E-02 
      2265  7.582700253E-01  2.866730690E+00 -9.023587108E-01  2.866730690E+00  1.472145412E-02 
      2266 -7.637425065E-01  2.864483833E+00 -9.011225700E-01  2.864483833E+00  1.660600305E-02 
      2267  1.215219975E+00  1.486026525E+00 -9.010985494E-01  1.486026525E+00  2.467138618E-01 
      2268 -1.173933983E+00  2.589489222E+00 -9.007912278E-01  2.589489222E+00  1.038773265E-02 
      2269 -1.215461612E+00  1.486042976E+00 -9.007605910E-01  1.486042976E+00  2.295398712E-01 
      2270  1.241782188E+00  2.695467174E-01 -9.006896019E-01  2.695467174E-01  1.283815742E+00 
      2271 -6.907538176E-01  2.964796305E+00 -9.002078772E-01  2.964796305E+00  1.609229669E-02 
      2272 -1.558845758E+00  5.299999714E-01 -8.999999762E-01  5.299999714E-01  1.097810045E-01 
      2273  1.558845758E+00  5.299999714E-01 -8.999999762E-01  5.299999714E-01  9.137443453E-02 
      2274  3.290469944E-01  3.435687065E+00 -8.997584581E-01  3.435687065E+00  1.820314676E-02 
      2275  1.283695221E+00  2.384214163E+00 -8.991132379E-01  2.384214163E+00  9.793384001E-03 
      2276 -1.618595719E+00  1.692789197E+00 -8.989036679E-01  1.692789197E+00  1.044852212E-01 
      2277 -5.256856680E-01  3.226083040E+00 -8.965449333E-01  3.226083040E+00  1.602561772E-02 
      2278  1.620589852E+00  1.692789435E+00 -8.954479098E-01  1.692789435E+00  9.150750190E-02 
      2279 -8.624030352E-01  2.816686153E+00 -8.952200413E-01  2.816686153E+00  1.525421813E-02 
      2280 -1.264747381E+00  2.425780058E+00 -8.950116634E-01  2.425780058E+00  9.220479988E-03 
      2281  9.481967688E-01  2.792626858E+00 -8.945763707E-01  2.792626858E+00  1.258121151E-02 
      2282 -5.660347939E-01  3.174399376E+00 -8.945043087E-01  3.174399376E+00  1.571656950E-02 
      2283 -9.596672654E-01  2.793303967E+00 -8.932961822E-01  2.793303967E+00  1.271931268E-02 
      2284 -1.403446078E+00  1.583211184E+00 -8.922808170E-01  1.583211184E+00  2.431800216E-01 
      2285  1.403446078E+00  1.583211184E+00 -8.922808170E-01  1.583211184E+00  2.358803898E-01 
      2286 -1.481165290E+00  1.991961956E+00 -8.920920491E-01  1.991961956E+00  4.098469391E-03 
      2287 -1.230414398E-02  3.586715460E+00 -8.915107846E-01  3.586715460E+00  2.189335227E-02 
      2288  8.198687434E-01  2.849326849E+00 -8.913161755E-01  2.849326849E+00  1.416226104E-02 
      2289 -1.062881112E+00  2.748242855E+00 -8.910154700E-01  2.748242855E+00  1.032895315E-02 
      2290  1.346115232E+00  2.270781755E+00 -8.908422589E-01  2.270781755E+00  6.292644888E-03 
      2291  9.963942170E-01  2.788191557E+00 -8.907348514E-01  2.788191557E+00  1.158392802E-02 
      2292  1.251936316E+00  1.427861571E+00 -8.907104731E-01  1.427861571E+00  2.442430705E-01 
      2293  1.160674691E+00  2.625467062E+00 -8.906170130E-01  2.625467062E+00  1.056429558E-02 
      2294  1.256819487E+00  2.446431875E+00 -8.904393911E-01  2.446431875E+00  1.075157523E-02 
      2295  5.185947418E-01  3.249947071E+00 -8.903161287E-01  3.249947071E+00  1.534517296E-02 
      2296 -1.252315640E+00  1.427961588E+00 -8.901083469E-01  1.427961588E+00  2.243443280E-01 
      2297  1.546419263E+00  1.857347012E+00 -8.897186518E-01  1.857347012E+00  1.060312986E-02 
      2298  7.395518422E-01  2.922568798E+00 -8.893686533E-01  2.922568798E+00  1.409777347E-02 
      2299  1.535267472E+00  6.553850174E-01 -8.888016939E-01  6.553850174E-01  3.235495090E-02 
      2300 -1.537197232E+00  6.492918134E-01 -8.881456256E-01  6.492918134E-01  4.004620388E-02 
      2301  8.957153559E-01  2.827789068E+00 -8.879988790E-01  2.827789068E+00  1.289758086E-02 
      2302 -1.536617279E+00  4.243180156E-01 -8.879883289E-01  4.243180156E-01  3.285677433E-01 
      2303  1.536617279E+00  4.243180156E-01 -8.879883289E-01  4.243180156E-01  3.150647283E-01 
      2304 -1.356778145E+00  1.200461626E+00 -8.865526915E-01  1.200461626E+00  2.018559426E-01 
      2305 -6.278561354E-01  3.098881006E+00 -8.865325451E-01  3.098881006E+00  1.529486477E-02 
      2306  5.257241130E-01  1.193158329E-01 -8.849974275E-01  1.193158329E-01  1.507515073E+00 
      2307  6.790238023E-01  3.018666029E+00 -8.849210739E-01  3.018666029E+00  1.394907851E-02 
      2308 -7.494990826E-01  2.925571203E+00 -8.842516541E-01  2.925571203E+00  1.492854673E-02 
      2309 -8.259494901E-01  2.869150877E+00 -8.836699724E-01  2.869150877E+00  1.523445547E-02 
      2310 -6.774474382E-01  3.025860786E+00 -8.828666806E-01  3.025860786E+00  1.538806409E-02 
      2311 -1.696685255E-01  3.572532892E+00 -8.820416927E-01  3.572532892E+00  1.988939755E-02 
      2312 -4.713967443E-01  3.329999924E+00 -8.819212914E-01  3.329999924E+00  1.580750756E-02 
      2313 -7.268516421E-01  2.958133698E+00 -8.815001249E-01  2.958133698E+00  1.523858216E-02 
      2314 -9.230823517E-01  2.839886904E+00 -8.814501762E-01  2.839886904E+00  1.309152879E-02 
      2315  1.054352760E+00  2.777288198E+00 -8.814466000E-01  2.777288198E+00  1.137242280E-02 
      2316 -1.148593187E+00  2.657986879E+00 -8.813465238E-01  2.657986879E+00  1.023018360E-02 
      2317  5.904344916E-01  3.169042349E+00 -8.809804320E-01  3.169042349E+00  1.390459761E-02 
      2318 -1.380867720E+00  2.213644981E+00 -8.800384402E-01  2.213644981E+00  2.708930289E-03 
      2319  1.293525100E+00  1.356934667E+00 -8.793199658E-01  1.356934667E+00  2.385071367E-01 
      2320 -1.240491867E+00  2.490969419E+00 -8.790855408E-01  2.490969419E+00  9.390089661E-03 
      2321  1.174337864E+00  2.457740158E-01 -8.789151907E-01  2.457740158E-01  1.338891983E+00 
      2322  1.604563832E+00  1.747576237E+00 -8.785642982E-01  1.747576237E+00  1.912766322E-02 
      2323 -1.292951941E+00  1.359764338E+00 -8.782436848E-01  1.359764338E+00  2.171095759E-01 
      2324 -1.424638867E+00  1.037537456E+00 -8.782213330E-01  1.037537456E+00  5.996865034E-02 
      2325 -1.335337043E+00  1.556167126E+00 -8.773581982E-01  1.556167126E+00  2.337893844E-01 
      2326  1.335337043E+00  1.556167126E+00 -8.773581982E-01  1.556167126E+00  2.401061356E-01 
      2327 -8.808863163E-01  2.867896080E+00 -8.765608668E-01  2.867896080E+00  1.371607371E-02 
      2328 -1.192448974E+00  2.502190769E-01 -8.760294318E-01  2.502190769E-01  1.334283471E+00 
      2329  9.717179537E-01  2.844123602E+00 -8.744652271E-01  2.844123602E+00  1.098584104E-02 
      2330  4.857634008E-01  3.329999924E+00 -8.740903139E-01  3.329999924E+00  1.507493947E-02 
      2331  1.472216129E+00  9.051491022E-01 -8.738572598E-01  9.051491022E-01  2.116791345E-02 
      2332  1.616230160E-01  3.593142748E+00 -8.737460971E-01  3.593142748E+00  1.874089241E-02 
      2333 -1.028396249E+00  2.817259550E+00 -8.729063272E-01  2.817259550E+00  1.098921243E-02 
      2334  2.769318223E-01  3.536165714E+00 -8.718725443E-01  3.536165714E+00  1.748980954E-02 
      2335 -6.073791981E-01  3.163882971E+00 -8.717133999E-01  3.163882971E+00  1.467458345E-02 
      2336 -1.567672610E+00  4.751681089E-01 -8.714120984E-01  4.751681089E-01  1.974623948E-01 
      2337  1.567672610E+00  4.751681089E-01 -8.714120984E-01  4.751681089E-01  1.778360903E-01 
      2338  1.135607004E+00  2.692658663E+00 -8.713818789E-01  2.692658663E+00  1.180070546E-02 
      2339  1.494250536E+00  1.989730954E+00 -8.713496923E-01  1.989730954E+00  5.667378195E-03 
      2340  7.381689548E-01  2.975248098E+00 -8.702102304E-01  2.975248098E+00  1.345999260E-02 
      2341  7.946360707E-01  2.929197311E+00 -8.697223067E-01  2.929197311E+00  1.312321797E-02 
      2342  1.335015774E+00  1.278431535E+00 -8.695979118E-01  1.278431535E+00  2.328895926E-01 
      2343 -1.563324332E+00  5.868786573E-01 -8.689950705E-01  5.868786573E-01  6.032082066E-02 
      2344  1.563324332E+00  5.868786573E-01 -8.689950705E-01  5.868786573E-01  4.355837032E-02 
      2345 -7.972186804E-01  2.930349827E+00 -8.687515259E-01  2.930349827E+00  1.423669700E-02 
      2346 -4.446464479E-01  3.392186403E+00 -8.685047030E-01  3.392186403E+00  1.475670747E-02 
      2347 -1.257998705E+00  1.527065277E+00 -8.683089614E-01  1.527065277E+00  2.298912406E-01 
      2348  1.257998705E+00  1.527065277E+00 -8.683089614E-01  1.527065277E+00  2.432881296E-01 
      2349  6.652770638E-01  3.081076145E+00 -8.670059443E-01  3.081076145E+00  1.299240720E-02 
      2350 -1.603647709E+00  1.763836622E+00 -8.668740392E-01  1.763836622E+00  1.869018748E-02 
      2351  1.023222804E+00  2.044737786E-01 -8.668733835E-01  2.044737786E-01  1.415642738E+00 
      2352 -9.754005075E-01  2.864032269E+00 -8.666335344E-01  2.864032269E+00  1.125113480E-02 
      2353  8.652958870E-01  2.903772831E+00 -8.665583730E-01  2.903772831E+00  1.217470597E-02 
      2354 -3.850769401E-01  3.460192919E+00 -8.660669327E-01  3.460192919E+00  1.458061673E-02 
      2355  5.765605569E-01  3.224670649E+00 -8.653411865E-01  3.224670649E+00  1.372358855E-02 
      2356 -6.639971733E-01  3.086847305E+00 -8.653379679E-01  3.086847305E+00  1.437901147E-02 
      2357 -9.724051952E-01  1.922842264E-01 -8.648774624E-01  1.922842264E-01  1.458774567E+00 
      2358 -7.179052830E-01  3.012332916E+00 -8.646268845E-01  3.012332916E+00  1.471770927E-02 
      2359 -1.410751581E+00  3.152177036E-01 -8.645097017E-01  3.152177036E-01  1.065879107E+00 
