cellnumber     x-coordinate     y-coordinate     z-coordinate     y-coordinate pressure-coefficient 
      5222 -1.322372794E+00  1.397413254E+00 -1.231178880E+00  1.389136314E+00  1.206620117E+03 
      5223 -1.384734035E+00  1.556744576E+00 -1.185443759E+00  1.551419139E+00  1.846677368E+03 
      5224 -1.374616027E+00  1.567751527E+00 -1.211652875E+00  1.570962667E+00  4.655484924E+02 
      5225 -1.523010850E+00  1.645495057E+00 -9.912447333E-01  1.635476232E+00  2.383283203E+03 
      5226 -1.370420933E+00  1.542889714E+00 -1.203086972E+00  1.536151409E+00  1.049735352E+03 
      5227 -1.361194491E+00  1.520738244E+00 -1.207964540E+00  1.519537687E+00  1.028786377E+03 
      5228 -1.557804585E+00  1.647031903E+00 -9.385318160E-01  1.639537334E+00  2.424779297E+03 
      5229 -1.175506592E+00  1.361876488E+00 -1.108855844E+00  1.353508830E+00  2.176857422E+03 
      5230 -1.291351914E+00  1.280896544E+00 -1.262162328E+00  1.279436350E+00  8.380630493E+02 
      5231 -1.497648239E+00  1.648648858E+00 -1.050671101E+00  1.637629509E+00  2.187275635E+03 
      5232 -1.580791950E+00  1.643253803E+00 -8.801514506E-01  1.630165577E+00  2.591896484E+03 
      5233 -1.324760914E+00  1.426983237E+00 -1.238422275E+00  1.424297929E+00  7.812321167E+02 
      5234 -1.358046174E+00  1.493419051E+00 -1.199845433E+00  1.488713622E+00  1.390801758E+03 
      5235 -1.334575653E+00  1.420616746E+00 -1.214347839E+00  1.420146823E+00  1.457804321E+03 
      5236 -1.426618695E+00  1.546329498E+00 -6.709123254E-01  1.534797549E+00  2.457447266E+03 
      5237 -1.477185845E+00  1.648635387E+00 -1.086046696E+00  1.636436462E+00  2.160393555E+03 
      5238 -1.299616218E+00  1.275710821E+00 -1.241280913E+00  1.269337535E+00  1.698529419E+03 
      5239 -1.347916007E+00  1.501958251E+00 -1.225211978E+00  1.500993609E+00  7.227702026E+02 
      5240 -1.344767690E+00  1.474638939E+00 -1.217092633E+00  1.469994664E+00  1.016147522E+03 
      5241 -1.175464630E+00  1.299852967E+00 -1.134172320E+00  1.292967439E+00  2.171496338E+03 
      5242 -1.336963654E+00  1.450186729E+00 -1.221591353E+00  1.451655388E+00  1.036658325E+03 
      5243 -1.175564408E+00  1.468003631E+00 -1.048935533E+00  1.464543700E+00  2.274419434E+03 
      5244 -1.292102456E+00  1.260719180E+00 -1.254735589E+00  1.258093834E+00  1.648083130E+03 
      5245 -1.741961002E+00  1.209706306E+00 -4.700707495E-01  1.207869530E+00  6.411701050E+02 
      5246 -1.169688582E+00  1.415753365E+00 -1.077885985E+00  1.408182025E+00  2.217136963E+03 
      5247 -1.364632964E+00  1.546296477E+00 -7.781127095E-01  1.534332395E+00  2.361210205E+03 
      5248 -1.734255672E+00  1.225321174E+00 -4.826792181E-01  1.219580650E+00  6.723697510E+02 
      5249 -1.251411319E+00  1.541918397E+00 -9.527054429E-01  1.528894424E+00  2.237446289E+03 
      5250 -1.183143973E+00  1.159129620E+00 -1.179218173E+00  1.168005943E+00  2.226286621E+03 
      5251 -1.693584085E+00  1.634011149E+00 -6.771235466E-01  1.620802283E+00  2.507800537E+03 
      5252 -1.728670716E+00  1.204939723E+00 -4.866930544E-01  1.202821851E+00  1.575034180E+03 
      5253 -1.496460438E+00  1.467527747E+00 -4.934089184E-01  1.465917230E+00  2.375017578E+03 
      5254 -1.548349380E+00  1.361228585E+00 -4.634676278E-01  1.357976437E+00  2.278860840E+03 
      5255 -1.390842557E+00  1.544770837E+00 -7.252193093E-01  1.535999894E+00  2.440745361E+03 
      5256 -1.468856454E+00  1.511673093E+00 -5.252048373E-01  1.499026179E+00  2.404256104E+03 
      5257 -1.184377074E+00  1.226003289E+00 -1.167216897E+00  1.218161106E+00  2.189329346E+03 
      5258 -1.454366088E+00  1.543164253E+00 -6.072991490E-01  1.532423615E+00  2.439377441E+03 
      5259 -1.743623734E+00  1.177349925E+00 -4.629489183E-01  1.183602214E+00  7.258578491E+02 
      5260 -1.737144947E+00  1.175063372E+00 -4.710123241E-01  1.168462038E+00  1.504290894E+03 
      5261 -1.285140157E+00  1.225321174E+00 -1.260569692E+00  1.221751690E+00  1.056089355E+03 
      5262 -1.278073788E+00  1.209706306E+00 -1.273547053E+00  1.211951256E+00  8.199105225E+02 
      5263 -1.433198333E+00  1.634010911E+00 -1.128125191E+00  1.625468135E+00  2.103937744E+03 
      5264 -1.518654466E+00  1.415085793E+00 -4.738592803E-01  1.413346291E+00  2.324589111E+03 
      5265 -1.285823822E+00  1.204939723E+00 -1.253726125E+00  1.199457407E+00  1.664657715E+03 
      5266 -1.620691299E+00  1.635661960E+00 -7.737381458E-01  1.624495864E+00  2.804566650E+03 
      5267 -1.568913460E+00  1.301770210E+00 -4.510994852E-01  1.300248981E+00  2.273041260E+03 
      5268 -1.732861519E+00  1.144996643E+00 -4.654383361E-01  1.145911932E+00  9.514575806E+02 
      5269 -1.197002530E+00  1.465640426E+00 -9.381729960E-01  1.471685767E+00  2.244126709E+03 
      5270 -1.599952221E+00  1.244265914E+00 -4.461995363E-01  1.244286656E+00  2.286839600E+03 
      5271 -1.693538308E+00  1.610168099E+00 -6.501936913E-01  1.602920055E+00  2.458909668E+03 
      5272 -1.278267860E+00  1.176865458E+00 -1.275245547E+00  1.172995210E+00  1.001194702E+03 
      5273 -1.282011509E+00  1.174578786E+00 -1.265603185E+00  1.176686883E+00  1.527951416E+03 
      5274 -1.493079782E+00  1.640471101E+00 -1.018398881E+00  1.631496072E+00  2.363008789E+03 
      5275 -1.268546224E+00  1.152427197E+00 -1.282518268E+00  1.154317141E+00  6.675864258E+02 
      5276 -1.275042653E+00  1.144512296E+00 -1.264680624E+00  1.138376236E+00  1.913525024E+03 
      5277 -1.576811433E+00  1.632579446E+00 -8.345933557E-01  1.620348573E+00  2.668676270E+03 
      5278 -1.258123517E+00  1.077005386E+00 -1.280276418E+00  1.076363206E+00  6.320548096E+02 
      5279 -1.522562146E+00  1.638843060E+00 -9.593343139E-01  1.630487204E+00  2.473835205E+03 
      5280 -1.267173171E+00  1.120576978E+00 -1.278372169E+00  1.114882946E+00  1.192097046E+03 
      5281 -1.215604186E+00  1.531143785E+00 -1.003346562E+00  1.520813346E+00  2.303371094E+03 
      5282 -1.409853339E+00  1.610168338E+00 -1.141550064E+00  1.599540234E+00  2.125729004E+03 
      5283 -1.549684882E+00  1.636597991E+00 -9.013245702E-01  1.625173688E+00  2.589602051E+03 
      5284 -1.410314560E+00  1.467448115E+00 -5.672698021E-01  1.470989704E+00  2.413785645E+03 
      5285 -1.667223811E+00  1.637524724E+00 -7.022948861E-01  1.623437524E+00  2.643413330E+03 
      5286 -1.415136337E+00  1.578213334E+00 -8.474745750E-01  1.565340757E+00  2.408048096E+03 
      5287 -1.425818324E+00  1.459499955E+00 -5.368664861E-01  1.459896326E+00  2.390070312E+03 
      5288 -1.373372912E+00  1.566389561E+00 -8.617098927E-01  1.552485704E+00  2.312036621E+03 
      5289 -1.618481040E+00  1.176998138E+00 -4.345036447E-01  1.180288792E+00  2.334456299E+03 
      5290 -1.363441586E+00  1.572012901E+00 -9.065439105E-01  1.558195949E+00  2.262964355E+03 
      5291 -1.293810964E+00  1.340514183E+00 -1.207943559E+00  1.335682631E+00  2.114760498E+03 
      5292 -1.441281199E+00  1.437257648E+00 -5.202970505E-01  1.443214655E+00  2.370703613E+03 
      5293 -1.178476691E+00  1.457782149E+00 -9.666771293E-01  1.456877470E+00  2.257238281E+03 
      5294 -1.448272109E+00  1.639848351E+00 -1.092948079E+00  1.629846096E+00  2.129306396E+03 
      5295 -1.314228535E+00  1.420158744E+00 -1.191846728E+00  1.414741039E+00  1.982536377E+03 
      5296 -1.325405955E+00  1.561790466E+00 -9.221921563E-01  1.546230435E+00  2.226665039E+03 
      5297 -1.362724304E+00  1.552059531E+00 -1.160561562E+00  1.547905326E+00  2.126721924E+03 
      5298 -1.390148044E+00  1.587160110E+00 -9.347186089E-01  1.573446989E+00  2.279478027E+03 
      5299 -1.690617919E+00  1.341512322E+00 -5.158295035E-01  1.337743521E+00  2.207420410E+03 
      5300 -1.469052315E+00  1.565520763E+00 -6.917191148E-01  1.551535487E+00  2.503684814E+03 
      5301 -1.338239789E+00  1.491316915E+00 -1.177133441E+00  1.492698908E+00  1.987495483E+03 
      5302 -1.443666101E+00  1.594853044E+00 -8.798246980E-01  1.584643722E+00  2.466442871E+03 
      5303 -1.556274295E+00  1.604415417E+00 -7.317703366E-01  1.588764429E+00  2.678388184E+03 
      5304 -1.689362168E+00  1.420012474E+00 -5.422072411E-01  1.412100911E+00  2.186225586E+03 
      5305 -1.191834569E+00  1.340862393E+00 -1.130468607E+00  1.337748289E+00  2.163304199E+03 
      5306 -1.598507524E+00  1.620082021E+00 -7.356038690E-01  1.605117321E+00  2.749223145E+03 
      5307 -1.428609014E+00  1.598176360E+00 -9.222347140E-01  1.581617117E+00  2.346808105E+03 
      5308 -1.202211976E+00  1.287140489E+00 -1.159082890E+00  1.283433080E+00  2.175588135E+03 
      5309 -1.276926517E+00  1.271797180E+00 -1.219923973E+00  1.267826438E+00  2.212373047E+03 
      5310 -1.430621743E+00  1.575266719E+00 -8.061735034E-01  1.563130736E+00  2.470094238E+03 
      5311 -1.187688231E+00  1.397312522E+00 -1.102275610E+00  1.394351363E+00  2.189222900E+03 
      5312 -1.376943231E+00  1.590397358E+00 -9.734972119E-01  1.575874925E+00  2.246684326E+03 
      5313 -1.196136594E+00  1.496302247E+00 -1.044685960E+00  1.485767722E+00  2.299326660E+03 
      5314 -1.470600486E+00  1.383812308E+00 -5.004758835E-01  1.389891267E+00  2.310171875E+03 
      5315 -1.688602805E+00  1.491225600E+00 -5.703606009E-01  1.492773414E+00  2.339937988E+03 
      5316 -1.171864390E+00  1.435825706E+00 -9.881758690E-01  1.440410137E+00  2.244769775E+03 
      5317 -1.439488888E+00  1.615597129E+00 -9.889935851E-01  1.603373289E+00  2.304365234E+03 
      5318 -1.503851891E+00  1.574412227E+00 -6.751359105E-01  1.558204055E+00  2.527991943E+03 
      5319 -1.186297774E+00  1.446875572E+00 -1.074171901E+00  1.448697686E+00  2.243663818E+03 
      5320 -1.542110920E+00  1.591297507E+00 -6.918417811E-01  1.578925967E+00  2.600042236E+03 
      5321 -1.386809349E+00  1.603453279E+00 -1.110715389E+00  1.594504118E+00  2.218264648E+03 
      5322 -1.655312538E+00  1.603453279E+00 -6.456544399E-01  1.588069916E+00  2.585456299E+03 
      5323 -1.399702668E+00  1.603530049E+00 -9.986093640E-01  1.591332793E+00  2.252205811E+03 
      5324 -1.457158685E+00  1.627932191E+00 -1.019002080E+00  1.612624645E+00  2.291527588E+03 
      5325 -1.462733865E+00  1.571551323E+00 -7.322961688E-01  1.556058288E+00  2.527785156E+03 
      5326 -1.686457276E+00  1.552028775E+00 -5.998591781E-01  1.549501657E+00  2.446194580E+03 
      5327 -1.531206012E+00  1.601671576E+00 -7.617067695E-01  1.588263512E+00  2.689310303E+03 
      5328 -1.455190539E+00  1.613480568E+00 -9.513975978E-01  1.601785898E+00  2.374400879E+03 
      5329 -1.487150550E+00  1.607910991E+00 -8.686723113E-01  1.594437122E+00  2.520624756E+03 
      5330 -1.500985503E+00  1.604242444E+00 -8.266828656E-01  1.591685772E+00  2.617942383E+03 
      5331 -1.312983394E+00  1.567941189E+00 -9.739322066E-01  1.555506825E+00  2.223460449E+03 
      5332 -1.472986579E+00  1.588237882E+00 -7.965342402E-01  1.573097944E+00  2.545152588E+03 
      5333 -1.492117882E+00  1.624184132E+00 -9.400329590E-01  1.611186385E+00  2.431685547E+03 
      5334 -1.406927943E+00  1.561493993E+00 -7.795342803E-01  1.548542261E+00  2.439293945E+03 
      5335 -1.285893321E+00  1.383298755E+00 -1.185366631E+00  1.387096047E+00  2.077860107E+03 
      5336 -1.476760864E+00  1.531096458E+00 -5.510352254E-01  1.513593793E+00  2.410890137E+03 
      5337 -1.524042130E+00  1.270602226E+00 -4.731009305E-01  1.276872993E+00  2.264843750E+03 
      5338 -1.488848090E+00  1.585906029E+00 -7.576033473E-01  1.571349144E+00  2.610593506E+03 
      5339 -1.539768577E+00  1.614252090E+00 -8.086947799E-01  1.606603026E+00  2.695802002E+03 
      5340 -1.357921243E+00  1.577067852E+00 -1.120887280E+00  1.574714899E+00  2.201587402E+03 
      5341 -1.423178673E+00  1.560110211E+00 -7.445878983E-01  1.547504425E+00  2.470321045E+03 
      5342 -1.337814450E+00  1.581400871E+00 -9.970626235E-01  1.565601587E+00  2.222410400E+03 
      5343 -1.509020686E+00  1.621937752E+00 -8.997176290E-01  1.604957223E+00  2.527826172E+03 
      5344 -1.432813287E+00  1.627323031E+00 -1.058175683E+00  1.614606738E+00  2.197431396E+03 
      5345 -1.624635100E+00  1.621958375E+00 -6.995694041E-01  1.607800364E+00  2.688685303E+03 
      5346 -1.208850861E+00  1.254227519E+00 -1.175635695E+00  1.258748293E+00  2.182395752E+03 
      5347 -1.379254699E+00  1.603313088E+00 -1.032960057E+00  1.591170073E+00  2.216420654E+03 
      5348 -1.515539169E+00  1.571070790E+00 -6.384735107E-01  1.556053638E+00  2.492971436E+03 
      5349 -1.331477046E+00  1.521168709E+00 -1.153570652E+00  1.515087724E+00  2.079547119E+03 
      5350 -1.692711353E+00  1.269731402E+00 -4.942853451E-01  1.266289711E+00  2.253731689E+03 
      5351 -1.307861686E+00  1.456342101E+00 -1.170173287E+00  1.451631904E+00  2.042665039E+03 
      5352 -1.168531060E+00  1.382824302E+00 -1.024172068E+00  1.383485198E+00  2.193517578E+03 
      5353 -1.276478529E+00  1.558481216E+00 -9.906752706E-01  1.548411846E+00  2.230847168E+03 
      5354 -1.202564836E+00  1.190655231E+00 -1.192361236E+00  1.191650033E+00  2.209244385E+03 
      5355 -1.499787688E+00  1.559726596E+00 -6.100115776E-01  1.547545433E+00  2.460860107E+03 
      5356 -1.572479248E+00  1.596735597E+00 -6.659646630E-01  1.581294894E+00  2.564666748E+03 
      5357 -1.266311765E+00  1.307718873E+00 -1.199396014E+00  1.311086178E+00  2.191170410E+03 
      5358 -1.394695640E+00  1.614770889E+00 -1.062518001E+00  1.602992177E+00  2.220929443E+03 
      5359 -1.167321205E+00  1.330447912E+00 -1.055624604E+00  1.329937458E+00  2.161573242E+03 
      5360 -1.195924163E+00  1.125905633E+00 -1.199099660E+00  1.117947817E+00  2.244676514E+03 
      5361 -1.254161358E+00  1.146099210E+00 -1.244062066E+00  1.139566422E+00  2.084372070E+03 
      5362 -1.338671327E+00  1.589499950E+00 -1.035376430E+00  1.575926542E+00  2.236763428E+03 
      5363 -1.180638671E+00  1.096064210E+00 -1.189082742E+00  1.095566630E+00  2.249766357E+03 
      5364 -1.265607715E+00  1.215666175E+00 -1.230293393E+00  1.207865119E+00  2.214229492E+03 
      5365 -1.498205185E+00  1.327959180E+00 -4.849183559E-01  1.333024502E+00  2.269243652E+03 
      5366 -1.612769723E+00  1.611729980E+00 -6.698587537E-01  1.600129008E+00  2.657613770E+03 
      5367 -1.241051793E+00  1.053338528E+00 -1.263316631E+00  1.054227710E+00  6.241835938E+02 
      5368 -1.548696160E+00  1.211972833E+00 -4.631883204E-01  1.220066905E+00  2.304980469E+03 
      5369 -1.559025407E+00  1.585963607E+00 -6.363341212E-01  1.573215842E+00  2.524317139E+03 
      5370 -1.502975464E+00  1.496016502E+00 -5.133907795E-01  1.487283826E+00  2.390820312E+03 
      5371 -1.172307491E+00  1.274030209E+00 -1.080805182E+00  1.273600221E+00  2.153968506E+03 
      5372 -1.573889136E+00  1.342814565E+00 -4.671245515E-01  1.344166040E+00  2.270190918E+03 
      5373 -1.176346183E+00  1.212306380E+00 -1.108485699E+00  1.207888365E+00  2.176935303E+03 
      5374 -1.548736930E+00  1.396701813E+00 -4.772962332E-01  1.395980597E+00  2.295158203E+03 
      5375 -1.523704529E+00  1.446316123E+00 -4.901041687E-01  1.436769128E+00  2.344830566E+03 
      5376 -1.649696827E+00  1.577037334E+00 -6.155369878E-01  1.568258047E+00  2.528782227E+03 
      5377 -1.601524472E+00  1.287218213E+00 -4.602417648E-01  1.276500940E+00  2.276940186E+03 
      5378 -1.249080420E+00  1.384000778E+00 -1.156666636E+00  1.382768631E+00  2.132908936E+03 
      5379 -1.272002578E+00  1.559790611E+00 -1.032593250E+00  1.548413038E+00  2.301900146E+03 
      5380 -1.309364200E+00  1.577349663E+00 -1.054164052E+00  1.566813827E+00  2.271674072E+03 
      5381 -1.667184711E+00  1.384151101E+00 -5.202363133E-01  1.385204911E+00  2.231006592E+03 
      5382 -1.243711114E+00  1.418493271E+00 -1.136964321E+00  1.408638000E+00  2.150577637E+03 
      5383 -1.274157166E+00  1.453974724E+00 -1.143990993E+00  1.449856400E+00  2.117181396E+03 
      5384 -1.295192719E+00  1.515508771E+00 -1.125037670E+00  1.510770559E+00  2.182838135E+03 
      5385 -1.317837715E+00  1.568523049E+00 -1.085906506E+00  1.560193896E+00  2.249072998E+03 
      5386 -1.251732469E+00  1.247653365E+00 -1.209521413E+00  1.249718666E+00  2.238306885E+03 
      5387 -1.225165009E+00  1.349985600E+00 -1.152288318E+00  1.357257128E+00  2.149361816E+03 
      5388 -1.268250823E+00  1.483289719E+00 -1.122418046E+00  1.471842647E+00  2.161536377E+03 
      5389 -1.245579362E+00  1.542653680E+00 -1.035717607E+00  1.535560250E+00  2.296414795E+03 
      5390 -1.236271739E+00  1.478602409E+00 -1.097422481E+00  1.471492052E+00  2.218185547E+03 
      5391 -1.698888183E+00  1.208422542E+00 -4.790808856E-01  1.208240271E+00  2.237755859E+03 
      5392 -1.667464256E+00  1.456105113E+00 -5.475078225E-01  1.449861050E+00  2.293120361E+03 
      5393 -1.228316903E+00  1.502511024E+00 -1.071424127E+00  1.489423633E+00  2.260701660E+03 
      5394 -1.234478712E+00  1.316488147E+00 -1.172440648E+00  1.305443764E+00  2.178319092E+03 
      5395 -1.286356091E+00  1.537855029E+00 -1.097047806E+00  1.527530193E+00  2.236434082E+03 
      5396 -1.664834619E+00  1.521047115E+00 -5.762715936E-01  1.515139580E+00  2.390207520E+03 
      5397 -1.216357708E+00  1.420471549E+00 -1.113889694E+00  1.410121679E+00  2.178127686E+03 
      5398 -1.667228341E+00  1.306651473E+00 -4.946845770E-01  1.302651882E+00  2.277377441E+03 
      5399 -1.240913987E+00  1.186892152E+00 -1.221551895E+00  1.186284781E+00  2.261599365E+03 
      5400 -1.708075643E+00  1.133687139E+00 -4.622679949E-01  1.136614799E+00  1.518213501E+03 
      5401 -1.251459360E+00  1.529544473E+00 -1.068429828E+00  1.525728464E+00  2.285906250E+03 
      5402 -1.214824796E+00  1.451265454E+00 -1.095920801E+00  1.450989485E+00  2.206198975E+03 
      5403 -1.628579617E+00  1.223991752E+00 -4.526598155E-01  1.215533972E+00  2.305784424E+03 
      5404 -1.580784440E+00  1.154240489E+00 -4.498737752E-01  1.163220525E+00  2.315374023E+03 
      5405 -1.220534801E+00  1.015522361E+00 -1.260145426E+00  1.012537599E+00  5.596503296E+02 
      5406 -1.228592515E+00  1.116638303E+00 -1.234753013E+00  1.117470741E+00  2.207502197E+03 
      5407 -1.231768966E+00  9.824962020E-01 -1.278534651E+00  9.750701189E-01  5.569393311E+02 
      5408 -1.225022078E+00  1.079908729E+00 -1.243560910E+00  1.074155331E+00  1.782019409E+03 
      5409 -1.240756512E+00  1.467422485E+00 -8.782606125E-01  1.472527862E+00  2.209078613E+03 
      5410 -1.279680252E+00  1.469830155E+00 -8.187019229E-01  1.475098968E+00  2.238189453E+03 
      5411 -1.315262675E+00  1.470510960E+00 -7.596676946E-01  1.477493286E+00  2.323836670E+03 
      5412 -1.638184667E+00  1.108218789E+00 -4.239399731E-01  1.109611511E+00  1.368729858E+03 
      5413 -1.170700669E+00  6.609016061E-01 -1.350089550E+00  6.539525390E-01  4.848455505E+02 
      5414 -1.178007126E+00  6.485225558E-01 -1.335165858E+00  6.539525390E-01  4.848455505E+02 
      5415 -1.645313859E+00  1.150164485E+00 -4.388396740E-01  1.141070843E+00  2.100283691E+03 
      5416 -1.181514263E+00  6.975348592E-01 -1.340206146E+00  6.945978403E-01  6.707553101E+02 
      5417 -1.348659873E+00  1.469819069E+00 -6.992713809E-01  1.469799280E+00  2.421071289E+03 
      5418 -1.178735256E+00  7.257132530E-01 -1.321889520E+00  7.191337943E-01  6.770947266E+02 
      5419 -1.184152126E+00  7.158715725E-01 -1.302001595E+00  7.191337943E-01  6.770947266E+02 
      5420 -1.193471789E+00  7.596519589E-01 -1.322384953E+00  7.556773424E-01  7.167153931E+02 
      5421 -1.380542874E+00  1.468823791E+00 -6.349905133E-01  1.476668239E+00  2.430580322E+03 
      5422 -1.186380863E+00  7.888844609E-01 -1.301176906E+00  7.842888832E-01  6.306601562E+02 
      5423 -1.188273549E+00  7.806327939E-01 -1.276990771E+00  7.842888832E-01  6.306601562E+02 
      5424 -1.530269146E+00  1.559771180E+00 -5.852712393E-01  1.547579050E+00  2.450773682E+03 
      5425 -1.204181194E+00  8.268427849E-01 -1.304664969E+00  8.221358061E-01  6.356409912E+02 
      5426 -1.180322766E+00  1.151845336E+00 -1.134031892E+00  1.162542582E+00  2.205830322E+03 
      5427 -1.567630768E+00  1.577330232E+00 -6.068419814E-01  1.566740870E+00  2.504298584E+03 
      5428 -1.192364573E+00  8.542549014E-01 -1.280862451E+00  8.489637375E-01  5.779281006E+02 
      5429 -1.189985871E+00  8.424007297E-01 -1.253782153E+00  8.489637375E-01  5.779281006E+02 
      5430 -1.183298349E+00  1.037254214E+00 -1.210939527E+00  1.033343434E+00  1.360301880E+03 
      5431 -1.186129570E+00  1.029881597E+00 -1.183549404E+00  1.033343434E+00  1.360301880E+03 
      5432 -1.213806510E+00  8.969324231E-01 -1.287155747E+00  8.959929347E-01  6.442746582E+02 
      5433 -1.194321036E+00  1.010588288E+00 -1.235358119E+00  1.008837104E+00  5.433032227E+02 
      5434 -1.193482280E+00  1.068758368E+00 -1.215971351E+00  1.075087190E+00  2.012466553E+03 
      5435 -1.196931839E+00  9.208371043E-01 -1.260634065E+00  9.139214158E-01  6.030783081E+02 
      5436 -1.184142232E+00  9.761341214E-01 -1.232184052E+00  9.719008207E-01  5.059294434E+02 
      5437 -1.188473821E+00  9.677359462E-01 -1.207200408E+00  9.719008207E-01  5.059294434E+02 
      5438 -1.671724200E+00  1.238344073E+00 -4.758469164E-01  1.230681419E+00  2.279980957E+03 
      5439 -1.450471878E+00  1.407457948E+00 -5.295633078E-01  1.420864820E+00  2.350362793E+03 
      5440 -1.206188083E+00  9.564709663E-01 -1.261645794E+00  9.555512071E-01  4.844098511E+02 
      5441 -1.519798636E+00  1.542586923E+00 -5.607903600E-01  1.534690857E+00  2.429557617E+03 
      5442 -1.599376559E+00  1.568473339E+00 -5.982952714E-01  1.560098171E+00  2.490071045E+03 
      5443 -1.624009967E+00  1.384672999E+00 -5.026724935E-01  1.381264091E+00  2.257876953E+03 
      5444 -1.682576537E+00  1.167236686E+00 -4.602297544E-01  1.161776900E+00  2.033072510E+03 
      5445 -1.184275985E+00  1.404461503E+00 -9.926936030E-01  1.416887045E+00  2.217825684E+03 
      5446 -1.712352872E+00  1.077655911E+00 -4.487836063E-01  1.072654843E+00  6.320436401E+02 
      5447 -1.622030258E+00  1.515308738E+00 -5.590835214E-01  1.509492040E+00  2.409268555E+03 
      5448 -1.606742024E+00  1.418014526E+00 -5.085079670E-01  1.406270146E+00  2.277701660E+03 
      5449 -1.628018975E+00  1.453585148E+00 -5.313723087E-01  1.447971106E+00  2.305003174E+03 
      5450 -1.606954455E+00  1.353162646E+00 -4.844450653E-01  1.357631326E+00  2.259346680E+03 
      5451 -1.606353164E+00  1.482967257E+00 -5.370370746E-01  1.474644423E+00  2.359395508E+03 
      5452 -1.568736672E+00  1.478237987E+00 -5.218136311E-01  1.471097469E+00  2.354260986E+03 
      5453 -1.542197585E+00  1.502252102E+00 -5.279259086E-01  1.489108086E+00  2.384699219E+03 
      5454 -1.626739860E+00  1.317779899E+00 -4.808640182E-01  1.310998082E+00  2.273197266E+03 
      5455 -1.593332648E+00  1.537726402E+00 -5.654293299E-01  1.526305318E+00  2.438137451E+03 
      5456 -1.573098183E+00  1.419949412E+00 -4.963327646E-01  1.413416266E+00  2.294485840E+03 
      5457 -1.551116109E+00  1.529399037E+00 -5.494951606E-01  1.524799943E+00  2.425940674E+03 
      5458 -1.556758761E+00  1.450790882E+00 -5.039737225E-01  1.450512171E+00  2.327847168E+03 
      5459 -1.180914283E+00  1.351263523E+00 -1.028430104E+00  1.359814644E+00  2.163736816E+03 
      5460 -1.480391502E+00  1.350681663E+00 -5.110868812E-01  1.350066185E+00  2.273868652E+03 
      5461 -1.183300018E+00  1.090763688E+00 -1.159490228E+00  1.091591239E+00  2.251752441E+03 
      5462 -1.739829063E+00  7.269725204E-01 -3.568024337E-01  7.262136340E-01  8.262805176E+02 
      5463 -1.724818826E+00  7.253114581E-01 -3.651722372E-01  7.262136340E-01  8.262805176E+02 
      5464 -1.754003882E+00  6.973964572E-01 -3.516055048E-01  6.913549304E-01  3.694366760E+02 
      5465 -1.742881775E+00  6.788331866E-01 -3.604243696E-01  6.913549304E-01  3.694366760E+02 
      5466 -1.507535338E+00  1.294004440E+00 -4.968080521E-01  1.294424653E+00  2.260040283E+03 
      5467 -1.745032310E+00  7.610492706E-01 -3.708295822E-01  7.517712116E-01  8.380241699E+02 
      5468 -1.532602906E+00  1.236689925E+00 -4.861357212E-01  1.238604665E+00  2.276560059E+03 
      5469 -1.726963162E+00  7.920692563E-01 -3.733738661E-01  7.868016362E-01  7.489897461E+02 
      5470 -1.708141327E+00  7.839832306E-01 -3.821816444E-01  7.868016362E-01  7.489897461E+02 
      5471 -1.182908177E+00  1.299069762E+00 -1.055655122E+00  1.306403875E+00  2.149874756E+03 
      5472 -1.735806584E+00  8.286299706E-01 -3.886000812E-01  8.239435554E-01  7.396217041E+02 
      5473 -1.713859439E+00  8.582670689E-01 -3.880025148E-01  8.527218103E-01  6.754665527E+02 
      5474 -1.690044761E+00  8.474115729E-01 -3.952580392E-01  8.527218103E-01  6.754665527E+02 
      5475 -1.726187348E+00  8.991571069E-01 -4.053441286E-01  8.963660002E-01  7.008869019E+02 
      5476 -1.700188041E+00  9.254456162E-01 -4.013260603E-01  9.160823822E-01  6.539708252E+02 
      5477 -1.188807368E+00  1.239585400E+00 -1.080952048E+00  1.247766614E+00  2.151176270E+03 
      5478 -1.716198325E+00  9.702033997E-01 -4.209793508E-01  9.761500359E-01  6.433740234E+02 
      5479 -1.169388652E+00  5.916764140E-01 -1.362334371E+00  5.856053233E-01  6.842704468E+02 
      5480 -1.685997367E+00  9.921113849E-01 -4.135204852E-01  9.925809503E-01  6.239475708E+02 
      5481 -1.673303485E+00  1.033823848E+00 -4.192617834E-01  1.039780736E+00  5.989065552E+02 
      5482 -1.679724574E+00  1.069259763E+00 -4.318456948E-01  1.066357613E+00  6.116113281E+02 
      5483 -1.611664891E+00  1.096459270E+00 -4.345562458E-01  1.100791812E+00  1.312216797E+03 
      5484 -1.771007895E+00  5.532823801E-01 -3.143651485E-01  5.441832542E-01  9.865740967E+02 
      5485 -1.743188262E+00  6.554105282E-01 -3.734726906E-01  6.518374085E-01  6.106268311E+02 
      5486 -1.223040938E+00  1.447389483E+00 -9.161756039E-01  1.446931601E+00  2.192727783E+03 
      5487 -1.157752037E+00  5.532824397E-01 -1.376555085E+00  5.530948639E-01  8.412190552E+02 
      5488 -1.757462859E+00  6.373405457E-01 -3.503473103E-01  6.382849813E-01  7.896722412E+02 
      5489 -1.762849927E+00  5.607761741E-01 -3.448542655E-01  5.639438033E-01  6.958424072E+02 
