cellnumber     x-coordinate     y-coordinate     z-coordinate     y-coordinate pressure-coefficient 
      7015 -8.497068882E-01  2.356508017E+00 -1.044040442E+00  2.362363577E+00  3.398541260E+02 
      7016 -1.721087456E+00  1.250893474E+00 -4.465238154E-01  1.255186200E+00  3.610769043E+02 
      7017 -1.069886684E+00  3.229088545E+00 -4.243568182E-01  3.235062361E+00  2.583635559E+02 
      7018 -1.102506518E+00  3.161559343E+00 -4.290212691E-01  3.171799421E+00  2.330797882E+02 
      7019 -7.476794124E-01  2.830639601E+00 -9.219748974E-01  2.830905199E+00  2.963905945E+02 
      7020 -1.641279817E+00  1.919686437E+00 -6.301336288E-01  1.924939394E+00  2.028045197E+02 
      7021 -1.483750939E+00  2.315057516E+00 -5.949018598E-01  2.319280148E+00  2.333502960E+02 
      7022 -1.035396934E+00  1.179497719E+00 -1.303227901E+00  1.185640693E+00  3.758627930E+02 
      7023 -1.117872715E+00  1.222376347E+00 -1.270936847E+00  1.224848032E+00  3.769657898E+02 
      7024 -1.061235428E+00  1.186525822E+00 -1.290331244E+00  1.190911770E+00  3.829458008E+02 
      7025 -8.990464211E-01  2.037567139E+00 -1.123889923E+00  2.046164036E+00  4.188175659E+02 
      7026 -1.093177199E+00  1.348186374E+00 -1.247047424E+00  1.349050164E+00  4.848341980E+02 
      7027 -9.990090728E-01  3.361166239E+00 -3.885567486E-01  3.366801500E+00  2.268313599E+02 
      7028 -1.111880183E+00  1.287523270E+00 -1.258110285E+00  1.283458829E+00  4.232332458E+02 
      7029 -8.173906207E-01  2.481619835E+00 -1.015263438E+00  2.490945816E+00  3.299195862E+02 
      7030 -7.267556190E-01  2.929119825E+00 -8.943710327E-01  2.928159714E+00  2.652756042E+02 
      7031 -9.208049774E-01  1.926315665E+00 -1.148380160E+00  1.931942344E+00  4.407419128E+02 
      7032 -8.325514793E-01  2.416201830E+00 -1.030995250E+00  2.420356274E+00  3.362113342E+02 
      7033 -9.995705485E-01  1.697833657E+00 -1.183471799E+00  1.700779676E+00  5.101808167E+02 
      7034 -1.613840699E+00  1.992015481E+00 -6.219512820E-01  1.993236184E+00  2.397234802E+02 
      7035 -1.007645488E+00  1.434933305E+00 -1.250424266E+00  1.426728606E+00  3.337620850E+02 
      7036 -1.740440726E+00  8.707590699E-01 -3.642020226E-01  8.695747256E-01  4.757702026E+02 
      7037 -1.084679246E+00  7.557950616E-01 -1.383061290E+00  7.639487982E-01  3.646228027E+02 
      7038 -1.553505301E+00  1.560779452E+00 -2.370057851E-01  1.556596279E+00  4.517963562E+02 
      7039 -8.078184128E-01  2.546560287E+00 -9.973416924E-01  2.551623821E+00  3.321836853E+02 
      7040 -1.273422718E+00  2.807840586E+00 -5.093970895E-01  2.817475080E+00  2.455699005E+02 
      7041 -6.622667909E-01  3.180782080E+00 -8.270974159E-01  3.185321808E+00  2.479730225E+02 
      7042 -7.281975150E-01  2.870191574E+00 -9.176034331E-01  2.875039339E+00  2.868002319E+02 
      7043 -6.699807048E-01  3.118352652E+00 -8.483840823E-01  3.123487234E+00  2.565097961E+02 
      7044 -9.844993949E-01  1.723277092E+00 -1.180897593E+00  1.731354356E+00  4.952193298E+02 
      7045 -8.700675964E-01  2.133782387E+00 -1.108068585E+00  2.136079550E+00  4.035278015E+02 
      7046 -1.042218924E+00  1.380550027E+00 -1.251409888E+00  1.385941029E+00  3.126334229E+02 
      7047 -1.529097676E+00  2.204185486E+00 -5.842983127E-01  2.208562613E+00  2.789556580E+02 
      7048 -1.047232509E+00  1.007144809E+00 -1.341719985E+00  1.006901622E+00  3.743555298E+02 
      7049 -9.092435837E-01  1.982368350E+00 -1.136403680E+00  1.987354040E+00  4.169983215E+02 
      7050 -1.379053950E+00  2.564631462E+00 -5.183735490E-01  2.565283537E+00  2.167383881E+02 
      7051 -8.590304255E-01  2.196296453E+00 -1.093029857E+00  2.200329542E+00  3.926062622E+02 
      7052 -1.586534142E+00  2.062560320E+00 -6.123261452E-01  2.064663410E+00  2.614228516E+02 
      7053 -9.298207164E-01  1.866840959E+00 -1.162136674E+00  1.872990727E+00  4.660986023E+02 
      7054 -6.415982246E-01  3.241616011E+00 -8.120331168E-01  3.246285677E+00  2.363347168E+02 
      7055 -5.217166543E-01  3.730622053E+00 -6.317449212E-01  3.735213757E+00  2.004570465E+02 
      7056 -9.839730263E-01  1.452860236E+00 -1.256860137E+00  1.455861449E+00  3.508074341E+02 
      7057 -1.040210247E+00  1.069808245E+00 -1.329817176E+00  1.066711068E+00  3.867082520E+02 
      7058 -8.474659920E-01  2.259937525E+00 -1.077561975E+00  2.258353233E+00  3.748319702E+02 
      7059 -1.557953715E+00  2.131643534E+00 -5.957481265E-01  2.142111063E+00  2.279430237E+02 
      7060 -1.176192284E+00  3.016185045E+00 -4.691141546E-01  3.026668072E+00  2.468502197E+02 
      7061 -1.752769947E+00  7.412000299E-01 -3.292391002E-01  7.454867959E-01  4.725437012E+02 
      7062 -9.485314488E-01  1.815149307E+00 -1.170489788E+00  1.817911386E+00  4.587874451E+02 
      7063 -1.669394374E+00  1.848556519E+00 -6.440371871E-01  1.853148580E+00  1.444759979E+02 
      7064 -1.030127406E+00  1.136401057E+00 -1.317965388E+00  1.135534286E+00  3.852227173E+02 
      7065 -8.400316834E-01  2.324121475E+00 -1.060300708E+00  2.322535753E+00  3.710547485E+02 
      7066 -1.056548357E+00  1.342641234E+00 -1.256853104E+00  1.344891310E+00  4.579924927E+02 
      7067 -1.018445492E+00  1.206393123E+00 -1.305659175E+00  1.205812216E+00  3.683190918E+02 
      7068 -9.566032290E-01  1.725568652E+00 -1.191840768E+00  1.721721530E+00  5.149091797E+02 
      7069 -7.690079808E-01  2.718064547E+00 -9.534902573E-01  2.720942974E+00  3.057106934E+02 
      7070 -7.117510438E-01  3.885020256E+00 -1.422995478E-01  3.893951893E+00  1.305600433E+02 
      7071 -1.145984054E+00  3.076420546E+00 -4.516592026E-01  3.082258463E+00  2.249225769E+02 
      7072 -1.017885804E+00  1.251410604E+00 -1.293168187E+00  1.253439188E+00  3.597608643E+02 
      7073 -1.119002223E+00  1.040545940E+00  1.150383592E+00  1.040408254E+00  3.119331970E+02 
      7074 -1.149746776E+00  1.040959835E+00  1.169916749E+00  1.040718794E+00  3.119317017E+02 
      7075 -1.104525566E+00  7.275802493E-01 -1.378886223E+00  7.220116258E-01  3.812754211E+02 
      7076 -1.632515073E+00  1.241409183E+00 -2.482629865E-01  1.236147642E+00  4.013933716E+02 
      7077 -1.411532998E+00  2.079593897E+00 -2.205540687E-01  2.083573580E+00  4.408213196E+02 
      7078 -1.088957429E+00  1.011963248E+00  1.197916508E+00  1.018971324E+00  3.119377747E+02 
      7079 -9.569345117E-01  1.784546971E+00 -1.175971389E+00  1.794959664E+00  5.407368164E+02 
      7080 -7.566099763E-01  2.771566391E+00 -9.395772815E-01  2.770146132E+00  2.955708618E+02 
      7081 -1.119425416E+00  1.013777614E+00  1.218171000E+00  1.020332098E+00  3.119350891E+02 
      7082 -1.088267803E+00  1.027631283E+00  1.165065646E+00  1.030722260E+00  3.119341736E+02 
      7083 -8.817029595E-01  2.068915606E+00 -1.123316884E+00  2.069675446E+00  4.176274414E+02 
      7084 -1.149748325E+00  1.028494835E+00  1.204145074E+00  1.031370044E+00  3.119315796E+02 
      7085 -9.449548125E-01  1.696340442E+00 -1.206638694E+00  1.699800372E+00  4.818101807E+02 
      7086 -1.059701324E+00  3.146823168E+00 -1.771837920E-01  3.152014494E+00  2.641434631E+02 
      7087 -7.938828468E-01  2.604872704E+00 -9.830654263E-01  2.610002995E+00  3.028767395E+02 
      7088 -1.058174014E+00  9.457218051E-01 -1.351463318E+00  9.471821785E-01  3.508175964E+02 
      7089 -9.379544854E-01  1.757458329E+00 -1.192387700E+00  1.761621237E+00  4.912294312E+02 
      7090 -1.081566691E+00  3.087023497E+00 -1.778522283E-01  3.082699776E+00  2.755563049E+02 
      7091 -7.118368745E-01  2.978420973E+00 -8.821116090E-01  2.977517843E+00  2.704705200E+02 
      7092 -1.709926486E+00  9.090819955E-01 -2.693392932E-01  9.090971351E-01  4.144476318E+02 
      7093 -1.431143403E+00  2.012569189E+00 -2.241385728E-01  2.013759613E+00  4.612225037E+02 
      7094 -7.103113532E-01  1.390407085E+00  1.403562427E+00  1.381379724E+00  8.690671387E+02 
      7095 -4.562422335E-01  3.946045160E+00 -5.070106983E-01  3.960103989E+00  2.118958893E+02 
      7096 -1.694798350E+00  1.786260128E+00 -6.612878442E-01  1.789098501E+00  1.415992279E+02 
      7097 -7.785134315E-01  2.659121752E+00 -9.703581929E-01  2.661779404E+00  3.194664001E+02 
      7098 -1.677220941E+00  1.051375985E+00 -2.586248517E-01  1.060191393E+00  4.005453796E+02 
      7099 -6.824421883E-01  1.336026311E+00  1.363887906E+00  1.340594292E+00  8.691156616E+02 
      7100 -1.746887088E+00  8.052124381E-01 -3.487213552E-01  8.067539334E-01  4.651093445E+02 
      7101 -7.889154553E-01  3.759751081E+00 -1.554372907E-01  3.761808395E+00  1.259428329E+02 
      7102 -6.940210462E-01  1.360463500E+00  1.419994354E+00  1.349711299E+00  8.691426392E+02 
      7103 -6.984742284E-01  1.336849332E+00  1.414536953E+00  1.349711299E+00  8.691426392E+02 
      7104 -7.013599873E-01  1.362667680E+00  1.347612739E+00  1.360575199E+00  8.690536499E+02 
      7105 -9.443667531E-01  3.464504957E+00 -3.435355425E-01  3.477141619E+00  2.167583008E+02 
      7106 -6.778709292E-01  1.336004615E+00  1.399450302E+00  1.349077702E+00  8.691481323E+02 
      7107 -6.734178662E-01  1.359618545E+00  1.404907584E+00  1.349077702E+00  8.691481323E+02 
      7108 -4.509494305E-01  3.908421755E+00 -5.478245616E-01  3.911750078E+00  2.128095398E+02 
      7109 -9.129682183E-01  8.268335462E-01  1.383575320E+00  8.303465247E-01  1.903526459E+02 
      7110 -8.843936920E-01  8.395695090E-01  1.401786327E+00  8.398985267E-01  1.901007233E+02 
      7111 -5.485155582E-01  3.622507811E+00 -6.818024516E-01  3.630059719E+00  1.864637146E+02 
      7112 -7.122033238E-01  1.391160607E+00  1.366572380E+00  1.381945014E+00  8.690346069E+02 
      7113 -5.676779151E-01  3.555542231E+00 -7.067753673E-01  3.559518814E+00  1.948614044E+02 
      7114 -9.423208833E-01  8.134101033E-01  1.402634025E+00  8.202789426E-01  1.896114349E+02 
      7115 -8.839433193E-01  8.378112316E-01  1.438664556E+00  8.385798335E-01  1.900910950E+02 
      7116 -1.099806190E+00  6.292981505E-01 -1.403757215E+00  6.327742934E-01  4.645906982E+02 
      7117 -6.294860244E-01  3.963027954E+00 -2.285986543E-01  3.975389242E+00  1.918717499E+02 
      7118 -9.126250148E-01  1.890261292E+00 -1.164235950E+00  1.890555978E+00  4.683857422E+02 
      7119 -1.153715730E+00  2.888632774E+00 -1.938835829E-01  2.899288893E+00  3.215788879E+02 
      7120 -1.760359406E+00  6.747151017E-01 -3.104829788E-01  6.811358929E-01  4.809404602E+02 
      7121 -8.110208511E-01  2.445619583E+00 -1.031805158E+00  2.448219538E+00  3.427871094E+02 
      7122 -9.975221753E-01  3.311982393E+00 -1.731429100E-01  3.312534332E+00  2.398021851E+02 
      7123 -8.902332187E-01  2.008592367E+00 -1.138145089E+00  2.007021904E+00  4.314711304E+02 
      7124 -1.392834663E+00  2.144442558E+00 -2.198525667E-01  2.148573875E+00  4.306872559E+02 
      7125 -8.254805207E-01  2.382383823E+00 -1.046918035E+00  2.385498762E+00  3.495383606E+02 
      7126 -7.983183861E-01  2.509535551E+00 -1.015545726E+00  2.511882544E+00  3.358489380E+02 
      7127 -8.375751376E-01  3.650865555E+00 -2.991854548E-01  3.665426970E+00  1.960700073E+02 
      7128 -9.028773308E-01  1.951503873E+00 -1.150136590E+00  1.951250792E+00  4.473188477E+02 
      7129 -6.953688264E-01  3.000996590E+00 -8.825671077E-01  3.012005806E+00  2.667454224E+02 
      7130 -9.805965424E-01  3.355043173E+00 -1.760582477E-01  3.359031677E+00  2.036010437E+02 
      7131 -9.225763679E-01  1.829686284E+00 -1.177815795E+00  1.828814268E+00  4.794826965E+02 
      7132 -1.292300344E+00  2.467950106E+00 -2.004569769E-01  2.473915577E+00  4.086547546E+02 
      7133 -1.702556252E+00  9.394667745E-01 -2.634897232E-01  9.469035864E-01  3.486316528E+02 
      7134 -7.612044811E-01  3.806733131E+00 -1.520749927E-01  3.813906908E+00  1.253597107E+02 
      7135 -7.500012517E-01  2.749824524E+00 -9.519824982E-01  2.753839731E+00  3.024371948E+02 
      7136 -1.008339882E+00  1.391846180E+00 -1.261592865E+00  1.394413233E+00  3.442192383E+02 
      7137 -1.172078013E+00  2.832746744E+00 -1.902020574E-01  2.836745501E+00  3.458686829E+02 
      7138 -6.135035157E-01  3.381448746E+00 -7.663573623E-01  3.380679131E+00  2.204899902E+02 
      7139 -7.893014550E-01  2.572222233E+00 -9.980530143E-01  2.570870399E+00  3.301002502E+02 
      7140 -7.363675237E-01  2.802859068E+00 -9.386351109E-01  2.810069799E+00  2.935733948E+02 
      7141 -9.415600896E-01  3.452896118E+00 -1.850271821E-01  3.459074736E+00  2.048184509E+02 
      7142 -1.359943509E+00  2.252575159E+00 -2.125662714E-01  2.246002674E+00  4.565755310E+02 
      7143 -6.008827090E-01  3.432695389E+00 -7.499095798E-01  3.440162420E+00  2.110220795E+02 
      7144 -7.071738243E-01  2.942194939E+00 -8.996896744E-01  2.944877863E+00  2.749937134E+02 
      7145 -1.519021869E+00  1.693654656E+00 -2.340757847E-01  1.704210162E+00  5.253108521E+02 
      7146 -7.614939809E-01  2.687988281E+00 -9.691360593E-01  2.690951824E+00  3.180162354E+02 
      7147 -1.689573646E+00  9.907038808E-01 -2.537702322E-01  9.853314161E-01  3.968697815E+02 
      7148 -1.617177844E+00  1.307558537E+00 -2.486045808E-01  1.311576009E+00  4.238921204E+02 
      7149 -1.092320919E+00  6.925735474E-01 -1.393501163E+00  6.957566142E-01  3.917229919E+02 
      7150 -8.001298904E-01  3.713303804E+00 -2.771718800E-01  3.719552517E+00  1.989636993E+02 
      7151 -1.111771703E+00  6.645030379E-01 -1.389311910E+00  6.747037172E-01  4.126723938E+02 
      7152 -1.375087857E+00  2.201982737E+00 -2.139754295E-01  2.208058357E+00  4.077492981E+02 
      7153 -1.351615310E+00  2.632791519E+00 -5.147114992E-01  2.631859303E+00  2.413937531E+02 
      7154 -1.314360619E+00  2.397913933E+00 -2.025309801E-01  2.398241043E+00  4.419321594E+02 
      7155 -4.260927737E-01  3.971503019E+00 -5.075833201E-01  3.979197025E+00  2.088940277E+02 
      7156 -7.720901370E-01  2.629438162E+00 -9.852493405E-01  2.639516830E+00  3.105505371E+02 
      7157 -1.133990407E+00  2.947130203E+00 -1.960576773E-01  2.954202890E+00  3.073497314E+02 
      7158 -1.332984805E+00  2.337837696E+00 -2.043780684E-01  2.346741438E+00  4.086887207E+02 
      7159 -9.067824483E-01  3.531894684E+00 -3.305341303E-01  3.537192583E+00  2.031815948E+02 
      7160 -1.569258213E+00  1.496637344E+00 -2.344377786E-01  1.488978505E+00  4.230133667E+02 
      7161 -1.394431591E+00  2.531317711E+00 -5.296437740E-01  2.540298223E+00  1.963252258E+02 
      7162 -1.351121068E+00  2.282865524E+00 -2.139924616E-01  2.288492680E+00  4.122402954E+02 
      7163 -1.450157642E+00  1.946222782E+00 -2.271871418E-01  1.947151184E+00  4.916198730E+02 
      7164 -8.709679246E-01  3.593773842E+00 -3.195891082E-01  3.599274397E+00  2.209978027E+02 
      7165 -1.322620749E+00  2.702630281E+00 -5.109687448E-01  2.708124399E+00  2.321119690E+02 
      7166 -6.536519527E-01  3.964719534E+00 -1.379836202E-01  3.975845575E+00  1.503229370E+02 
      7167 -1.102183104E+00  3.030327082E+00 -1.811521649E-01  3.040177345E+00  2.953245850E+02 
      7168 -1.263770700E+00  2.556968689E+00 -1.972887963E-01  2.558572054E+00  4.114986572E+02 
      7169 -1.121589303E+00  2.978827715E+00 -1.879946142E-01  2.990401506E+00  2.694684448E+02 
      7170 -1.600390792E+00  1.375208497E+00 -2.440224886E-01  1.378502727E+00  3.985554810E+02 
      7171 -1.646866202E+00  1.179343581E+00 -2.485716790E-01  1.189598441E+00  3.978360901E+02 
      7172 -1.662008762E+00  1.117240548E+00 -2.546808720E-01  1.123006463E+00  3.704566040E+02 
      7173 -1.407290339E+00  2.313185453E+00 -3.796936572E-01  2.310395956E+00  3.398107910E+02 
      7174 -1.419831276E+00  2.476178169E+00 -5.492267609E-01  2.479354620E+00  2.207211761E+02 
      7175 -1.446472526E+00  2.413026571E+00 -5.624743104E-01  2.417425632E+00  2.305192261E+02 
      7176 -1.745174766E+00  7.350828052E-01 -2.673869133E-01  7.399304509E-01  4.006517944E+02 
      7177 -1.609580636E+00  1.613075733E+00 -4.042584002E-01  1.612540007E+00  5.209173584E+02 
      7178 -1.501045704E+00  2.277995110E+00 -5.799921155E-01  2.274752140E+00  2.500872192E+02 
      7179 -1.036555767E+00  3.208888292E+00 -1.733433008E-01  3.210998058E+00  2.383226318E+02 
      7180 -1.191170335E+00  2.776932001E+00 -1.921503395E-01  2.780799866E+00  3.416634521E+02 
      7181 -1.211966872E+00  2.717066050E+00 -1.977419257E-01  2.721890211E+00  3.658306274E+02 
      7182 -1.233419061E+00  2.652493477E+00 -1.996794939E-01  2.658835649E+00  3.845334167E+02 
      7183 -1.634679675E+00  1.915708423E+00 -5.826703906E-01  1.921522260E+00  2.519930420E+02 
      7184 -1.583692193E+00  1.438230515E+00 -2.345511317E-01  1.445173383E+00  4.012397156E+02 
      7185 -1.252758861E+00  2.593227386E+00 -2.010040134E-01  2.599057436E+00  3.972546997E+02 
      7186 -1.541237831E+00  1.937945247E+00 -4.265885353E-01  1.941764951E+00  3.721280518E+02 
      7187 -7.584965229E-01  3.779638529E+00 -2.649326026E-01  3.779025793E+00  2.086337280E+02 
      7188 -1.256564498E+00  2.761325121E+00 -3.678508699E-01  2.774368525E+00  3.220279846E+02 
      7189 -1.720953107E+00  8.497791290E-01 -2.634145319E-01  8.446680903E-01  4.050547791E+02 
      7190 -1.640410542E+00  1.868753314E+00 -5.618327260E-01  1.870900989E+00  2.821497803E+02 
      7191 -1.375888944E+00  2.552097559E+00 -4.717758596E-01  2.555406809E+00  2.592662964E+02 
      7192 -1.732532024E+00  7.911946177E-01 -2.604889274E-01  8.007296920E-01  4.060261536E+02 
      7193 -9.979718328E-01  3.329993963E+00 -2.513988316E-01  3.335980892E+00  1.979191742E+02 
      7194 -1.501922727E+00  1.756176114E+00 -2.298461795E-01  1.751101136E+00  5.401868896E+02 
      7195 -1.758717418E+00  6.709210873E-01 -2.727000117E-01  6.750262380E-01  4.514382935E+02 
      7196 -1.569325447E+00  1.603264451E+00 -3.284552991E-01  1.604382992E+00  5.103793335E+02 
      7197 -9.822182059E-01  3.394859076E+00 -3.567640483E-01  3.401476622E+00  2.027434235E+02 
      7198 -6.853252053E-01  3.896108389E+00 -2.201765776E-01  3.904045820E+00  1.828736572E+02 
      7199 -1.015393257E+00  3.263079405E+00 -1.633017808E-01  3.266389132E+00  2.289228058E+02 
      7200 -1.662242055E+00  1.766686797E+00 -5.443499684E-01  1.770169020E+00  2.772223816E+02 
      7201 -1.468661189E+00  1.879246116E+00 -2.282169312E-01  1.884306669E+00  5.182633057E+02 
      7202 -1.485786796E+00  1.815829873E+00 -2.282449752E-01  1.811792374E+00  5.435264893E+02 
      7203 -1.175099492E+00  2.858005524E+00 -2.498731613E-01  2.863074303E+00  3.257180786E+02 
      7204 -7.191912532E-01  3.840125322E+00 -2.502941191E-01  3.843650103E+00  2.058952637E+02 
      7205 -1.523683548E+00  2.168781996E+00 -5.132288337E-01  2.165061474E+00  2.888872986E+02 
      7206 -1.253732562E+00  2.798021555E+00 -3.901961744E-01  2.801890850E+00  3.072915649E+02 
      7207 -1.523474693E+00  2.202628374E+00 -5.399605632E-01  2.205533743E+00  2.686409302E+02 
      7208 -1.518147111E+00  1.852985740E+00 -3.499383032E-01  1.852902293E+00  4.761155396E+02 
      7209 -1.544378400E+00  1.824801445E+00 -3.838104904E-01  1.831763983E+00  4.383742371E+02 
      7210 -1.514561176E+00  1.944872499E+00 -3.864332139E-01  1.946960449E+00  3.885882568E+02 
      7211 -1.663618445E+00  1.836719036E+00 -5.941715240E-01  1.834525585E+00  2.136247559E+02 
      7212 -1.591726661E+00  1.658600688E+00 -3.933040798E-01  1.660023332E+00  4.989523621E+02 
      7213 -1.331889629E+00  2.418933153E+00 -2.919985652E-01  2.423799515E+00  3.822395935E+02 
      7214 -1.054790497E+00  3.260905504E+00 -3.956388235E-01  3.269425392E+00  2.048082581E+02 
      7215 -1.583606362E+00  2.059036255E+00 -5.721765757E-01  2.065541983E+00  2.765080261E+02 
      7216 -1.085850716E+00  3.198095083E+00 -4.033174515E-01  3.199200869E+00  2.404837036E+02 
      7217 -1.673149228E+00  1.795860767E+00 -5.846368670E-01  1.803881884E+00  2.017914124E+02 
      7218 -1.473414421E+00  2.347289085E+00 -5.725058913E-01  2.356528521E+00  2.399554901E+02 
      7219 -1.117959499E+00  3.126815557E+00 -4.023024142E-01  3.131727695E+00  2.092442169E+02 
      7220 -1.536589980E+00  1.672112465E+00 -2.895375788E-01  1.675363302E+00  5.301118774E+02 
      7221 -1.227538943E+00  2.911280870E+00 -4.690801799E-01  2.909479380E+00  2.277661896E+02 
      7222 -1.568877816E+00  1.651757240E+00 -3.508623540E-01  1.654890776E+00  5.288628540E+02 
      7223 -1.504486442E+00  1.910115719E+00 -3.520531356E-01  1.915050387E+00  4.210465393E+02 
      7224 -1.633560181E+00  1.602398515E+00 -4.369454086E-01  1.604532123E+00  4.879369202E+02 
      7225 -1.292728424E+00  2.770342588E+00 -5.004335046E-01  2.771665096E+00  2.337661285E+02 
      7226 -1.523255348E+00  1.755818367E+00 -3.105461299E-01  1.756599307E+00  5.237518921E+02 
      7227 -9.619956017E-01  3.420338631E+00 -2.772139609E-01  3.425252438E+00  1.801009216E+02 
      7228 -1.612991452E+00  1.950489998E+00 -5.569025278E-01  1.962579370E+00  2.966037292E+02 
      7229 -1.695338130E+00  1.773432136E+00 -6.225838065E-01  1.776468515E+00  1.139118500E+02 
      7230 -1.555480003E+00  1.598563552E+00 -2.909009159E-01  1.600857377E+00  5.100348511E+02 
      7231 -1.657821059E+00  1.416046143E+00 -4.070747793E-01  1.417806268E+00  4.578660889E+02 
      7232 -6.239063740E-01  4.018199921E+00 -2.828067541E-02  4.033034325E+00  8.569521332E+01 
      7233 -1.592543006E+00  1.945340037E+00 -5.127235651E-01  1.950516939E+00  3.127802124E+02 
      7234 -1.019785285E+00  3.325463533E+00 -3.746976554E-01  3.329595089E+00  2.004021606E+02 
      7235 -1.550057054E+00  1.686533809E+00 -3.301165700E-01  1.680973172E+00  5.305870972E+02 
      7236 -1.541565299E+00  1.632635117E+00 -2.727290094E-01  1.626410961E+00  5.091290894E+02 
      7237 -9.211206436E-01  3.502600670E+00 -2.610578239E-01  3.514527321E+00  1.736416931E+02 
      7238 -9.440262318E-01  3.463032722E+00 -2.955255806E-01  3.471441746E+00  1.806772003E+02 
      7239 -1.504223824E+00  2.239237547E+00 -5.217304230E-01  2.251455784E+00  3.084204102E+02 
      7240 -1.555641770E+00  1.763471246E+00 -3.768173456E-01  1.762338996E+00  4.922397766E+02 
      7241 -1.237207532E+00  2.823915482E+00 -3.741808236E-01  2.821311235E+00  3.107047424E+02 
      7242 -1.542754173E+00  1.736257434E+00 -3.408772945E-01  1.741928577E+00  4.946844788E+02 
      7243 -1.448200583E+00  2.226036787E+00 -4.063225687E-01  2.223255396E+00  3.397146301E+02 
      7244 -1.608491063E+00  1.989398599E+00 -5.775060058E-01  1.991760969E+00  2.736660156E+02 
      7245 -1.648666382E+00  1.679247260E+00 -4.866153300E-01  1.679338098E+00  4.103348694E+02 
      7246 -1.592189193E+00  1.899556279E+00 -4.907613993E-01  1.903291941E+00  3.381879272E+02 
      7247 -1.564849854E+00  1.892815590E+00 -4.443791807E-01  1.887072921E+00  3.687506409E+02 
      7248 -1.604820251E+00  1.568591952E+00 -3.799903393E-01  1.571267128E+00  5.241023560E+02 
      7249 -1.442636490E+00  2.064636469E+00 -3.130417168E-01  2.068085194E+00  4.091647644E+02 
      7250 -1.260960698E+00  2.683640242E+00 -3.201174736E-01  2.687354565E+00  3.579352722E+02 
      7251 -1.618368506E+00  1.857751250E+00 -5.141026378E-01  1.862649560E+00  2.975144958E+02 
      7252 -1.260684133E+00  2.840387583E+00 -4.851187468E-01  2.843001842E+00  2.370856934E+02 
      7253 -1.679697990E+00  1.114294410E+00 -3.227948844E-01  1.115432620E+00  3.749132080E+02 
      7254 -1.487799287E+00  2.237529516E+00 -4.828371108E-01  2.240454912E+00  3.043983765E+02 
      7255 -1.429845452E+00  2.216038704E+00 -3.693733513E-01  2.218300581E+00  3.532454224E+02 
      7256 -1.589099050E+00  2.022681475E+00 -5.547983646E-01  2.026220798E+00  2.908967896E+02 
      7257 -1.587413669E+00  1.565623879E+00 -3.466289341E-01  1.569041252E+00  5.236360474E+02 
      7258 -1.651335120E+00  1.203818917E+00 -3.008337915E-01  1.203227520E+00  3.914458618E+02 
      7259 -1.196030617E+00  2.978328705E+00 -4.569503069E-01  2.986347675E+00  2.361533203E+02 
      7260 -1.565041900E+00  1.844606042E+00 -4.251739085E-01  1.850915790E+00  3.909045410E+02 
      7261 -1.559310436E+00  1.560121417E+00 -2.715864182E-01  1.572025776E+00  4.604084778E+02 
      7262 -1.138637185E+00  3.087388039E+00 -4.154963791E-01  3.090484142E+00  1.868081360E+02 
      7263 -1.681599021E+00  1.379021525E+00 -4.303613901E-01  1.382644415E+00  4.585087585E+02 
      7264 -1.511229038E+00  2.108642340E+00 -4.549718797E-01  2.113346815E+00  3.282485657E+02 
      7265 -8.732284904E-01  3.595268011E+00 -2.201801986E-01  3.602023602E+00  1.454131317E+02 
      7266 -8.515521884E-01  3.633713007E+00 -2.691026926E-01  3.642574072E+00  1.774323120E+02 
      7267 -1.705008984E+00  1.736316681E+00 -6.140139103E-01  1.748631954E+00  1.134259796E+02 
      7268 -1.650398850E+00  1.629530072E+00 -4.709527493E-01  1.624880791E+00  4.594624939E+02 
      7269 -1.574107647E+00  1.518104196E+00 -2.879165411E-01  1.521916389E+00  4.617837219E+02 
      7270 -1.643219113E+00  1.550706983E+00 -4.329257309E-01  1.550287843E+00  5.193690186E+02 
      7271 -6.585019231E-01  3.937747240E+00 -2.006903738E-01  3.956428766E+00  1.757513885E+02 
      7272 -8.510553837E-01  3.636604309E+00 -2.319703698E-01  3.651799679E+00  1.453466034E+02 
      7273 -1.655130386E+00  1.463102937E+00 -4.194709957E-01  1.472537279E+00  4.825135803E+02 
      7274 -1.429327011E+00  2.308504343E+00 -4.162490666E-01  2.308486223E+00  3.239387817E+02 
      7275 -1.400020123E+00  2.284974575E+00 -3.515005112E-01  2.289237738E+00  3.497340088E+02 
      7276 -1.680926919E+00  1.329826474E+00 -4.133538306E-01  1.331150532E+00  4.017781372E+02 
      7277  6.239063740E-01  4.018199921E+00  2.828067541E-02  4.038665771E+00  8.594919586E+01 
      7278 -1.431807518E+00  2.054921150E+00 -2.781745791E-01  2.060798645E+00  4.136471558E+02 
      7279 -1.167214990E+00  3.037169218E+00 -4.423727095E-01  3.042406082E+00  2.179461823E+02 
      7280 -1.625490189E+00  1.534017444E+00 -3.997810185E-01  1.534960985E+00  5.191879272E+02 
      7281 -1.545906544E+00  1.980434418E+00 -4.520678818E-01  1.983832002E+00  3.379144897E+02 
      7282 -1.685001850E+00  1.558838248E+00 -4.951862395E-01  1.566810250E+00  4.294991150E+02 
